characteristics,variable,t,median_CrI,median,CrI_temp,2.5%,97.5%,CrI
Male.Kidney.II.75-79.1.positive,rmst,22,9.58 (9.16 to 9.59),9.58,9.16 to 9.59,9.16,9.59,(9.16 to 9.59)
Female.Kidney.III.75-79.1.positive,rmst,22,9.81 (8.94 to 10.31),9.81,8.94 to 10.31,8.94,10.31,(8.94 to 10.31)
Male.Kidney.III.75-79.1.positive,rmst,22,9.1 (8.66 to 9.3),9.1,8.66 to 9.3,8.66,9.3,(8.66 to 9.3)
Female.Kidney.IV.75-79.1.positive,rmst,22,1.68 (1.46 to 2.06),1.68,1.46 to 2.06,1.46,2.06,(1.46 to 2.06)
Male.Kidney.IV.75-79.1.positive,rmst,22,1.7 (1.46 to 2.09),1.7,1.46 to 2.09,1.46,2.09,(1.46 to 2.09)
Female.Kidney.I.50-54.1.5.positive,rmst,47,26.96 (22.95 to 30),26.96,22.95 to 30,22.95,30,(22.95 to 30)
Male.Kidney.I.50-54.1.5.positive,rmst,47,25.95 (22.11 to 28.17),25.95,22.11 to 28.17,22.11,28.17,(22.11 to 28.17)
Female.Kidney.II.50-54.1.5.positive,rmst,47,24.74 (15.62 to 29.75),24.74,15.62 to 29.75,15.62,29.75,(15.62 to 29.75)
Male.Kidney.II.50-54.1.5.positive,rmst,47,24.03 (15.46 to 27.53),24.03,15.46 to 27.53,15.46,27.53,(15.46 to 27.53)
Female.Kidney.III.50-54.1.5.positive,rmst,47,13.68 (9.84 to 18.16),13.68,9.84 to 18.16,9.84,18.16,(9.84 to 18.16)
Male.Kidney.III.50-54.1.5.positive,rmst,47,13.52 (9.94 to 17.41),13.52,9.94 to 17.41,9.94,17.41,(9.94 to 17.41)
Female.Kidney.IV.50-54.1.5.positive,rmst,47,2.88 (2.21 to 4.37),2.88,2.21 to 4.37,2.21,4.37,(2.21 to 4.37)
Male.Kidney.IV.50-54.1.5.positive,rmst,47,2.89 (2.17 to 4.45),2.89,2.17 to 4.45,2.17,4.45,(2.17 to 4.45)
Female.Kidney.I.55-59.1.5.positive,rmst,42,22.81 (17.95 to 26.18),22.81,17.95 to 26.18,17.95,26.18,(17.95 to 26.18)
Male.Kidney.I.55-59.1.5.positive,rmst,42,23.46 (18.01 to 24.46),23.46,18.01 to 24.46,18.01,24.46,(18.01 to 24.46)
Female.Kidney.II.55-59.1.5.positive,rmst,42,23.49 (17.42 to 26.28),23.49,17.42 to 26.28,17.42,26.28,(17.42 to 26.28)
Male.Kidney.II.55-59.1.5.positive,rmst,42,22.43 (17.55 to 24.46),22.43,17.55 to 24.46,17.55,24.46,(17.55 to 24.46)
Female.Kidney.III.55-59.1.5.positive,rmst,42,13.75 (10.85 to 18.33),13.75,10.85 to 18.33,10.85,18.33,(10.85 to 18.33)
Male.Kidney.III.55-59.1.5.positive,rmst,42,13.25 (10.75 to 17.56),13.25,10.75 to 17.56,10.75,17.56,(10.75 to 17.56)
Female.Kidney.IV.55-59.1.5.positive,rmst,42,2.12 (1.73 to 3.01),2.12,1.73 to 3.01,1.73,3.01,(1.73 to 3.01)
Male.Kidney.IV.55-59.1.5.positive,rmst,42,2.13 (1.77 to 3.04),2.13,1.77 to 3.04,1.77,3.04,(1.77 to 3.04)
Female.Kidney.I.60-64.1.5.positive,rmst,37,20.81 (18.46 to 22.01),20.81,18.46 to 22.01,18.46,22.01,(18.46 to 22.01)
Male.Kidney.I.60-64.1.5.positive,rmst,37,19.58 (17.7 to 20.03),19.58,17.7 to 20.03,17.7,20.03,(17.7 to 20.03)
Female.Kidney.II.60-64.1.5.positive,rmst,37,17.87 (14.41 to 20.85),17.87,14.41 to 20.85,14.41,20.85,(14.41 to 20.85)
Male.Kidney.II.60-64.1.5.positive,rmst,37,17.25 (13.83 to 19.58),17.25,13.83 to 19.58,13.83,19.58,(13.83 to 19.58)
Female.Kidney.III.60-64.1.5.positive,rmst,37,13.81 (11.14 to 16.6),13.81,11.14 to 16.6,11.14,16.6,(11.14 to 16.6)
Male.Kidney.III.60-64.1.5.positive,rmst,37,13.42 (10.83 to 15.81),13.42,10.83 to 15.81,10.83,15.81,(10.83 to 15.81)
Female.Kidney.IV.60-64.1.5.positive,rmst,37,1.97 (1.73 to 2.38),1.97,1.73 to 2.38,1.73,2.38,(1.73 to 2.38)
Male.Kidney.IV.60-64.1.5.positive,rmst,37,1.95 (1.7 to 2.33),1.95,1.7 to 2.33,1.7,2.33,(1.7 to 2.33)
Female.Kidney.I.65-69.1.5.positive,rmst,32,17.31 (16.06 to 17.9),17.31,16.06 to 17.9,16.06,17.9,(16.06 to 17.9)
Male.Kidney.I.65-69.1.5.positive,rmst,32,16.07 (15.39 to 16.32),16.07,15.39 to 16.32,15.39,16.32,(15.39 to 16.32)
Female.Kidney.II.65-69.1.5.positive,rmst,32,14.51 (11.86 to 16.5),14.51,11.86 to 16.5,11.86,16.5,(11.86 to 16.5)
Male.Kidney.II.65-69.1.5.positive,rmst,32,13.99 (11.57 to 15.02),13.99,11.57 to 15.02,11.57,15.02,(11.57 to 15.02)
Female.Kidney.III.65-69.1.5.positive,rmst,32,11.19 (9.6 to 12.75),11.19,9.6 to 12.75,9.6,12.75,(9.6 to 12.75)
Male.Kidney.III.65-69.1.5.positive,rmst,32,10.85 (9.46 to 12.13),10.85,9.46 to 12.13,9.46,12.13,(9.46 to 12.13)
Female.Kidney.IV.65-69.1.5.positive,rmst,32,1.81 (1.54 to 2.33),1.81,1.54 to 2.33,1.54,2.33,(1.54 to 2.33)
Male.Kidney.IV.65-69.1.5.positive,rmst,32,1.82 (1.56 to 2.34),1.82,1.56 to 2.34,1.56,2.34,(1.56 to 2.34)
Female.Kidney.I.70-74.1.5.positive,rmst,27,14.05 (13.6 to 14.25),14.05,13.6 to 14.25,13.6,14.25,(13.6 to 14.25)
Male.Kidney.I.70-74.1.5.positive,rmst,27,12.72 (12.55 to 12.8),12.72,12.55 to 12.8,12.55,12.8,(12.55 to 12.8)
Female.Kidney.II.70-74.1.5.positive,rmst,27,12.52 (10.46 to 13.59),12.52,10.46 to 13.59,10.46,13.59,(10.46 to 13.59)
Male.Kidney.II.70-74.1.5.positive,rmst,27,11.69 (10.21 to 12.2),11.69,10.21 to 12.2,10.21,12.2,(10.21 to 12.2)
Female.Kidney.III.70-74.1.5.positive,rmst,27,10 (8.59 to 11.55),10,8.59 to 11.55,8.59,11.55,(8.59 to 11.55)
Male.Kidney.III.70-74.1.5.positive,rmst,27,9.85 (8.47 to 10.96),9.85,8.47 to 10.96,8.47,10.96,(8.47 to 10.96)
Female.Kidney.IV.70-74.1.5.positive,rmst,27,1.44 (1.25 to 1.83),1.44,1.25 to 1.83,1.25,1.83,(1.25 to 1.83)
Male.Kidney.IV.70-74.1.5.positive,rmst,27,1.44 (1.24 to 1.89),1.44,1.24 to 1.89,1.24,1.89,(1.24 to 1.89)
Female.Kidney.I.75-79.1.5.positive,rmst,22,10.61 (10.11 to 10.77),10.61,10.11 to 10.77,10.11,10.77,(10.11 to 10.77)
Male.Kidney.I.75-79.1.5.positive,rmst,22,9.44 (9.31 to 9.52),9.44,9.31 to 9.52,9.31,9.52,(9.31 to 9.52)
Female.Kidney.II.75-79.1.5.positive,rmst,22,8.66 (7.15 to 9.66),8.66,7.15 to 9.66,7.15,9.66,(7.15 to 9.66)
Male.Kidney.II.75-79.1.5.positive,rmst,22,8.34 (7.17 to 8.98),8.34,7.17 to 8.98,7.17,8.98,(7.17 to 8.98)
Female.Kidney.III.75-79.1.5.positive,rmst,22,8.62 (7.61 to 9.34),8.62,7.61 to 9.34,7.61,9.34,(7.61 to 9.34)
Male.Kidney.III.75-79.1.5.positive,rmst,22,8.24 (7.42 to 8.65),8.24,7.42 to 8.65,7.42,8.65,(7.42 to 8.65)
Female.Kidney.IV.75-79.1.5.positive,rmst,22,1.22 (1.09 to 1.41),1.22,1.09 to 1.41,1.09,1.41,(1.09 to 1.41)
Male.Kidney.IV.75-79.1.5.positive,rmst,22,1.22 (1.09 to 1.41),1.22,1.09 to 1.41,1.09,1.41,(1.09 to 1.41)
Female.Kidney.I.50-54.3.positive,rmst,47,21.53 (17.22 to 25.53),21.53,17.22 to 25.53,17.22,25.53,(17.22 to 25.53)
Male.Kidney.I.50-54.3.positive,rmst,47,20.81 (17.29 to 24.02),20.81,17.29 to 24.02,17.29,24.02,(17.29 to 24.02)
Female.Kidney.II.50-54.3.positive,rmst,47,17.23 (11.01 to 25.6),17.23,11.01 to 25.6,11.01,25.6,(11.01 to 25.6)
Male.Kidney.II.50-54.3.positive,rmst,47,16.96 (10.13 to 24.66),16.96,10.13 to 24.66,10.13,24.66,(10.13 to 24.66)
Female.Kidney.III.50-54.3.positive,rmst,47,8.74 (6.74 to 11.87),8.74,6.74 to 11.87,6.74,11.87,(6.74 to 11.87)
Male.Kidney.III.50-54.3.positive,rmst,47,8.71 (6.9 to 11.52),8.71,6.9 to 11.52,6.9,11.52,(6.9 to 11.52)
Female.Kidney.IV.50-54.3.positive,rmst,47,1.53 (1.32 to 1.93),1.53,1.32 to 1.93,1.32,1.93,(1.32 to 1.93)
Male.Kidney.IV.50-54.3.positive,rmst,47,1.54 (1.34 to 1.96),1.54,1.34 to 1.96,1.34,1.96,(1.34 to 1.96)
Female.Kidney.I.55-59.3.positive,rmst,42,17.97 (13.72 to 22.23),17.97,13.72 to 22.23,13.72,22.23,(13.72 to 22.23)
Male.Kidney.I.55-59.3.positive,rmst,42,17.17 (13.3 to 21.24),17.17,13.3 to 21.24,13.3,21.24,(13.3 to 21.24)
Female.Kidney.II.55-59.3.positive,rmst,42,20.18 (15.31 to 24.36),20.18,15.31 to 24.36,15.31,24.36,(15.31 to 24.36)
Male.Kidney.II.55-59.3.positive,rmst,42,19.82 (15.13 to 23.09),19.82,15.13 to 23.09,15.13,23.09,(15.13 to 23.09)
Female.Kidney.III.55-59.3.positive,rmst,42,9.67 (7.66 to 13),9.67,7.66 to 13,7.66,13,(7.66 to 13)
Male.Kidney.III.55-59.3.positive,rmst,42,9.51 (7.58 to 12.78),9.51,7.58 to 12.78,7.58,12.78,(7.58 to 12.78)
Female.Kidney.IV.55-59.3.positive,rmst,42,1.21 (1.1 to 1.34),1.21,1.1 to 1.34,1.1,1.34,(1.1 to 1.34)
Male.Kidney.IV.55-59.3.positive,rmst,42,1.2 (1.1 to 1.36),1.2,1.1 to 1.36,1.1,1.36,(1.1 to 1.36)
Female.Kidney.I.60-64.3.positive,rmst,37,16.8 (14.75 to 18.97),16.8,14.75 to 18.97,14.75,18.97,(14.75 to 18.97)
Male.Kidney.I.60-64.3.positive,rmst,37,16.25 (14.24 to 18.56),16.25,14.24 to 18.56,14.24,18.56,(14.24 to 18.56)
Female.Kidney.II.60-64.3.positive,rmst,37,14.72 (11.73 to 17.64),14.72,11.73 to 17.64,11.73,17.64,(11.73 to 17.64)
Male.Kidney.II.60-64.3.positive,rmst,37,14.33 (11.44 to 17.19),14.33,11.44 to 17.19,11.44,17.19,(11.44 to 17.19)
Female.Kidney.III.60-64.3.positive,rmst,37,9.76 (7.8 to 12.07),9.76,7.8 to 12.07,7.8,12.07,(7.8 to 12.07)
Male.Kidney.III.60-64.3.positive,rmst,37,9.49 (7.65 to 11.67),9.49,7.65 to 11.67,7.65,11.67,(7.65 to 11.67)
Female.Kidney.IV.60-64.3.positive,rmst,37,1.16 (1.08 to 1.27),1.16,1.08 to 1.27,1.08,1.27,(1.08 to 1.27)
Male.Kidney.IV.60-64.3.positive,rmst,37,1.17 (1.07 to 1.27),1.17,1.07 to 1.27,1.07,1.27,(1.07 to 1.27)
Female.Kidney.I.65-69.3.positive,rmst,32,14.4 (13.02 to 15.92),14.4,13.02 to 15.92,13.02,15.92,(13.02 to 15.92)
Male.Kidney.I.65-69.3.positive,rmst,32,13.82 (12.66 to 14.8),13.82,12.66 to 14.8,12.66,14.8,(12.66 to 14.8)
Female.Kidney.II.65-69.3.positive,rmst,32,11.38 (8.92 to 14.1),11.38,8.92 to 14.1,8.92,14.1,(8.92 to 14.1)
Male.Kidney.II.65-69.3.positive,rmst,32,11.11 (9.09 to 13.08),11.11,9.09 to 13.08,9.09,13.08,(9.09 to 13.08)
Female.Kidney.III.65-69.3.positive,rmst,32,7.47 (6.39 to 8.71),7.47,6.39 to 8.71,6.39,8.71,(6.39 to 8.71)
Male.Kidney.III.65-69.3.positive,rmst,32,7.39 (6.37 to 8.71),7.39,6.37 to 8.71,6.37,8.71,(6.37 to 8.71)
Female.Kidney.IV.65-69.3.positive,rmst,32,0.99 (0.92 to 1.1),0.99,0.92 to 1.1,0.92,1.1,(0.92 to 1.1)
Male.Kidney.IV.65-69.3.positive,rmst,32,1 (0.92 to 1.1),1,0.92 to 1.1,0.92,1.1,(0.92 to 1.1)
Female.Kidney.I.70-74.3.positive,rmst,27,12.53 (11.47 to 13.18),12.53,11.47 to 13.18,11.47,13.18,(11.47 to 13.18)
Male.Kidney.I.70-74.3.positive,rmst,27,11.65 (11.12 to 11.87),11.65,11.12 to 11.87,11.12,11.87,(11.12 to 11.87)
Female.Kidney.II.70-74.3.positive,rmst,27,9.89 (8.02 to 11.77),9.89,8.02 to 11.77,8.02,11.77,(8.02 to 11.77)
Male.Kidney.II.70-74.3.positive,rmst,27,9.77 (8.03 to 11.13),9.77,8.03 to 11.13,8.03,11.13,(8.03 to 11.13)
Female.Kidney.III.70-74.3.positive,rmst,27,7.2 (6.2 to 8.37),7.2,6.2 to 8.37,6.2,8.37,(6.2 to 8.37)
Male.Kidney.III.70-74.3.positive,rmst,27,7.07 (6.17 to 8.11),7.07,6.17 to 8.11,6.17,8.11,(6.17 to 8.11)
Female.Kidney.IV.70-74.3.positive,rmst,27,0.77 (0.72 to 0.85),0.77,0.72 to 0.85,0.72,0.85,(0.72 to 0.85)
Male.Kidney.IV.70-74.3.positive,rmst,27,0.77 (0.71 to 0.83),0.77,0.71 to 0.83,0.71,0.83,(0.71 to 0.83)
Female.Kidney.I.75-79.3.positive,rmst,22,8.37 (7.63 to 9.15),8.37,7.63 to 9.15,7.63,9.15,(7.63 to 9.15)
Male.Kidney.I.75-79.3.positive,rmst,22,8.44 (7.64 to 8.82),8.44,7.64 to 8.82,7.64,8.82,(7.64 to 8.82)
Female.Kidney.II.75-79.3.positive,rmst,22,6.32 (5.26 to 7.6),6.32,5.26 to 7.6,5.26,7.6,(5.26 to 7.6)
Male.Kidney.II.75-79.3.positive,rmst,22,6.27 (5.23 to 7.25),6.27,5.23 to 7.25,5.23,7.25,(5.23 to 7.25)
Female.Kidney.III.75-79.3.positive,rmst,22,6.22 (5.42 to 7.22),6.22,5.42 to 7.22,5.42,7.22,(5.42 to 7.22)
Male.Kidney.III.75-79.3.positive,rmst,22,6.16 (5.39 to 6.95),6.16,5.39 to 6.95,5.39,6.95,(5.39 to 6.95)
Female.Kidney.IV.75-79.3.positive,rmst,22,0.67 (0.62 to 0.73),0.67,0.62 to 0.73,0.62,0.73,(0.62 to 0.73)
Male.Kidney.IV.75-79.3.positive,rmst,22,0.67 (0.62 to 0.74),0.67,0.62 to 0.74,0.62,0.74,(0.62 to 0.74)
