characteristics,variable,t,median_CrI,median,CrI_temp,2.5%,97.5%,CrI
Female.Liver/Bile-duct.III.65-69.1.positive,rmst,32,1.97 (1.49 to 3.15),1.97,1.49 to 3.15,1.49,3.15,(1.49 to 3.15)
Male.Liver/Bile-duct.III.65-69.1.positive,rmst,32,1.94 (1.48 to 3.04),1.94,1.48 to 3.04,1.48,3.04,(1.48 to 3.04)
Female.Liver/Bile-duct.IV.65-69.1.positive,rmst,32,0.85 (0.74 to 1.23),0.85,0.74 to 1.23,0.74,1.23,(0.74 to 1.23)
Male.Liver/Bile-duct.IV.65-69.1.positive,rmst,32,0.86 (0.75 to 1.22),0.86,0.75 to 1.22,0.75,1.22,(0.75 to 1.22)
Female.Liver/Bile-duct.I.70-74.1.positive,rmst,27,7.11 (4.92 to 9.62),7.11,4.92 to 9.62,4.92,9.62,(4.92 to 9.62)
Male.Liver/Bile-duct.I.70-74.1.positive,rmst,27,6.8 (4.69 to 8.68),6.8,4.69 to 8.68,4.69,8.68,(4.69 to 8.68)
Female.Liver/Bile-duct.II.70-74.1.positive,rmst,27,4.6 (3.12 to 6.56),4.6,3.12 to 6.56,3.12,6.56,(3.12 to 6.56)
Male.Liver/Bile-duct.II.70-74.1.positive,rmst,27,4.44 (3.09 to 5.99),4.44,3.09 to 5.99,3.09,5.99,(3.09 to 5.99)
Female.Liver/Bile-duct.III.70-74.1.positive,rmst,27,1.43 (1.19 to 2.08),1.43,1.19 to 2.08,1.19,2.08,(1.19 to 2.08)
Male.Liver/Bile-duct.III.70-74.1.positive,rmst,27,1.43 (1.18 to 2.05),1.43,1.18 to 2.05,1.18,2.05,(1.18 to 2.05)
Female.Liver/Bile-duct.IV.70-74.1.positive,rmst,27,0.81 (0.69 to 1.09),0.81,0.69 to 1.09,0.69,1.09,(0.69 to 1.09)
Male.Liver/Bile-duct.IV.70-74.1.positive,rmst,27,0.8 (0.69 to 1.14),0.8,0.69 to 1.14,0.69,1.14,(0.69 to 1.14)
Female.Liver/Bile-duct.I.75-79.1.positive,rmst,22,3.69 (2.79 to 5.54),3.69,2.79 to 5.54,2.79,5.54,(2.79 to 5.54)
Male.Liver/Bile-duct.I.75-79.1.positive,rmst,22,3.66 (2.75 to 5.2),3.66,2.75 to 5.2,2.75,5.2,(2.75 to 5.2)
Female.Liver/Bile-duct.II.75-79.1.positive,rmst,22,4.28 (3.16 to 5.7),4.28,3.16 to 5.7,3.16,5.7,(3.16 to 5.7)
Male.Liver/Bile-duct.II.75-79.1.positive,rmst,22,4.23 (3.23 to 5.43),4.23,3.23 to 5.43,3.23,5.43,(3.23 to 5.43)
Female.Liver/Bile-duct.III.75-79.1.positive,rmst,22,1.66 (1.22 to 2.47),1.66,1.22 to 2.47,1.22,2.47,(1.22 to 2.47)
Male.Liver/Bile-duct.III.75-79.1.positive,rmst,22,1.64 (1.23 to 2.36),1.64,1.23 to 2.36,1.23,2.36,(1.23 to 2.36)
Female.Liver/Bile-duct.IV.75-79.1.positive,rmst,22,0.79 (0.63 to 1.03),0.79,0.63 to 1.03,0.63,1.03,(0.63 to 1.03)
Male.Liver/Bile-duct.IV.75-79.1.positive,rmst,22,0.78 (0.63 to 0.96),0.78,0.63 to 0.96,0.63,0.96,(0.63 to 0.96)
Female.Liver/Bile-duct.I.50-54.1.5.positive,rmst,47,7.61 (4.9 to 12.66),7.61,4.9 to 12.66,4.9,12.66,(4.9 to 12.66)
Male.Liver/Bile-duct.I.50-54.1.5.positive,rmst,47,7.74 (4.88 to 13.14),7.74,4.88 to 13.14,4.88,13.14,(4.88 to 13.14)
Female.Liver/Bile-duct.II.50-54.1.5.positive,rmst,47,3.95 (2.94 to 6.11),3.95,2.94 to 6.11,2.94,6.11,(2.94 to 6.11)
Male.Liver/Bile-duct.II.50-54.1.5.positive,rmst,47,3.94 (3 to 6.19),3.94,3 to 6.19,3,6.19,(3 to 6.19)
Female.Liver/Bile-duct.III.50-54.1.5.positive,rmst,47,1.82 (1.2 to 4.32),1.82,1.2 to 4.32,1.2,4.32,(1.2 to 4.32)
Male.Liver/Bile-duct.III.50-54.1.5.positive,rmst,47,1.76 (1.17 to 4.47),1.76,1.17 to 4.47,1.17,4.47,(1.17 to 4.47)
Female.Liver/Bile-duct.IV.50-54.1.5.positive,rmst,47,1.01 (0.83 to 1.47),1.01,0.83 to 1.47,0.83,1.47,(0.83 to 1.47)
Male.Liver/Bile-duct.IV.50-54.1.5.positive,rmst,47,1.01 (0.82 to 1.61),1.01,0.82 to 1.61,0.82,1.61,(0.82 to 1.61)
Female.Liver/Bile-duct.I.55-59.1.5.positive,rmst,42,6.65 (4.77 to 9.7),6.65,4.77 to 9.7,4.77,9.7,(4.77 to 9.7)
Male.Liver/Bile-duct.I.55-59.1.5.positive,rmst,42,6.49 (4.71 to 9.66),6.49,4.71 to 9.66,4.71,9.66,(4.71 to 9.66)
Female.Liver/Bile-duct.II.55-59.1.5.positive,rmst,42,5.49 (3.92 to 9.8),5.49,3.92 to 9.8,3.92,9.8,(3.92 to 9.8)
Male.Liver/Bile-duct.II.55-59.1.5.positive,rmst,42,5.65 (3.92 to 9.81),5.65,3.92 to 9.81,3.92,9.81,(3.92 to 9.81)
Female.Liver/Bile-duct.III.55-59.1.5.positive,rmst,42,2.52 (1.74 to 5.08),2.52,1.74 to 5.08,1.74,5.08,(1.74 to 5.08)
Male.Liver/Bile-duct.III.55-59.1.5.positive,rmst,42,2.5 (1.71 to 4.95),2.5,1.71 to 4.95,1.71,4.95,(1.71 to 4.95)
Female.Liver/Bile-duct.IV.55-59.1.5.positive,rmst,42,0.99 (0.82 to 1.96),0.99,0.82 to 1.96,0.82,1.96,(0.82 to 1.96)
Male.Liver/Bile-duct.IV.55-59.1.5.positive,rmst,42,1.01 (0.82 to 1.65),1.01,0.82 to 1.65,0.82,1.65,(0.82 to 1.65)
Female.Liver/Bile-duct.I.60-64.1.5.positive,rmst,37,6.05 (4.22 to 9.83),6.05,4.22 to 9.83,4.22,9.83,(4.22 to 9.83)
Male.Liver/Bile-duct.I.60-64.1.5.positive,rmst,37,6.04 (4.27 to 9.58),6.04,4.27 to 9.58,4.27,9.58,(4.27 to 9.58)
Female.Liver/Bile-duct.II.60-64.1.5.positive,rmst,37,4.73 (3.62 to 6.83),4.73,3.62 to 6.83,3.62,6.83,(3.62 to 6.83)
Male.Liver/Bile-duct.II.60-64.1.5.positive,rmst,37,4.67 (3.55 to 6.87),4.67,3.55 to 6.87,3.55,6.87,(3.55 to 6.87)
Female.Liver/Bile-duct.III.60-64.1.5.positive,rmst,37,2.68 (1.87 to 5.48),2.68,1.87 to 5.48,1.87,5.48,(1.87 to 5.48)
Male.Liver/Bile-duct.III.60-64.1.5.positive,rmst,37,2.67 (1.84 to 4.85),2.67,1.84 to 4.85,1.84,4.85,(1.84 to 4.85)
Female.Liver/Bile-duct.IV.60-64.1.5.positive,rmst,37,0.98 (0.8 to 1.69),0.98,0.8 to 1.69,0.8,1.69,(0.8 to 1.69)
Male.Liver/Bile-duct.IV.60-64.1.5.positive,rmst,37,0.98 (0.78 to 1.67),0.98,0.78 to 1.67,0.78,1.67,(0.78 to 1.67)
Female.Liver/Bile-duct.I.65-69.1.5.positive,rmst,32,6.6 (4.9 to 9.18),6.6,4.9 to 9.18,4.9,9.18,(4.9 to 9.18)
Male.Liver/Bile-duct.I.65-69.1.5.positive,rmst,32,6.52 (4.98 to 9.25),6.52,4.98 to 9.25,4.98,9.25,(4.98 to 9.25)
Female.Liver/Bile-duct.II.65-69.1.5.positive,rmst,32,3.99 (3.19 to 6.41),3.99,3.19 to 6.41,3.19,6.41,(3.19 to 6.41)
Male.Liver/Bile-duct.II.65-69.1.5.positive,rmst,32,4.02 (3.17 to 5.67),4.02,3.17 to 5.67,3.17,5.67,(3.17 to 5.67)
Female.Liver/Bile-duct.III.65-69.1.5.positive,rmst,32,1.97 (1.47 to 2.87),1.97,1.47 to 2.87,1.47,2.87,(1.47 to 2.87)
Male.Liver/Bile-duct.III.65-69.1.5.positive,rmst,32,1.96 (1.45 to 3.25),1.96,1.45 to 3.25,1.45,3.25,(1.45 to 3.25)
Female.Liver/Bile-duct.IV.65-69.1.5.positive,rmst,32,0.86 (0.74 to 1.31),0.86,0.74 to 1.31,0.74,1.31,(0.74 to 1.31)
Male.Liver/Bile-duct.IV.65-69.1.5.positive,rmst,32,0.86 (0.74 to 1.28),0.86,0.74 to 1.28,0.74,1.28,(0.74 to 1.28)
Female.Liver/Bile-duct.I.70-74.1.5.positive,rmst,27,6.88 (4.72 to 9.26),6.88,4.72 to 9.26,4.72,9.26,(4.72 to 9.26)
Male.Liver/Bile-duct.I.70-74.1.5.positive,rmst,27,6.55 (4.6 to 8.58),6.55,4.6 to 8.58,4.6,8.58,(4.6 to 8.58)
Female.Liver/Bile-duct.II.70-74.1.5.positive,rmst,27,3.83 (2.9 to 5.66),3.83,2.9 to 5.66,2.9,5.66,(2.9 to 5.66)
Male.Liver/Bile-duct.II.70-74.1.5.positive,rmst,27,3.81 (2.79 to 5.5),3.81,2.79 to 5.5,2.79,5.5,(2.79 to 5.5)
Female.Liver/Bile-duct.III.70-74.1.5.positive,rmst,27,1.43 (1.19 to 2.98),1.43,1.19 to 2.98,1.19,2.98,(1.19 to 2.98)
Male.Liver/Bile-duct.III.70-74.1.5.positive,rmst,27,1.43 (1.19 to 2.02),1.43,1.19 to 2.02,1.19,2.02,(1.19 to 2.02)
Female.Liver/Bile-duct.IV.70-74.1.5.positive,rmst,27,0.81 (0.68 to 1.11),0.81,0.68 to 1.11,0.68,1.11,(0.68 to 1.11)
Male.Liver/Bile-duct.IV.70-74.1.5.positive,rmst,27,0.81 (0.69 to 1.18),0.81,0.69 to 1.18,0.69,1.18,(0.69 to 1.18)
Female.Liver/Bile-duct.I.75-79.1.5.positive,rmst,22,3.47 (2.66 to 5.15),3.47,2.66 to 5.15,2.66,5.15,(2.66 to 5.15)
Male.Liver/Bile-duct.I.75-79.1.5.positive,rmst,22,3.51 (2.6 to 4.94),3.51,2.6 to 4.94,2.6,4.94,(2.6 to 4.94)
Female.Liver/Bile-duct.II.75-79.1.5.positive,rmst,22,3.88 (2.98 to 5.25),3.88,2.98 to 5.25,2.98,5.25,(2.98 to 5.25)
Male.Liver/Bile-duct.II.75-79.1.5.positive,rmst,22,3.88 (2.97 to 5.13),3.88,2.97 to 5.13,2.97,5.13,(2.97 to 5.13)
Female.Liver/Bile-duct.III.75-79.1.5.positive,rmst,22,1.66 (1.22 to 2.43),1.66,1.22 to 2.43,1.22,2.43,(1.22 to 2.43)
Male.Liver/Bile-duct.III.75-79.1.5.positive,rmst,22,1.64 (1.24 to 2.29),1.64,1.24 to 2.29,1.24,2.29,(1.24 to 2.29)
Female.Liver/Bile-duct.IV.75-79.1.5.positive,rmst,22,0.77 (0.62 to 1),0.77,0.62 to 1,0.62,1,(0.62 to 1)
Male.Liver/Bile-duct.IV.75-79.1.5.positive,rmst,22,0.77 (0.62 to 0.96),0.77,0.62 to 0.96,0.62,0.96,(0.62 to 0.96)
Female.Liver/Bile-duct.I.50-54.3.positive,rmst,47,7.46 (4.76 to 13.92),7.46,4.76 to 13.92,4.76,13.92,(4.76 to 13.92)
Male.Liver/Bile-duct.I.50-54.3.positive,rmst,47,7.46 (4.58 to 12.77),7.46,4.58 to 12.77,4.58,12.77,(4.58 to 12.77)
Female.Liver/Bile-duct.II.50-54.3.positive,rmst,47,3.55 (2.82 to 5.3),3.55,2.82 to 5.3,2.82,5.3,(2.82 to 5.3)
Male.Liver/Bile-duct.II.50-54.3.positive,rmst,47,3.52 (2.75 to 5.14),3.52,2.75 to 5.14,2.75,5.14,(2.75 to 5.14)
Female.Liver/Bile-duct.III.50-54.3.positive,rmst,47,1.79 (1.17 to 4.18),1.79,1.17 to 4.18,1.17,4.18,(1.17 to 4.18)
Male.Liver/Bile-duct.III.50-54.3.positive,rmst,47,1.77 (1.18 to 4.24),1.77,1.18 to 4.24,1.18,4.24,(1.18 to 4.24)
Female.Liver/Bile-duct.IV.50-54.3.positive,rmst,47,1 (0.82 to 1.53),1,0.82 to 1.53,0.82,1.53,(0.82 to 1.53)
Male.Liver/Bile-duct.IV.50-54.3.positive,rmst,47,1 (0.83 to 1.57),1,0.83 to 1.57,0.83,1.57,(0.83 to 1.57)
Female.Liver/Bile-duct.I.55-59.3.positive,rmst,42,5.79 (4.28 to 8.59),5.79,4.28 to 8.59,4.28,8.59,(4.28 to 8.59)
Male.Liver/Bile-duct.I.55-59.3.positive,rmst,42,5.76 (4.35 to 8.24),5.76,4.35 to 8.24,4.35,8.24,(4.35 to 8.24)
Female.Liver/Bile-duct.II.55-59.3.positive,rmst,42,4.77 (3.49 to 7.76),4.77,3.49 to 7.76,3.49,7.76,(3.49 to 7.76)
Male.Liver/Bile-duct.II.55-59.3.positive,rmst,42,4.77 (3.57 to 7.96),4.77,3.57 to 7.96,3.57,7.96,(3.57 to 7.96)
Female.Liver/Bile-duct.III.55-59.3.positive,rmst,42,2.51 (1.75 to 5.41),2.51,1.75 to 5.41,1.75,5.41,(1.75 to 5.41)
Male.Liver/Bile-duct.III.55-59.3.positive,rmst,42,2.53 (1.78 to 4.92),2.53,1.78 to 4.92,1.78,4.92,(1.78 to 4.92)
Female.Liver/Bile-duct.IV.55-59.3.positive,rmst,42,1 (0.83 to 1.76),1,0.83 to 1.76,0.83,1.76,(0.83 to 1.76)
Male.Liver/Bile-duct.IV.55-59.3.positive,rmst,42,1.01 (0.83 to 1.9),1.01,0.83 to 1.9,0.83,1.9,(0.83 to 1.9)
Female.Liver/Bile-duct.I.60-64.3.positive,rmst,37,5.51 (3.95 to 9.01),5.51,3.95 to 9.01,3.95,9.01,(3.95 to 9.01)
Male.Liver/Bile-duct.I.60-64.3.positive,rmst,37,5.32 (3.77 to 8.51),5.32,3.77 to 8.51,3.77,8.51,(3.77 to 8.51)
Female.Liver/Bile-duct.II.60-64.3.positive,rmst,37,4.26 (3.33 to 6.07),4.26,3.33 to 6.07,3.33,6.07,(3.33 to 6.07)
Male.Liver/Bile-duct.II.60-64.3.positive,rmst,37,4.27 (3.26 to 6.26),4.27,3.26 to 6.26,3.26,6.26,(3.26 to 6.26)
Female.Liver/Bile-duct.III.60-64.3.positive,rmst,37,2.62 (1.85 to 4.96),2.62,1.85 to 4.96,1.85,4.96,(1.85 to 4.96)
Male.Liver/Bile-duct.III.60-64.3.positive,rmst,37,2.73 (1.84 to 4.96),2.73,1.84 to 4.96,1.84,4.96,(1.84 to 4.96)
Female.Liver/Bile-duct.IV.60-64.3.positive,rmst,37,0.98 (0.79 to 1.6),0.98,0.79 to 1.6,0.79,1.6,(0.79 to 1.6)
Male.Liver/Bile-duct.IV.60-64.3.positive,rmst,37,0.98 (0.79 to 1.62),0.98,0.79 to 1.62,0.79,1.62,(0.79 to 1.62)
Female.Liver/Bile-duct.I.65-69.3.positive,rmst,32,5.97 (4.58 to 8.38),5.97,4.58 to 8.38,4.58,8.38,(4.58 to 8.38)
Male.Liver/Bile-duct.I.65-69.3.positive,rmst,32,5.93 (4.58 to 8.1),5.93,4.58 to 8.1,4.58,8.1,(4.58 to 8.1)
Female.Liver/Bile-duct.II.65-69.3.positive,rmst,32,3.58 (2.89 to 5.07),3.58,2.89 to 5.07,2.89,5.07,(2.89 to 5.07)
Male.Liver/Bile-duct.II.65-69.3.positive,rmst,32,3.5 (2.87 to 4.71),3.5,2.87 to 4.71,2.87,4.71,(2.87 to 4.71)
Female.Liver/Bile-duct.III.65-69.3.positive,rmst,32,1.97 (1.48 to 3),1.97,1.48 to 3,1.48,3,(1.48 to 3)
Male.Liver/Bile-duct.III.65-69.3.positive,rmst,32,1.96 (1.48 to 3.23),1.96,1.48 to 3.23,1.48,3.23,(1.48 to 3.23)
Female.Liver/Bile-duct.IV.65-69.3.positive,rmst,32,0.86 (0.74 to 1.27),0.86,0.74 to 1.27,0.74,1.27,(0.74 to 1.27)
Male.Liver/Bile-duct.IV.65-69.3.positive,rmst,32,0.86 (0.74 to 1.25),0.86,0.74 to 1.25,0.74,1.25,(0.74 to 1.25)
Female.Liver/Bile-duct.I.70-74.3.positive,rmst,27,6.16 (4.2 to 8.7),6.16,4.2 to 8.7,4.2,8.7,(4.2 to 8.7)
Male.Liver/Bile-duct.I.70-74.3.positive,rmst,27,5.86 (4.16 to 7.96),5.86,4.16 to 7.96,4.16,7.96,(4.16 to 7.96)
Female.Liver/Bile-duct.II.70-74.3.positive,rmst,27,3.44 (2.6 to 5.07),3.44,2.6 to 5.07,2.6,5.07,(2.6 to 5.07)
Male.Liver/Bile-duct.II.70-74.3.positive,rmst,27,3.43 (2.55 to 4.95),3.43,2.55 to 4.95,2.55,4.95,(2.55 to 4.95)
Female.Liver/Bile-duct.III.70-74.3.positive,rmst,27,1.4 (1.2 to 2.41),1.4,1.2 to 2.41,1.2,2.41,(1.2 to 2.41)
Male.Liver/Bile-duct.III.70-74.3.positive,rmst,27,1.42 (1.18 to 2.04),1.42,1.18 to 2.04,1.18,2.04,(1.18 to 2.04)
Female.Liver/Bile-duct.IV.70-74.3.positive,rmst,27,0.81 (0.69 to 1.09),0.81,0.69 to 1.09,0.69,1.09,(0.69 to 1.09)
Male.Liver/Bile-duct.IV.70-74.3.positive,rmst,27,0.81 (0.7 to 1.1),0.81,0.7 to 1.1,0.7,1.1,(0.7 to 1.1)
Female.Liver/Bile-duct.I.75-79.3.positive,rmst,22,2.93 (2.31 to 4.03),2.93,2.31 to 4.03,2.31,4.03,(2.31 to 4.03)
Male.Liver/Bile-duct.I.75-79.3.positive,rmst,22,2.97 (2.36 to 4.2),2.97,2.36 to 4.2,2.36,4.2,(2.36 to 4.2)
Female.Liver/Bile-duct.II.75-79.3.positive,rmst,22,3.62 (2.65 to 5.09),3.62,2.65 to 5.09,2.65,5.09,(2.65 to 5.09)
Male.Liver/Bile-duct.II.75-79.3.positive,rmst,22,3.55 (2.66 to 4.85),3.55,2.66 to 4.85,2.66,4.85,(2.66 to 4.85)
Female.Liver/Bile-duct.III.75-79.3.positive,rmst,22,1.63 (1.22 to 2.46),1.63,1.22 to 2.46,1.22,2.46,(1.22 to 2.46)
Male.Liver/Bile-duct.III.75-79.3.positive,rmst,22,1.64 (1.23 to 2.38),1.64,1.23 to 2.38,1.23,2.38,(1.23 to 2.38)
Female.Liver/Bile-duct.IV.75-79.3.positive,rmst,22,0.77 (0.62 to 1),0.77,0.62 to 1,0.62,1,(0.62 to 1)
Male.Liver/Bile-duct.IV.75-79.3.positive,rmst,22,0.77 (0.62 to 0.98),0.77,0.62 to 0.98,0.62,0.98,(0.62 to 0.98)
