characteristics,variable,t,median_CrI,median,CrI_temp,2.5%,97.5%,CrI
Female.Head and Neck.IV.70-74.1.positive,rmst,27,5.33 (4.47 to 6.49),5.33,4.47 to 6.49,4.47,6.49,(4.47 to 6.49)
Male.Head and Neck.IV.70-74.1.positive,rmst,27,5.32 (4.38 to 6.19),5.32,4.38 to 6.19,4.38,6.19,(4.38 to 6.19)
Female.Head and Neck.I.75-79.1.positive,rmst,22,11 (10.93 to 11),11,10.93 to 11,10.93,11,(10.93 to 11)
Male.Head and Neck.I.75-79.1.positive,rmst,22,9.59 (9.56 to 9.59),9.59,9.56 to 9.59,9.56,9.59,(9.56 to 9.59)
Female.Head and Neck.II.75-79.1.positive,rmst,22,9.28 (7.76 to 10.17),9.28,7.76 to 10.17,7.76,10.17,(7.76 to 10.17)
Male.Head and Neck.II.75-79.1.positive,rmst,22,8.86 (7.81 to 9.32),8.86,7.81 to 9.32,7.81,9.32,(7.81 to 9.32)
Female.Head and Neck.III.75-79.1.positive,rmst,22,7.38 (6.13 to 8.18),7.38,6.13 to 8.18,6.13,8.18,(6.13 to 8.18)
Male.Head and Neck.III.75-79.1.positive,rmst,22,6.85 (6.01 to 7.45),6.85,6.01 to 7.45,6.01,7.45,(6.01 to 7.45)
Female.Head and Neck.IV.75-79.1.positive,rmst,22,3.79 (3.27 to 4.39),3.79,3.27 to 4.39,3.27,4.39,(3.27 to 4.39)
Male.Head and Neck.IV.75-79.1.positive,rmst,22,3.77 (3.25 to 4.46),3.77,3.25 to 4.46,3.25,4.46,(3.25 to 4.46)
Female.Head and Neck.I.50-54.1.5.positive,rmst,47,16.59 (11.77 to 22.44),16.59,11.77 to 22.44,11.77,22.44,(11.77 to 22.44)
Male.Head and Neck.I.50-54.1.5.positive,rmst,47,16.22 (11.69 to 21.37),16.22,11.69 to 21.37,11.69,21.37,(11.69 to 21.37)
Female.Head and Neck.II.50-54.1.5.positive,rmst,47,25.02 (19.3 to 28.12),25.02,19.3 to 28.12,19.3,28.12,(19.3 to 28.12)
Male.Head and Neck.II.50-54.1.5.positive,rmst,47,23.38 (18.44 to 26),23.38,18.44 to 26,18.44,26,(18.44 to 26)
Female.Head and Neck.III.50-54.1.5.positive,rmst,47,14.54 (10.45 to 20.16),14.54,10.45 to 20.16,10.45,20.16,(10.45 to 20.16)
Male.Head and Neck.III.50-54.1.5.positive,rmst,47,14.43 (10.07 to 19.36),14.43,10.07 to 19.36,10.07,19.36,(10.07 to 19.36)
Female.Head and Neck.IV.50-54.1.5.positive,rmst,47,14.2 (11.56 to 17.19),14.2,11.56 to 17.19,11.56,17.19,(11.56 to 17.19)
Male.Head and Neck.IV.50-54.1.5.positive,rmst,47,13.7 (11.31 to 16.6),13.7,11.31 to 16.6,11.31,16.6,(11.31 to 16.6)
Female.Head and Neck.I.55-59.1.5.positive,rmst,42,19.13 (13.78 to 24.55),19.13,13.78 to 24.55,13.78,24.55,(13.78 to 24.55)
Male.Head and Neck.I.55-59.1.5.positive,rmst,42,18.54 (13.69 to 22.75),18.54,13.69 to 22.75,13.69,22.75,(13.69 to 22.75)
Female.Head and Neck.II.55-59.1.5.positive,rmst,42,14.19 (10.45 to 17.98),14.19,10.45 to 17.98,10.45,17.98,(10.45 to 17.98)
Male.Head and Neck.II.55-59.1.5.positive,rmst,42,13.93 (10.38 to 17.86),13.93,10.38 to 17.86,10.38,17.86,(10.38 to 17.86)
Female.Head and Neck.III.55-59.1.5.positive,rmst,42,12.84 (9.85 to 16.81),12.84,9.85 to 16.81,9.85,16.81,(9.85 to 16.81)
Male.Head and Neck.III.55-59.1.5.positive,rmst,42,12.59 (9.66 to 16.44),12.59,9.66 to 16.44,9.66,16.44,(9.66 to 16.44)
Female.Head and Neck.IV.55-59.1.5.positive,rmst,42,11.51 (9.51 to 13.74),11.51,9.51 to 13.74,9.51,13.74,(9.51 to 13.74)
Male.Head and Neck.IV.55-59.1.5.positive,rmst,42,11.18 (9.33 to 13.23),11.18,9.33 to 13.23,9.33,13.23,(9.33 to 13.23)
Female.Head and Neck.I.60-64.1.5.positive,rmst,37,18.52 (15.41 to 20.77),18.52,15.41 to 20.77,15.41,20.77,(15.41 to 20.77)
Male.Head and Neck.I.60-64.1.5.positive,rmst,37,17.72 (15.1 to 19.33),17.72,15.1 to 19.33,15.1,19.33,(15.1 to 19.33)
Female.Head and Neck.II.60-64.1.5.positive,rmst,37,13.88 (10.39 to 17.82),13.88,10.39 to 17.82,10.39,17.82,(10.39 to 17.82)
Male.Head and Neck.II.60-64.1.5.positive,rmst,37,13.85 (10.66 to 17.16),13.85,10.66 to 17.16,10.66,17.16,(10.66 to 17.16)
Female.Head and Neck.III.60-64.1.5.positive,rmst,37,12.09 (9.41 to 14.98),12.09,9.41 to 14.98,9.41,14.98,(9.41 to 14.98)
Male.Head and Neck.III.60-64.1.5.positive,rmst,37,11.93 (9.29 to 14.36),11.93,9.29 to 14.36,9.29,14.36,(9.29 to 14.36)
Female.Head and Neck.IV.60-64.1.5.positive,rmst,37,10.47 (8.81 to 12.29),10.47,8.81 to 12.29,8.81,12.29,(8.81 to 12.29)
Male.Head and Neck.IV.60-64.1.5.positive,rmst,37,10.2 (8.75 to 11.57),10.2,8.75 to 11.57,8.75,11.57,(8.75 to 11.57)
Female.Head and Neck.I.65-69.1.5.positive,rmst,32,17.65 (15.46 to 18.33),17.65,15.46 to 18.33,15.46,18.33,(15.46 to 18.33)
Male.Head and Neck.I.65-69.1.5.positive,rmst,32,16.43 (16.02 to 16.43),16.43,16.02 to 16.43,16.02,16.43,(16.02 to 16.43)
Female.Head and Neck.II.65-69.1.5.positive,rmst,32,13.82 (11.59 to 15.62),13.82,11.59 to 15.62,11.59,15.62,(11.59 to 15.62)
Male.Head and Neck.II.65-69.1.5.positive,rmst,32,13.25 (11.28 to 14.5),13.25,11.28 to 14.5,11.28,14.5,(11.28 to 14.5)
Female.Head and Neck.III.65-69.1.5.positive,rmst,32,11.93 (9.64 to 13.65),11.93,9.64 to 13.65,9.64,13.65,(9.64 to 13.65)
Male.Head and Neck.III.65-69.1.5.positive,rmst,32,11.44 (9.6 to 12.55),11.44,9.6 to 12.55,9.6,12.55,(9.6 to 12.55)
Female.Head and Neck.IV.65-69.1.5.positive,rmst,32,6.93 (5.85 to 8.07),6.93,5.85 to 8.07,5.85,8.07,(5.85 to 8.07)
Male.Head and Neck.IV.65-69.1.5.positive,rmst,32,6.71 (5.77 to 7.81),6.71,5.77 to 7.81,5.77,7.81,(5.77 to 7.81)
Female.Head and Neck.I.70-74.1.5.positive,rmst,27,14.6 (14.47 to 14.6),14.6,14.47 to 14.6,14.47,14.6,(14.47 to 14.6)
Male.Head and Neck.I.70-74.1.5.positive,rmst,27,12.8 (12.77 to 12.8),12.8,12.77 to 12.8,12.77,12.8,(12.77 to 12.8)
Female.Head and Neck.II.70-74.1.5.positive,rmst,27,8.96 (7.6 to 10.79),8.96,7.6 to 10.79,7.6,10.79,(7.6 to 10.79)
Male.Head and Neck.II.70-74.1.5.positive,rmst,27,8.79 (7.37 to 10.4),8.79,7.37 to 10.4,7.37,10.4,(7.37 to 10.4)
Female.Head and Neck.III.70-74.1.5.positive,rmst,27,9.15 (7.42 to 10.29),9.15,7.42 to 10.29,7.42,10.29,(7.42 to 10.29)
Male.Head and Neck.III.70-74.1.5.positive,rmst,27,8.71 (7.34 to 9.51),8.71,7.34 to 9.51,7.34,9.51,(7.34 to 9.51)
Female.Head and Neck.IV.70-74.1.5.positive,rmst,27,5.25 (4.34 to 6.33),5.25,4.34 to 6.33,4.34,6.33,(4.34 to 6.33)
Male.Head and Neck.IV.70-74.1.5.positive,rmst,27,5.28 (4.36 to 6.12),5.28,4.36 to 6.12,4.36,6.12,(4.36 to 6.12)
Female.Head and Neck.I.75-79.1.5.positive,rmst,22,11 (10.89 to 11),11,10.89 to 11,10.89,11,(10.89 to 11)
Male.Head and Neck.I.75-79.1.5.positive,rmst,22,9.59 (9.55 to 9.59),9.59,9.55 to 9.59,9.55,9.59,(9.55 to 9.59)
Female.Head and Neck.II.75-79.1.5.positive,rmst,22,8.93 (7.3 to 9.97),8.93,7.3 to 9.97,7.3,9.97,(7.3 to 9.97)
Male.Head and Neck.II.75-79.1.5.positive,rmst,22,8.71 (7.42 to 9.19),8.71,7.42 to 9.19,7.42,9.19,(7.42 to 9.19)
Female.Head and Neck.III.75-79.1.5.positive,rmst,22,7.19 (6.15 to 7.89),7.19,6.15 to 7.89,6.15,7.89,(6.15 to 7.89)
Male.Head and Neck.III.75-79.1.5.positive,rmst,22,6.64 (5.82 to 7.25),6.64,5.82 to 7.25,5.82,7.25,(5.82 to 7.25)
Female.Head and Neck.IV.75-79.1.5.positive,rmst,22,3.75 (3.28 to 4.5),3.75,3.28 to 4.5,3.28,4.5,(3.28 to 4.5)
Male.Head and Neck.IV.75-79.1.5.positive,rmst,22,3.76 (3.25 to 4.44),3.76,3.25 to 4.44,3.25,4.44,(3.25 to 4.44)
Female.Head and Neck.I.50-54.3.positive,rmst,47,15.14 (10.92 to 20.88),15.14,10.92 to 20.88,10.92,20.88,(10.92 to 20.88)
Male.Head and Neck.I.50-54.3.positive,rmst,47,14.87 (10.79 to 20.24),14.87,10.79 to 20.24,10.79,20.24,(10.79 to 20.24)
Female.Head and Neck.II.50-54.3.positive,rmst,47,24.73 (20.15 to 28.04),24.73,20.15 to 28.04,20.15,28.04,(20.15 to 28.04)
Male.Head and Neck.II.50-54.3.positive,rmst,47,23.18 (18.55 to 25.7),23.18,18.55 to 25.7,18.55,25.7,(18.55 to 25.7)
Female.Head and Neck.III.50-54.3.positive,rmst,47,13.37 (10.18 to 18.47),13.37,10.18 to 18.47,10.18,18.47,(10.18 to 18.47)
Male.Head and Neck.III.50-54.3.positive,rmst,47,13.22 (9.57 to 18.01),13.22,9.57 to 18.01,9.57,18.01,(9.57 to 18.01)
Female.Head and Neck.IV.50-54.3.positive,rmst,47,14.14 (11.31 to 17.11),14.14,11.31 to 17.11,11.31,17.11,(11.31 to 17.11)
Male.Head and Neck.IV.50-54.3.positive,rmst,47,13.7 (11.44 to 16.23),13.7,11.44 to 16.23,11.44,16.23,(11.44 to 16.23)
Female.Head and Neck.I.55-59.3.positive,rmst,42,17.64 (13.08 to 23.36),17.64,13.08 to 23.36,13.08,23.36,(13.08 to 23.36)
Male.Head and Neck.I.55-59.3.positive,rmst,42,17.31 (12.4 to 22.28),17.31,12.4 to 22.28,12.4,22.28,(12.4 to 22.28)
Female.Head and Neck.II.55-59.3.positive,rmst,42,13.04 (9.55 to 17.27),13.04,9.55 to 17.27,9.55,17.27,(9.55 to 17.27)
Male.Head and Neck.II.55-59.3.positive,rmst,42,12.85 (9.48 to 16.61),12.85,9.48 to 16.61,9.48,16.61,(9.48 to 16.61)
Female.Head and Neck.III.55-59.3.positive,rmst,42,12.6 (9.92 to 16.38),12.6,9.92 to 16.38,9.92,16.38,(9.92 to 16.38)
Male.Head and Neck.III.55-59.3.positive,rmst,42,12.15 (9.69 to 15.51),12.15,9.69 to 15.51,9.69,15.51,(9.69 to 15.51)
Female.Head and Neck.IV.55-59.3.positive,rmst,42,11.37 (9.15 to 13.77),11.37,9.15 to 13.77,9.15,13.77,(9.15 to 13.77)
Male.Head and Neck.IV.55-59.3.positive,rmst,42,10.99 (8.97 to 13.29),10.99,8.97 to 13.29,8.97,13.29,(8.97 to 13.29)
Female.Head and Neck.I.60-64.3.positive,rmst,37,17.77 (15 to 20.06),17.77,15 to 20.06,15,20.06,(15 to 20.06)
Male.Head and Neck.I.60-64.3.positive,rmst,37,17.19 (14.61 to 18.87),17.19,14.61 to 18.87,14.61,18.87,(14.61 to 18.87)
Female.Head and Neck.II.60-64.3.positive,rmst,37,13.38 (10.08 to 17.53),13.38,10.08 to 17.53,10.08,17.53,(10.08 to 17.53)
Male.Head and Neck.II.60-64.3.positive,rmst,37,13.35 (10.16 to 16.38),13.35,10.16 to 16.38,10.16,16.38,(10.16 to 16.38)
Female.Head and Neck.III.60-64.3.positive,rmst,37,11.41 (8.84 to 14.56),11.41,8.84 to 14.56,8.84,14.56,(8.84 to 14.56)
Male.Head and Neck.III.60-64.3.positive,rmst,37,11.27 (8.77 to 13.94),11.27,8.77 to 13.94,8.77,13.94,(8.77 to 13.94)
Female.Head and Neck.IV.60-64.3.positive,rmst,37,10.21 (8.63 to 11.85),10.21,8.63 to 11.85,8.63,11.85,(8.63 to 11.85)
Male.Head and Neck.IV.60-64.3.positive,rmst,37,9.84 (8.49 to 11.42),9.84,8.49 to 11.42,8.49,11.42,(8.49 to 11.42)
Female.Head and Neck.I.65-69.3.positive,rmst,32,16.81 (14.83 to 18.06),16.81,14.83 to 18.06,14.83,18.06,(14.83 to 18.06)
Male.Head and Neck.I.65-69.3.positive,rmst,32,16.42 (14.23 to 16.43),16.42,14.23 to 16.43,14.23,16.43,(14.23 to 16.43)
Female.Head and Neck.II.65-69.3.positive,rmst,32,13.4 (11.35 to 15.58),13.4,11.35 to 15.58,11.35,15.58,(11.35 to 15.58)
Male.Head and Neck.II.65-69.3.positive,rmst,32,12.81 (11.01 to 14.28),12.81,11.01 to 14.28,11.01,14.28,(11.01 to 14.28)
Female.Head and Neck.III.65-69.3.positive,rmst,32,11.53 (9.41 to 13.29),11.53,9.41 to 13.29,9.41,13.29,(9.41 to 13.29)
Male.Head and Neck.III.65-69.3.positive,rmst,32,11.08 (9.26 to 12.28),11.08,9.26 to 12.28,9.26,12.28,(9.26 to 12.28)
Female.Head and Neck.IV.65-69.3.positive,rmst,32,6.72 (5.75 to 7.83),6.72,5.75 to 7.83,5.75,7.83,(5.75 to 7.83)
Male.Head and Neck.IV.65-69.3.positive,rmst,32,6.6 (5.66 to 7.69),6.6,5.66 to 7.69,5.66,7.69,(5.66 to 7.69)
Female.Head and Neck.I.70-74.3.positive,rmst,27,14.6 (14.22 to 14.6),14.6,14.22 to 14.6,14.22,14.6,(14.22 to 14.6)
Male.Head and Neck.I.70-74.3.positive,rmst,27,12.8 (12.75 to 12.8),12.8,12.75 to 12.8,12.75,12.8,(12.75 to 12.8)
Female.Head and Neck.II.70-74.3.positive,rmst,27,8.69 (6.88 to 10.59),8.69,6.88 to 10.59,6.88,10.59,(6.88 to 10.59)
Male.Head and Neck.II.70-74.3.positive,rmst,27,8.43 (6.94 to 10.03),8.43,6.94 to 10.03,6.94,10.03,(6.94 to 10.03)
Female.Head and Neck.III.70-74.3.positive,rmst,27,8.73 (6.99 to 10.17),8.73,6.99 to 10.17,6.99,10.17,(6.99 to 10.17)
Male.Head and Neck.III.70-74.3.positive,rmst,27,8.46 (7 to 9.3),8.46,7 to 9.3,7,9.3,(7 to 9.3)
Female.Head and Neck.IV.70-74.3.positive,rmst,27,4.99 (4.17 to 6),4.99,4.17 to 6,4.17,6,(4.17 to 6)
Male.Head and Neck.IV.70-74.3.positive,rmst,27,4.98 (4.15 to 5.95),4.98,4.15 to 5.95,4.15,5.95,(4.15 to 5.95)
Female.Head and Neck.I.75-79.3.positive,rmst,22,11 (10.83 to 11),11,10.83 to 11,10.83,11,(10.83 to 11)
Male.Head and Neck.I.75-79.3.positive,rmst,22,9.59 (9.54 to 9.59),9.59,9.54 to 9.59,9.54,9.59,(9.54 to 9.59)
Female.Head and Neck.II.75-79.3.positive,rmst,22,8.37 (6.89 to 9.74),8.37,6.89 to 9.74,6.89,9.74,(6.89 to 9.74)
Male.Head and Neck.II.75-79.3.positive,rmst,22,8.4 (7.01 to 9.02),8.4,7.01 to 9.02,7.01,9.02,(7.01 to 9.02)
Female.Head and Neck.III.75-79.3.positive,rmst,22,6.81 (5.59 to 7.61),6.81,5.59 to 7.61,5.59,7.61,(5.59 to 7.61)
Male.Head and Neck.III.75-79.3.positive,rmst,22,6.31 (5.36 to 6.9),6.31,5.36 to 6.9,5.36,6.9,(5.36 to 6.9)
Female.Head and Neck.IV.75-79.3.positive,rmst,22,3.67 (3.15 to 4.35),3.67,3.15 to 4.35,3.15,4.35,(3.15 to 4.35)
Male.Head and Neck.IV.75-79.3.positive,rmst,22,3.66 (3.2 to 4.23),3.66,3.2 to 4.23,3.2,4.23,(3.2 to 4.23)
