characteristics,variable,t,median_CrI,median,CrI_temp,2.5%,97.5%,CrI
Female.Esophagus.I.75-79.1.positive,rmst,22,7.09 (5.94 to 7.81),7.09,5.94 to 7.81,5.94,7.81,(5.94 to 7.81)
Male.Esophagus.I.75-79.1.positive,rmst,22,6.69 (5.79 to 7.32),6.69,5.79 to 7.32,5.79,7.32,(5.79 to 7.32)
Female.Esophagus.II.75-79.1.positive,rmst,22,4.93 (4.13 to 5.47),4.93,4.13 to 5.47,4.13,5.47,(4.13 to 5.47)
Male.Esophagus.II.75-79.1.positive,rmst,22,4.65 (4.01 to 5.16),4.65,4.01 to 5.16,4.01,5.16,(4.01 to 5.16)
Female.Esophagus.III.75-79.1.positive,rmst,22,2.89 (2.39 to 3.27),2.89,2.39 to 3.27,2.39,3.27,(2.39 to 3.27)
Male.Esophagus.III.75-79.1.positive,rmst,22,2.79 (2.37 to 3.11),2.79,2.37 to 3.11,2.37,3.11,(2.37 to 3.11)
Female.Esophagus.IV.75-79.1.positive,rmst,22,0.78 (0.7 to 0.96),0.78,0.7 to 0.96,0.7,0.96,(0.7 to 0.96)
Male.Esophagus.IV.75-79.1.positive,rmst,22,0.78 (0.7 to 0.97),0.78,0.7 to 0.97,0.7,0.97,(0.7 to 0.97)
Female.Esophagus.I.50-54.1.5.positive,rmst,47,13.3 (7.59 to 21.47),13.3,7.59 to 21.47,7.59,21.47,(7.59 to 21.47)
Male.Esophagus.I.50-54.1.5.positive,rmst,47,13.23 (7.65 to 20.51),13.23,7.65 to 20.51,7.65,20.51,(7.65 to 20.51)
Female.Esophagus.II.50-54.1.5.positive,rmst,47,7.58 (4.48 to 13.92),7.58,4.48 to 13.92,4.48,13.92,(4.48 to 13.92)
Male.Esophagus.II.50-54.1.5.positive,rmst,47,7.38 (4.55 to 13.5),7.38,4.55 to 13.5,4.55,13.5,(4.55 to 13.5)
Female.Esophagus.III.50-54.1.5.positive,rmst,47,3.96 (2.98 to 6.01),3.96,2.98 to 6.01,2.98,6.01,(2.98 to 6.01)
Male.Esophagus.III.50-54.1.5.positive,rmst,47,3.97 (2.97 to 6.5),3.97,2.97 to 6.5,2.97,6.5,(2.97 to 6.5)
Female.Esophagus.IV.50-54.1.5.positive,rmst,47,1.21 (0.92 to 1.98),1.21,0.92 to 1.98,0.92,1.98,(0.92 to 1.98)
Male.Esophagus.IV.50-54.1.5.positive,rmst,47,1.27 (0.92 to 1.93),1.27,0.92 to 1.93,0.92,1.93,(0.92 to 1.93)
Female.Esophagus.I.55-59.1.5.positive,rmst,42,8.58 (6.41 to 13.32),8.58,6.41 to 13.32,6.41,13.32,(6.41 to 13.32)
Male.Esophagus.I.55-59.1.5.positive,rmst,42,8.5 (6.32 to 12.41),8.5,6.32 to 12.41,6.32,12.41,(6.32 to 12.41)
Female.Esophagus.II.55-59.1.5.positive,rmst,42,6.49 (4.6 to 9.85),6.49,4.6 to 9.85,4.6,9.85,(4.6 to 9.85)
Male.Esophagus.II.55-59.1.5.positive,rmst,42,6.41 (4.68 to 9.44),6.41,4.68 to 9.44,4.68,9.44,(4.68 to 9.44)
Female.Esophagus.III.55-59.1.5.positive,rmst,42,3.74 (2.88 to 5.43),3.74,2.88 to 5.43,2.88,5.43,(2.88 to 5.43)
Male.Esophagus.III.55-59.1.5.positive,rmst,42,3.72 (2.87 to 5.23),3.72,2.87 to 5.23,2.87,5.23,(2.87 to 5.23)
Female.Esophagus.IV.55-59.1.5.positive,rmst,42,1.17 (0.98 to 1.69),1.17,0.98 to 1.69,0.98,1.69,(0.98 to 1.69)
Male.Esophagus.IV.55-59.1.5.positive,rmst,42,1.15 (0.99 to 1.57),1.15,0.99 to 1.57,0.99,1.57,(0.99 to 1.57)
Female.Esophagus.I.60-64.1.5.positive,rmst,37,7.61 (5.98 to 9.94),7.61,5.98 to 9.94,5.98,9.94,(5.98 to 9.94)
Male.Esophagus.I.60-64.1.5.positive,rmst,37,7.5 (5.93 to 9.75),7.5,5.93 to 9.75,5.93,9.75,(5.93 to 9.75)
Female.Esophagus.II.60-64.1.5.positive,rmst,37,6.19 (4.43 to 8.71),6.19,4.43 to 8.71,4.43,8.71,(4.43 to 8.71)
Male.Esophagus.II.60-64.1.5.positive,rmst,37,6.15 (4.54 to 8.55),6.15,4.54 to 8.55,4.54,8.55,(4.54 to 8.55)
Female.Esophagus.III.60-64.1.5.positive,rmst,37,3.92 (3.14 to 5.47),3.92,3.14 to 5.47,3.14,5.47,(3.14 to 5.47)
Male.Esophagus.III.60-64.1.5.positive,rmst,37,3.83 (3.04 to 5.05),3.83,3.04 to 5.05,3.04,5.05,(3.04 to 5.05)
Female.Esophagus.IV.60-64.1.5.positive,rmst,37,1.27 (1.02 to 1.85),1.27,1.02 to 1.85,1.02,1.85,(1.02 to 1.85)
Male.Esophagus.IV.60-64.1.5.positive,rmst,37,1.29 (1.02 to 1.74),1.29,1.02 to 1.74,1.02,1.74,(1.02 to 1.74)
Female.Esophagus.I.65-69.1.5.positive,rmst,32,6.65 (5.41 to 8.5),6.65,5.41 to 8.5,5.41,8.5,(5.41 to 8.5)
Male.Esophagus.I.65-69.1.5.positive,rmst,32,6.61 (5.29 to 8.44),6.61,5.29 to 8.44,5.29,8.44,(5.29 to 8.44)
Female.Esophagus.II.65-69.1.5.positive,rmst,32,4.99 (4.01 to 6.3),4.99,4.01 to 6.3,4.01,6.3,(4.01 to 6.3)
Male.Esophagus.II.65-69.1.5.positive,rmst,32,4.92 (4 to 6.25),4.92,4 to 6.25,4,6.25,(4 to 6.25)
Female.Esophagus.III.65-69.1.5.positive,rmst,32,4.54 (3.46 to 5.6),4.54,3.46 to 5.6,3.46,5.6,(3.46 to 5.6)
Male.Esophagus.III.65-69.1.5.positive,rmst,32,4.56 (3.49 to 5.32),4.56,3.49 to 5.32,3.49,5.32,(3.49 to 5.32)
Female.Esophagus.IV.65-69.1.5.positive,rmst,32,1.19 (0.94 to 1.51),1.19,0.94 to 1.51,0.94,1.51,(0.94 to 1.51)
Male.Esophagus.IV.65-69.1.5.positive,rmst,32,1.18 (0.94 to 1.47),1.18,0.94 to 1.47,0.94,1.47,(0.94 to 1.47)
Female.Esophagus.I.70-74.1.5.positive,rmst,27,7.05 (5.3 to 8.17),7.05,5.3 to 8.17,5.3,8.17,(5.3 to 8.17)
Male.Esophagus.I.70-74.1.5.positive,rmst,27,6.69 (5.06 to 7.58),6.69,5.06 to 7.58,5.06,7.58,(5.06 to 7.58)
Female.Esophagus.II.70-74.1.5.positive,rmst,27,4.53 (3.56 to 5.86),4.53,3.56 to 5.86,3.56,5.86,(3.56 to 5.86)
Male.Esophagus.II.70-74.1.5.positive,rmst,27,4.5 (3.58 to 5.59),4.5,3.58 to 5.59,3.58,5.59,(3.58 to 5.59)
Female.Esophagus.III.70-74.1.5.positive,rmst,27,2.9 (2.46 to 3.61),2.9,2.46 to 3.61,2.46,3.61,(2.46 to 3.61)
Male.Esophagus.III.70-74.1.5.positive,rmst,27,2.91 (2.46 to 3.6),2.91,2.46 to 3.6,2.46,3.6,(2.46 to 3.6)
Female.Esophagus.IV.70-74.1.5.positive,rmst,27,1 (0.84 to 1.32),1,0.84 to 1.32,0.84,1.32,(0.84 to 1.32)
Male.Esophagus.IV.70-74.1.5.positive,rmst,27,1 (0.84 to 1.28),1,0.84 to 1.28,0.84,1.28,(0.84 to 1.28)
Female.Esophagus.I.75-79.1.5.positive,rmst,22,5.6 (4.53 to 6.33),5.6,4.53 to 6.33,4.53,6.33,(4.53 to 6.33)
Male.Esophagus.I.75-79.1.5.positive,rmst,22,5.34 (4.55 to 5.98),5.34,4.55 to 5.98,4.55,5.98,(4.55 to 5.98)
Female.Esophagus.II.75-79.1.5.positive,rmst,22,4.3 (3.51 to 4.83),4.3,3.51 to 4.83,3.51,4.83,(3.51 to 4.83)
Male.Esophagus.II.75-79.1.5.positive,rmst,22,4.1 (3.49 to 4.57),4.1,3.49 to 4.57,3.49,4.57,(3.49 to 4.57)
Female.Esophagus.III.75-79.1.5.positive,rmst,22,2.81 (2.33 to 3.18),2.81,2.33 to 3.18,2.33,3.18,(2.33 to 3.18)
Male.Esophagus.III.75-79.1.5.positive,rmst,22,2.73 (2.34 to 2.98),2.73,2.34 to 2.98,2.34,2.98,(2.34 to 2.98)
Female.Esophagus.IV.75-79.1.5.positive,rmst,22,0.78 (0.7 to 0.97),0.78,0.7 to 0.97,0.7,0.97,(0.7 to 0.97)
Male.Esophagus.IV.75-79.1.5.positive,rmst,22,0.79 (0.7 to 0.97),0.79,0.7 to 0.97,0.7,0.97,(0.7 to 0.97)
Female.Esophagus.I.50-54.3.positive,rmst,47,8.04 (5.15 to 13.07),8.04,5.15 to 13.07,5.15,13.07,(5.15 to 13.07)
Male.Esophagus.I.50-54.3.positive,rmst,47,7.75 (5.23 to 12.84),7.75,5.23 to 12.84,5.23,12.84,(5.23 to 12.84)
Female.Esophagus.II.50-54.3.positive,rmst,47,5.26 (3.31 to 9.97),5.26,3.31 to 9.97,3.31,9.97,(3.31 to 9.97)
Male.Esophagus.II.50-54.3.positive,rmst,47,5.46 (3.69 to 9.94),5.46,3.69 to 9.94,3.69,9.94,(3.69 to 9.94)
Female.Esophagus.III.50-54.3.positive,rmst,47,3.67 (2.84 to 5.65),3.67,2.84 to 5.65,2.84,5.65,(2.84 to 5.65)
Male.Esophagus.III.50-54.3.positive,rmst,47,3.62 (2.83 to 5.84),3.62,2.83 to 5.84,2.83,5.84,(2.83 to 5.84)
Female.Esophagus.IV.50-54.3.positive,rmst,47,1.24 (0.92 to 2.12),1.24,0.92 to 2.12,0.92,2.12,(0.92 to 2.12)
Male.Esophagus.IV.50-54.3.positive,rmst,47,1.23 (0.94 to 1.99),1.23,0.94 to 1.99,0.94,1.99,(0.94 to 1.99)
Female.Esophagus.I.55-59.3.positive,rmst,42,5.11 (4.05 to 7.36),5.11,4.05 to 7.36,4.05,7.36,(4.05 to 7.36)
Male.Esophagus.I.55-59.3.positive,rmst,42,5.05 (4.04 to 7.04),5.05,4.04 to 7.04,4.04,7.04,(4.04 to 7.04)
Female.Esophagus.II.55-59.3.positive,rmst,42,4.85 (3.69 to 6.98),4.85,3.69 to 6.98,3.69,6.98,(3.69 to 6.98)
Male.Esophagus.II.55-59.3.positive,rmst,42,4.74 (3.64 to 6.39),4.74,3.64 to 6.39,3.64,6.39,(3.64 to 6.39)
Female.Esophagus.III.55-59.3.positive,rmst,42,3.52 (2.72 to 5.15),3.52,2.72 to 5.15,2.72,5.15,(2.72 to 5.15)
Male.Esophagus.III.55-59.3.positive,rmst,42,3.47 (2.74 to 5.01),3.47,2.74 to 5.01,2.74,5.01,(2.74 to 5.01)
Female.Esophagus.IV.55-59.3.positive,rmst,42,1.17 (0.98 to 1.66),1.17,0.98 to 1.66,0.98,1.66,(0.98 to 1.66)
Male.Esophagus.IV.55-59.3.positive,rmst,42,1.18 (0.99 to 1.59),1.18,0.99 to 1.59,0.99,1.59,(0.99 to 1.59)
Female.Esophagus.I.60-64.3.positive,rmst,37,4.36 (3.74 to 5.31),4.36,3.74 to 5.31,3.74,5.31,(3.74 to 5.31)
Male.Esophagus.I.60-64.3.positive,rmst,37,4.37 (3.79 to 5.28),4.37,3.79 to 5.28,3.79,5.28,(3.79 to 5.28)
Female.Esophagus.II.60-64.3.positive,rmst,37,4.79 (3.7 to 6.69),4.79,3.7 to 6.69,3.7,6.69,(3.7 to 6.69)
Male.Esophagus.II.60-64.3.positive,rmst,37,4.73 (3.59 to 6.3),4.73,3.59 to 6.3,3.59,6.3,(3.59 to 6.3)
Female.Esophagus.III.60-64.3.positive,rmst,37,3.65 (2.91 to 4.85),3.65,2.91 to 4.85,2.91,4.85,(2.91 to 4.85)
Male.Esophagus.III.60-64.3.positive,rmst,37,3.61 (2.92 to 4.71),3.61,2.92 to 4.71,2.92,4.71,(2.92 to 4.71)
Female.Esophagus.IV.60-64.3.positive,rmst,37,1.29 (1.02 to 1.89),1.29,1.02 to 1.89,1.02,1.89,(1.02 to 1.89)
Male.Esophagus.IV.60-64.3.positive,rmst,37,1.29 (1.02 to 1.75),1.29,1.02 to 1.75,1.02,1.75,(1.02 to 1.75)
Female.Esophagus.I.65-69.3.positive,rmst,32,3.82 (3.37 to 4.54),3.82,3.37 to 4.54,3.37,4.54,(3.37 to 4.54)
Male.Esophagus.I.65-69.3.positive,rmst,32,3.81 (3.4 to 4.48),3.81,3.4 to 4.48,3.4,4.48,(3.4 to 4.48)
Female.Esophagus.II.65-69.3.positive,rmst,32,3.83 (3.22 to 4.8),3.83,3.22 to 4.8,3.22,4.8,(3.22 to 4.8)
Male.Esophagus.II.65-69.3.positive,rmst,32,3.86 (3.15 to 4.81),3.86,3.15 to 4.81,3.15,4.81,(3.15 to 4.81)
Female.Esophagus.III.65-69.3.positive,rmst,32,4.33 (3.23 to 5.31),4.33,3.23 to 5.31,3.23,5.31,(3.23 to 5.31)
Male.Esophagus.III.65-69.3.positive,rmst,32,4.28 (3.23 to 4.98),4.28,3.23 to 4.98,3.23,4.98,(3.23 to 4.98)
Female.Esophagus.IV.65-69.3.positive,rmst,32,1.19 (0.94 to 1.54),1.19,0.94 to 1.54,0.94,1.54,(0.94 to 1.54)
Male.Esophagus.IV.65-69.3.positive,rmst,32,1.19 (0.93 to 1.48),1.19,0.93 to 1.48,0.93,1.48,(0.93 to 1.48)
Female.Esophagus.I.70-74.3.positive,rmst,27,3.83 (3.04 to 4.78),3.83,3.04 to 4.78,3.04,4.78,(3.04 to 4.78)
Male.Esophagus.I.70-74.3.positive,rmst,27,3.84 (3.04 to 4.55),3.84,3.04 to 4.55,3.04,4.55,(3.04 to 4.55)
Female.Esophagus.II.70-74.3.positive,rmst,27,3.42 (2.85 to 4.43),3.42,2.85 to 4.43,2.85,4.43,(2.85 to 4.43)
Male.Esophagus.II.70-74.3.positive,rmst,27,3.39 (2.82 to 4.41),3.39,2.82 to 4.41,2.82,4.41,(2.82 to 4.41)
Female.Esophagus.III.70-74.3.positive,rmst,27,2.77 (2.38 to 3.41),2.77,2.38 to 3.41,2.38,3.41,(2.38 to 3.41)
Male.Esophagus.III.70-74.3.positive,rmst,27,2.76 (2.38 to 3.48),2.76,2.38 to 3.48,2.38,3.48,(2.38 to 3.48)
Female.Esophagus.IV.70-74.3.positive,rmst,27,0.99 (0.85 to 1.33),0.99,0.85 to 1.33,0.85,1.33,(0.85 to 1.33)
Male.Esophagus.IV.70-74.3.positive,rmst,27,1 (0.85 to 1.29),1,0.85 to 1.29,0.85,1.29,(0.85 to 1.29)
Female.Esophagus.I.75-79.3.positive,rmst,22,3.22 (2.66 to 3.73),3.22,2.66 to 3.73,2.66,3.73,(2.66 to 3.73)
Male.Esophagus.I.75-79.3.positive,rmst,22,3.12 (2.68 to 3.53),3.12,2.68 to 3.53,2.68,3.53,(2.68 to 3.53)
Female.Esophagus.II.75-79.3.positive,rmst,22,3.31 (2.67 to 3.81),3.31,2.67 to 3.81,2.67,3.81,(2.67 to 3.81)
Male.Esophagus.II.75-79.3.positive,rmst,22,3.18 (2.65 to 3.6),3.18,2.65 to 3.6,2.65,3.6,(2.65 to 3.6)
Female.Esophagus.III.75-79.3.positive,rmst,22,2.57 (2.15 to 2.93),2.57,2.15 to 2.93,2.15,2.93,(2.15 to 2.93)
Male.Esophagus.III.75-79.3.positive,rmst,22,2.52 (2.1 to 2.82),2.52,2.1 to 2.82,2.1,2.82,(2.1 to 2.82)
Female.Esophagus.IV.75-79.3.positive,rmst,22,0.78 (0.7 to 0.97),0.78,0.7 to 0.97,0.7,0.97,(0.7 to 0.97)
Male.Esophagus.IV.75-79.3.positive,rmst,22,0.78 (0.7 to 0.94),0.78,0.7 to 0.94,0.7,0.94,(0.7 to 0.94)
