characteristics,variable,t,median_CrI,median,CrI_temp,2.5%,97.5%,CrI
Male.Colon/Rectum.I.70-74.1.positive,rmst,27,12.8 (12.8 to 12.8),12.8,12.8 to 12.8,12.8,12.8,(12.8 to 12.8)
Female.Colon/Rectum.II.70-74.1.positive,rmst,27,14.08 (13.88 to 14.2),14.08,13.88 to 14.2,13.88,14.2,(13.88 to 14.2)
Male.Colon/Rectum.II.70-74.1.positive,rmst,27,12.55 (12.47 to 12.6),12.55,12.47 to 12.6,12.47,12.6,(12.47 to 12.6)
Female.Colon/Rectum.III.70-74.1.positive,rmst,27,10.73 (9.97 to 11.36),10.73,9.97 to 11.36,9.97,11.36,(9.97 to 11.36)
Male.Colon/Rectum.III.70-74.1.positive,rmst,27,10.43 (9.8 to 10.89),10.43,9.8 to 10.89,9.8,10.89,(9.8 to 10.89)
Female.Colon/Rectum.IV.70-74.1.positive,rmst,27,2.77 (2.28 to 3.12),2.77,2.28 to 3.12,2.28,3.12,(2.28 to 3.12)
Male.Colon/Rectum.IV.70-74.1.positive,rmst,27,2.72 (2.29 to 2.93),2.72,2.29 to 2.93,2.29,2.93,(2.29 to 2.93)
Female.Colon/Rectum.I.75-79.1.positive,rmst,22,10.94 (10.92 to 11),10.94,10.92 to 11,10.92,11,(10.92 to 11)
Male.Colon/Rectum.I.75-79.1.positive,rmst,22,9.59 (9.57 to 9.59),9.59,9.57 to 9.59,9.57,9.59,(9.57 to 9.59)
Female.Colon/Rectum.II.75-79.1.positive,rmst,22,10.52 (10.4 to 10.6),10.52,10.4 to 10.6,10.4,10.6,(10.4 to 10.6)
Male.Colon/Rectum.II.75-79.1.positive,rmst,22,9.28 (9.22 to 9.32),9.28,9.22 to 9.32,9.22,9.32,(9.22 to 9.32)
Female.Colon/Rectum.III.75-79.1.positive,rmst,22,8.42 (7.95 to 8.63),8.42,7.95 to 8.63,7.95,8.63,(7.95 to 8.63)
Male.Colon/Rectum.III.75-79.1.positive,rmst,22,7.77 (7.56 to 7.91),7.77,7.56 to 7.91,7.56,7.91,(7.56 to 7.91)
Female.Colon/Rectum.IV.75-79.1.positive,rmst,22,1.52 (1.41 to 1.65),1.52,1.41 to 1.65,1.41,1.65,(1.41 to 1.65)
Male.Colon/Rectum.IV.75-79.1.positive,rmst,22,1.51 (1.4 to 1.67),1.51,1.4 to 1.67,1.4,1.67,(1.4 to 1.67)
Female.Colon/Rectum.I.50-54.1.5.positive,rmst,47,30.11 (26.83 to 31.14),30.11,26.83 to 31.14,26.83,31.14,(26.83 to 31.14)
Male.Colon/Rectum.I.50-54.1.5.positive,rmst,47,28.09 (25.88 to 28.56),28.09,25.88 to 28.56,25.88,28.56,(25.88 to 28.56)
Female.Colon/Rectum.II.50-54.1.5.positive,rmst,47,21.32 (17.19 to 25.33),21.32,17.19 to 25.33,17.19,25.33,(17.19 to 25.33)
Male.Colon/Rectum.II.50-54.1.5.positive,rmst,47,20.81 (17.16 to 24.13),20.81,17.16 to 24.13,17.16,24.13,(17.16 to 24.13)
Female.Colon/Rectum.III.50-54.1.5.positive,rmst,47,16.94 (13.94 to 20.28),16.94,13.94 to 20.28,13.94,20.28,(13.94 to 20.28)
Male.Colon/Rectum.III.50-54.1.5.positive,rmst,47,16.31 (13.87 to 18.94),16.31,13.87 to 18.94,13.87,18.94,(13.87 to 18.94)
Female.Colon/Rectum.IV.50-54.1.5.positive,rmst,47,2.92 (2.51 to 3.7),2.92,2.51 to 3.7,2.51,3.7,(2.51 to 3.7)
Male.Colon/Rectum.IV.50-54.1.5.positive,rmst,47,2.88 (2.5 to 3.67),2.88,2.5 to 3.67,2.5,3.67,(2.5 to 3.67)
Female.Colon/Rectum.I.55-59.1.5.positive,rmst,42,23.45 (21.6 to 27.11),23.45,21.6 to 27.11,21.6,27.11,(21.6 to 27.11)
Male.Colon/Rectum.I.55-59.1.5.positive,rmst,42,24.46 (22.23 to 24.46),24.46,22.23 to 24.46,22.23,24.46,(22.23 to 24.46)
Female.Colon/Rectum.II.55-59.1.5.positive,rmst,42,21.34 (18.8 to 23.62),21.34,18.8 to 23.62,18.8,23.62,(18.8 to 23.62)
Male.Colon/Rectum.II.55-59.1.5.positive,rmst,42,20.36 (18.21 to 22.27),20.36,18.21 to 22.27,18.21,22.27,(18.21 to 22.27)
Female.Colon/Rectum.III.55-59.1.5.positive,rmst,42,14.22 (12.26 to 16.41),14.22,12.26 to 16.41,12.26,16.41,(12.26 to 16.41)
Male.Colon/Rectum.III.55-59.1.5.positive,rmst,42,13.88 (11.96 to 15.74),13.88,11.96 to 15.74,11.96,15.74,(11.96 to 15.74)
Female.Colon/Rectum.IV.55-59.1.5.positive,rmst,42,2.37 (2.16 to 2.65),2.37,2.16 to 2.65,2.16,2.65,(2.16 to 2.65)
Male.Colon/Rectum.IV.55-59.1.5.positive,rmst,42,2.39 (2.19 to 2.64),2.39,2.19 to 2.64,2.19,2.64,(2.19 to 2.64)
Female.Colon/Rectum.I.60-64.1.5.positive,rmst,37,22.69 (22.19 to 22.74),22.69,22.19 to 22.74,22.19,22.74,(22.19 to 22.74)
Male.Colon/Rectum.I.60-64.1.5.positive,rmst,37,20.32 (20.26 to 20.32),20.32,20.26 to 20.32,20.26,20.32,(20.26 to 20.32)
Female.Colon/Rectum.II.60-64.1.5.positive,rmst,37,20.65 (18.52 to 21.34),20.65,18.52 to 21.34,18.52,21.34,(18.52 to 21.34)
Male.Colon/Rectum.II.60-64.1.5.positive,rmst,37,19.08 (17.73 to 19.49),19.08,17.73 to 19.49,17.73,19.49,(17.73 to 19.49)
Female.Colon/Rectum.III.60-64.1.5.positive,rmst,37,13.16 (11.88 to 14.54),13.16,11.88 to 14.54,11.88,14.54,(11.88 to 14.54)
Male.Colon/Rectum.III.60-64.1.5.positive,rmst,37,12.83 (11.67 to 14.08),12.83,11.67 to 14.08,11.67,14.08,(11.67 to 14.08)
Female.Colon/Rectum.IV.60-64.1.5.positive,rmst,37,2.56 (2.28 to 3.03),2.56,2.28 to 3.03,2.28,3.03,(2.28 to 3.03)
Male.Colon/Rectum.IV.60-64.1.5.positive,rmst,37,2.56 (2.3 to 2.95),2.56,2.3 to 2.95,2.3,2.95,(2.3 to 2.95)
Female.Colon/Rectum.I.65-69.1.5.positive,rmst,32,18.44 (18.35 to 18.5),18.44,18.35 to 18.5,18.35,18.5,(18.35 to 18.5)
Male.Colon/Rectum.I.65-69.1.5.positive,rmst,32,16.43 (16.36 to 16.43),16.43,16.36 to 16.43,16.36,16.43,(16.36 to 16.43)
Female.Colon/Rectum.II.65-69.1.5.positive,rmst,32,16.09 (14.95 to 17.05),16.09,14.95 to 17.05,14.95,17.05,(14.95 to 17.05)
Male.Colon/Rectum.II.65-69.1.5.positive,rmst,32,15.35 (14.4 to 15.7),15.35,14.4 to 15.7,14.4,15.7,(14.4 to 15.7)
Female.Colon/Rectum.III.65-69.1.5.positive,rmst,32,11.35 (10.42 to 12.38),11.35,10.42 to 12.38,10.42,12.38,(10.42 to 12.38)
Male.Colon/Rectum.III.65-69.1.5.positive,rmst,32,11.01 (10.16 to 11.87),11.01,10.16 to 11.87,10.16,11.87,(10.16 to 11.87)
Female.Colon/Rectum.IV.65-69.1.5.positive,rmst,32,2.21 (2.02 to 2.47),2.21,2.02 to 2.47,2.02,2.47,(2.02 to 2.47)
Male.Colon/Rectum.IV.65-69.1.5.positive,rmst,32,2.19 (2.01 to 2.45),2.19,2.01 to 2.45,2.01,2.45,(2.01 to 2.45)
Female.Colon/Rectum.I.70-74.1.5.positive,rmst,27,14.6 (14.53 to 14.6),14.6,14.53 to 14.6,14.53,14.6,(14.53 to 14.6)
Male.Colon/Rectum.I.70-74.1.5.positive,rmst,27,12.8 (12.8 to 12.8),12.8,12.8 to 12.8,12.8,12.8,(12.8 to 12.8)
Female.Colon/Rectum.II.70-74.1.5.positive,rmst,27,13.99 (13.74 to 14.14),13.99,13.74 to 14.14,13.74,14.14,(13.74 to 14.14)
Male.Colon/Rectum.II.70-74.1.5.positive,rmst,27,12.52 (12.43 to 12.58),12.52,12.43 to 12.58,12.43,12.58,(12.43 to 12.58)
Female.Colon/Rectum.III.70-74.1.5.positive,rmst,27,10.42 (9.67 to 11.24),10.42,9.67 to 11.24,9.67,11.24,(9.67 to 11.24)
Male.Colon/Rectum.III.70-74.1.5.positive,rmst,27,10.18 (9.5 to 10.7),10.18,9.5 to 10.7,9.5,10.7,(9.5 to 10.7)
Female.Colon/Rectum.IV.70-74.1.5.positive,rmst,27,2.55 (2.16 to 2.96),2.55,2.16 to 2.96,2.16,2.96,(2.16 to 2.96)
Male.Colon/Rectum.IV.70-74.1.5.positive,rmst,27,2.62 (2.2 to 2.85),2.62,2.2 to 2.85,2.2,2.85,(2.2 to 2.85)
Female.Colon/Rectum.I.75-79.1.5.positive,rmst,22,10.86 (10.79 to 10.93),10.86,10.79 to 10.93,10.79,10.93,(10.79 to 10.93)
Male.Colon/Rectum.I.75-79.1.5.positive,rmst,22,9.53 (9.5 to 9.59),9.53,9.5 to 9.59,9.5,9.59,(9.5 to 9.59)
Female.Colon/Rectum.II.75-79.1.5.positive,rmst,22,10.44 (10.32 to 10.54),10.44,10.32 to 10.54,10.32,10.54,(10.32 to 10.54)
Male.Colon/Rectum.II.75-79.1.5.positive,rmst,22,9.26 (9.2 to 9.3),9.26,9.2 to 9.3,9.2,9.3,(9.2 to 9.3)
Female.Colon/Rectum.III.75-79.1.5.positive,rmst,22,8.24 (7.77 to 8.47),8.24,7.77 to 8.47,7.77,8.47,(7.77 to 8.47)
Male.Colon/Rectum.III.75-79.1.5.positive,rmst,22,7.64 (7.42 to 7.79),7.64,7.42 to 7.79,7.42,7.79,(7.42 to 7.79)
Female.Colon/Rectum.IV.75-79.1.5.positive,rmst,22,1.47 (1.38 to 1.62),1.47,1.38 to 1.62,1.38,1.62,(1.38 to 1.62)
Male.Colon/Rectum.IV.75-79.1.5.positive,rmst,22,1.47 (1.36 to 1.62),1.47,1.36 to 1.62,1.36,1.62,(1.36 to 1.62)
Female.Colon/Rectum.I.50-54.3.positive,rmst,47,28.67 (24.84 to 30.71),28.67,24.84 to 30.71,24.84,30.71,(24.84 to 30.71)
Male.Colon/Rectum.I.50-54.3.positive,rmst,47,27.46 (24.3 to 28.25),27.46,24.3 to 28.25,24.3,28.25,(24.3 to 28.25)
Female.Colon/Rectum.II.50-54.3.positive,rmst,47,20.72 (16.6 to 24.52),20.72,16.6 to 24.52,16.6,24.52,(16.6 to 24.52)
Male.Colon/Rectum.II.50-54.3.positive,rmst,47,19.88 (16.31 to 23.32),19.88,16.31 to 23.32,16.31,23.32,(16.31 to 23.32)
Female.Colon/Rectum.III.50-54.3.positive,rmst,47,16.31 (13.81 to 19.16),16.31,13.81 to 19.16,13.81,19.16,(13.81 to 19.16)
Male.Colon/Rectum.III.50-54.3.positive,rmst,47,15.9 (13.28 to 18.48),15.9,13.28 to 18.48,13.28,18.48,(13.28 to 18.48)
Female.Colon/Rectum.IV.50-54.3.positive,rmst,47,2.72 (2.41 to 3.35),2.72,2.41 to 3.35,2.41,3.35,(2.41 to 3.35)
Male.Colon/Rectum.IV.50-54.3.positive,rmst,47,2.7 (2.34 to 3.27),2.7,2.34 to 3.27,2.34,3.27,(2.34 to 3.27)
Female.Colon/Rectum.I.55-59.3.positive,rmst,42,21.8 (18.18 to 25.01),21.8,18.18 to 25.01,18.18,25.01,(18.18 to 25.01)
Male.Colon/Rectum.I.55-59.3.positive,rmst,42,21.15 (17.84 to 24.38),21.15,17.84 to 24.38,17.84,24.38,(17.84 to 24.38)
Female.Colon/Rectum.II.55-59.3.positive,rmst,42,20.77 (18.08 to 23.27),20.77,18.08 to 23.27,18.08,23.27,(18.08 to 23.27)
Male.Colon/Rectum.II.55-59.3.positive,rmst,42,19.78 (17.22 to 21.81),19.78,17.22 to 21.81,17.22,21.81,(17.22 to 21.81)
Female.Colon/Rectum.III.55-59.3.positive,rmst,42,14.03 (11.99 to 16.16),14.03,11.99 to 16.16,11.99,16.16,(11.99 to 16.16)
Male.Colon/Rectum.III.55-59.3.positive,rmst,42,13.6 (11.68 to 15.66),13.6,11.68 to 15.66,11.68,15.66,(11.68 to 15.66)
Female.Colon/Rectum.IV.55-59.3.positive,rmst,42,2.28 (2.1 to 2.52),2.28,2.1 to 2.52,2.1,2.52,(2.1 to 2.52)
Male.Colon/Rectum.IV.55-59.3.positive,rmst,42,2.28 (2.11 to 2.56),2.28,2.11 to 2.56,2.11,2.56,(2.11 to 2.56)
Female.Colon/Rectum.I.60-64.3.positive,rmst,37,21.71 (19.48 to 22.47),21.71,19.48 to 22.47,19.48,22.47,(19.48 to 22.47)
Male.Colon/Rectum.I.60-64.3.positive,rmst,37,20.32 (20.02 to 20.32),20.32,20.02 to 20.32,20.02,20.32,(20.02 to 20.32)
Female.Colon/Rectum.II.60-64.3.positive,rmst,37,19.79 (18.09 to 21.13),19.79,18.09 to 21.13,18.09,21.13,(18.09 to 21.13)
Male.Colon/Rectum.II.60-64.3.positive,rmst,37,18.91 (17.61 to 19.37),18.91,17.61 to 19.37,17.61,19.37,(17.61 to 19.37)
Female.Colon/Rectum.III.60-64.3.positive,rmst,37,12.79 (11.55 to 14.13),12.79,11.55 to 14.13,11.55,14.13,(11.55 to 14.13)
Male.Colon/Rectum.III.60-64.3.positive,rmst,37,12.42 (11.26 to 13.64),12.42,11.26 to 13.64,11.26,13.64,(11.26 to 13.64)
Female.Colon/Rectum.IV.60-64.3.positive,rmst,37,2.41 (2.18 to 2.77),2.41,2.18 to 2.77,2.18,2.77,(2.18 to 2.77)
Male.Colon/Rectum.IV.60-64.3.positive,rmst,37,2.4 (2.17 to 2.75),2.4,2.17 to 2.75,2.17,2.75,(2.17 to 2.75)
Female.Colon/Rectum.I.65-69.3.positive,rmst,32,18.38 (18.2 to 18.44),18.38,18.2 to 18.44,18.2,18.44,(18.2 to 18.44)
Male.Colon/Rectum.I.65-69.3.positive,rmst,32,16.31 (16.23 to 16.37),16.31,16.23 to 16.37,16.23,16.37,(16.23 to 16.37)
Female.Colon/Rectum.II.65-69.3.positive,rmst,32,15.75 (14.61 to 16.75),15.75,14.61 to 16.75,14.61,16.75,(14.61 to 16.75)
Male.Colon/Rectum.II.65-69.3.positive,rmst,32,15.11 (14.16 to 15.6),15.11,14.16 to 15.6,14.16,15.6,(14.16 to 15.6)
Female.Colon/Rectum.III.65-69.3.positive,rmst,32,10.98 (10.04 to 12.06),10.98,10.04 to 12.06,10.04,12.06,(10.04 to 12.06)
Male.Colon/Rectum.III.65-69.3.positive,rmst,32,10.6 (9.82 to 11.54),10.6,9.82 to 11.54,9.82,11.54,(9.82 to 11.54)
Female.Colon/Rectum.IV.65-69.3.positive,rmst,32,2.08 (1.92 to 2.27),2.08,1.92 to 2.27,1.92,2.27,(1.92 to 2.27)
Male.Colon/Rectum.IV.65-69.3.positive,rmst,32,2.07 (1.92 to 2.3),2.07,1.92 to 2.3,1.92,2.3,(1.92 to 2.3)
Female.Colon/Rectum.I.70-74.3.positive,rmst,27,14.5 (14.44 to 14.54),14.5,14.44 to 14.54,14.44,14.54,(14.44 to 14.54)
Male.Colon/Rectum.I.70-74.3.positive,rmst,27,12.8 (12.75 to 12.8),12.8,12.75 to 12.8,12.75,12.8,(12.75 to 12.8)
Female.Colon/Rectum.II.70-74.3.positive,rmst,27,13.86 (13.62 to 14.03),13.86,13.62 to 14.03,13.62,14.03,(13.62 to 14.03)
Male.Colon/Rectum.II.70-74.3.positive,rmst,27,12.47 (12.37 to 12.55),12.47,12.37 to 12.55,12.37,12.55,(12.37 to 12.55)
Female.Colon/Rectum.III.70-74.3.positive,rmst,27,10.14 (9.45 to 10.88),10.14,9.45 to 10.88,9.45,10.88,(9.45 to 10.88)
Male.Colon/Rectum.III.70-74.3.positive,rmst,27,9.9 (9.28 to 10.52),9.9,9.28 to 10.52,9.28,10.52,(9.28 to 10.52)
Female.Colon/Rectum.IV.70-74.3.positive,rmst,27,2.4 (2.04 to 2.78),2.4,2.04 to 2.78,2.04,2.78,(2.04 to 2.78)
Male.Colon/Rectum.IV.70-74.3.positive,rmst,27,2.45 (2.08 to 2.67),2.45,2.08 to 2.67,2.08,2.67,(2.08 to 2.67)
Female.Colon/Rectum.I.75-79.3.positive,rmst,22,10.76 (10.67 to 10.82),10.76,10.67 to 10.82,10.67,10.82,(10.67 to 10.82)
Male.Colon/Rectum.I.75-79.3.positive,rmst,22,9.45 (9.38 to 9.5),9.45,9.38 to 9.5,9.38,9.5,(9.38 to 9.5)
Female.Colon/Rectum.II.75-79.3.positive,rmst,22,10.37 (10.27 to 10.45),10.37,10.27 to 10.45,10.27,10.45,(10.27 to 10.45)
Male.Colon/Rectum.II.75-79.3.positive,rmst,22,9.23 (9.17 to 9.28),9.23,9.17 to 9.28,9.17,9.28,(9.17 to 9.28)
Female.Colon/Rectum.III.75-79.3.positive,rmst,22,8.05 (7.52 to 8.28),8.05,7.52 to 8.28,7.52,8.28,(7.52 to 8.28)
Male.Colon/Rectum.III.75-79.3.positive,rmst,22,7.49 (7.26 to 7.65),7.49,7.26 to 7.65,7.26,7.65,(7.26 to 7.65)
Female.Colon/Rectum.IV.75-79.3.positive,rmst,22,1.37 (1.28 to 1.48),1.37,1.28 to 1.48,1.28,1.48,(1.28 to 1.48)
Male.Colon/Rectum.IV.75-79.3.positive,rmst,22,1.36 (1.27 to 1.48),1.36,1.27 to 1.48,1.27,1.48,(1.27 to 1.48)
