characteristics,variable,t,median_CrI,median,CrI_temp,2.5%,97.5%,CrI
Female.Sarcoma.IV.70-74.1.positive,rmst,27,1.33 (1.04 to 1.96),1.33,1.04 to 1.96,1.04,1.96,(1.04 to 1.96)
Male.Sarcoma.IV.70-74.1.positive,rmst,27,1.32 (1.06 to 1.88),1.32,1.06 to 1.88,1.06,1.88,(1.06 to 1.88)
Female.Sarcoma.I.75-79.1.positive,rmst,22,11 (9.53 to 11),11,9.53 to 11,9.53,11,(9.53 to 11)
Male.Sarcoma.I.75-79.1.positive,rmst,22,9.59 (9.21 to 9.59),9.59,9.21 to 9.59,9.21,9.59,(9.21 to 9.59)
Female.Sarcoma.II.75-79.1.positive,rmst,22,8.03 (5.63 to 9.8),8.03,5.63 to 9.8,5.63,9.8,(5.63 to 9.8)
Male.Sarcoma.II.75-79.1.positive,rmst,22,7.89 (5.48 to 9.06),7.89,5.48 to 9.06,5.48,9.06,(5.48 to 9.06)
Female.Sarcoma.III.75-79.1.positive,rmst,22,4.49 (3.16 to 6.36),4.49,3.16 to 6.36,3.16,6.36,(3.16 to 6.36)
Male.Sarcoma.III.75-79.1.positive,rmst,22,4.53 (3.2 to 6.27),4.53,3.2 to 6.27,3.2,6.27,(3.2 to 6.27)
Female.Sarcoma.IV.75-79.1.positive,rmst,22,1.45 (1.02 to 2.62),1.45,1.02 to 2.62,1.02,2.62,(1.02 to 2.62)
Male.Sarcoma.IV.75-79.1.positive,rmst,22,1.43 (0.99 to 2.38),1.43,0.99 to 2.38,0.99,2.38,(0.99 to 2.38)
Female.Sarcoma.I.50-54.1.5.positive,rmst,47,26.24 (17.83 to 29.47),26.24,17.83 to 29.47,17.83,29.47,(17.83 to 29.47)
Male.Sarcoma.I.50-54.1.5.positive,rmst,47,24.65 (17.03 to 27.21),24.65,17.03 to 27.21,17.03,27.21,(17.03 to 27.21)
Female.Sarcoma.II.50-54.1.5.positive,rmst,47,11.53 (7 to 19.66),11.53,7 to 19.66,7,19.66,(7 to 19.66)
Male.Sarcoma.II.50-54.1.5.positive,rmst,47,11.67 (6.93 to 19.14),11.67,6.93 to 19.14,6.93,19.14,(6.93 to 19.14)
Female.Sarcoma.III.50-54.1.5.positive,rmst,47,6.52 (4.06 to 13.82),6.52,4.06 to 13.82,4.06,13.82,(4.06 to 13.82)
Male.Sarcoma.III.50-54.1.5.positive,rmst,47,6.47 (4.04 to 12.43),6.47,4.04 to 12.43,4.04,12.43,(4.04 to 12.43)
Female.Sarcoma.IV.50-54.1.5.positive,rmst,47,3.62 (1.83 to 6.9),3.62,1.83 to 6.9,1.83,6.9,(1.83 to 6.9)
Male.Sarcoma.IV.50-54.1.5.positive,rmst,47,3.49 (1.88 to 6.46),3.49,1.88 to 6.46,1.88,6.46,(1.88 to 6.46)
Female.Sarcoma.I.55-59.1.5.positive,rmst,42,21.42 (15.91 to 25.21),21.42,15.91 to 25.21,15.91,25.21,(15.91 to 25.21)
Male.Sarcoma.I.55-59.1.5.positive,rmst,42,20.4 (14.98 to 23.17),20.4,14.98 to 23.17,14.98,23.17,(14.98 to 23.17)
Female.Sarcoma.II.55-59.1.5.positive,rmst,42,12.92 (8.57 to 18.98),12.92,8.57 to 18.98,8.57,18.98,(8.57 to 18.98)
Male.Sarcoma.II.55-59.1.5.positive,rmst,42,12.39 (8.26 to 18.46),12.39,8.26 to 18.46,8.26,18.46,(8.26 to 18.46)
Female.Sarcoma.III.55-59.1.5.positive,rmst,42,9.04 (5.08 to 15.01),9.04,5.08 to 15.01,5.08,15.01,(5.08 to 15.01)
Male.Sarcoma.III.55-59.1.5.positive,rmst,42,9.3 (5.12 to 14.48),9.3,5.12 to 14.48,5.12,14.48,(5.12 to 14.48)
Female.Sarcoma.IV.55-59.1.5.positive,rmst,42,1.51 (1.21 to 2.29),1.51,1.21 to 2.29,1.21,2.29,(1.21 to 2.29)
Male.Sarcoma.IV.55-59.1.5.positive,rmst,42,1.53 (1.21 to 2.32),1.53,1.21 to 2.32,1.21,2.32,(1.21 to 2.32)
Female.Sarcoma.I.60-64.1.5.positive,rmst,37,15.55 (9.63 to 19.86),15.55,9.63 to 19.86,9.63,19.86,(9.63 to 19.86)
Male.Sarcoma.I.60-64.1.5.positive,rmst,37,15.08 (10.17 to 18.17),15.08,10.17 to 18.17,10.17,18.17,(10.17 to 18.17)
Female.Sarcoma.II.60-64.1.5.positive,rmst,37,13.08 (8.42 to 18.59),13.08,8.42 to 18.59,8.42,18.59,(8.42 to 18.59)
Male.Sarcoma.II.60-64.1.5.positive,rmst,37,13.1 (8.47 to 17.35),13.1,8.47 to 17.35,8.47,17.35,(8.47 to 17.35)
Female.Sarcoma.III.60-64.1.5.positive,rmst,37,7.72 (4.92 to 12.44),7.72,4.92 to 12.44,4.92,12.44,(4.92 to 12.44)
Male.Sarcoma.III.60-64.1.5.positive,rmst,37,7.67 (5.15 to 12.1),7.67,5.15 to 12.1,5.15,12.1,(5.15 to 12.1)
Female.Sarcoma.IV.60-64.1.5.positive,rmst,37,1.31 (1.11 to 1.63),1.31,1.11 to 1.63,1.11,1.63,(1.11 to 1.63)
Male.Sarcoma.IV.60-64.1.5.positive,rmst,37,1.35 (1.1 to 1.57),1.35,1.1 to 1.57,1.1,1.57,(1.1 to 1.57)
Female.Sarcoma.I.65-69.1.5.positive,rmst,32,14.63 (10.92 to 17.34),14.63,10.92 to 17.34,10.92,17.34,(10.92 to 17.34)
Male.Sarcoma.I.65-69.1.5.positive,rmst,32,14.44 (10.87 to 15.74),14.44,10.87 to 15.74,10.87,15.74,(10.87 to 15.74)
Female.Sarcoma.II.65-69.1.5.positive,rmst,32,8.55 (5.4 to 13.26),8.55,5.4 to 13.26,5.4,13.26,(5.4 to 13.26)
Male.Sarcoma.II.65-69.1.5.positive,rmst,32,8.56 (5.41 to 12.67),8.56,5.41 to 12.67,5.41,12.67,(5.41 to 12.67)
Female.Sarcoma.III.65-69.1.5.positive,rmst,32,6.23 (4.49 to 9.03),6.23,4.49 to 9.03,4.49,9.03,(4.49 to 9.03)
Male.Sarcoma.III.65-69.1.5.positive,rmst,32,6.13 (4.46 to 8.68),6.13,4.46 to 8.68,4.46,8.68,(4.46 to 8.68)
Female.Sarcoma.IV.65-69.1.5.positive,rmst,32,1.37 (0.98 to 2.5),1.37,0.98 to 2.5,0.98,2.5,(0.98 to 2.5)
Male.Sarcoma.IV.65-69.1.5.positive,rmst,32,1.32 (1 to 2.44),1.32,1 to 2.44,1,2.44,(1 to 2.44)
Female.Sarcoma.I.70-74.1.5.positive,rmst,27,10.02 (6.06 to 13.04),10.02,6.06 to 13.04,6.06,13.04,(6.06 to 13.04)
Male.Sarcoma.I.70-74.1.5.positive,rmst,27,10.24 (6.17 to 12.47),10.24,6.17 to 12.47,6.17,12.47,(6.17 to 12.47)
Female.Sarcoma.II.70-74.1.5.positive,rmst,27,10.07 (7.22 to 12.93),10.07,7.22 to 12.93,7.22,12.93,(7.22 to 12.93)
Male.Sarcoma.II.70-74.1.5.positive,rmst,27,10.15 (7.19 to 11.79),10.15,7.19 to 11.79,7.19,11.79,(7.19 to 11.79)
Female.Sarcoma.III.70-74.1.5.positive,rmst,27,6.57 (4.36 to 9.08),6.57,4.36 to 9.08,4.36,9.08,(4.36 to 9.08)
Male.Sarcoma.III.70-74.1.5.positive,rmst,27,6.46 (4.45 to 8.55),6.46,4.45 to 8.55,4.45,8.55,(4.45 to 8.55)
Female.Sarcoma.IV.70-74.1.5.positive,rmst,27,1.24 (1.01 to 1.85),1.24,1.01 to 1.85,1.01,1.85,(1.01 to 1.85)
Male.Sarcoma.IV.70-74.1.5.positive,rmst,27,1.25 (0.99 to 1.83),1.25,0.99 to 1.83,0.99,1.83,(0.99 to 1.83)
Female.Sarcoma.I.75-79.1.5.positive,rmst,22,10.86 (8 to 11),10.86,8 to 11,8,11,(8 to 11)
Male.Sarcoma.I.75-79.1.5.positive,rmst,22,9.59 (8.65 to 9.59),9.59,8.65 to 9.59,8.65,9.59,(8.65 to 9.59)
Female.Sarcoma.II.75-79.1.5.positive,rmst,22,6.69 (4.6 to 8.91),6.69,4.6 to 8.91,4.6,8.91,(4.6 to 8.91)
Male.Sarcoma.II.75-79.1.5.positive,rmst,22,6.8 (4.52 to 8.42),6.8,4.52 to 8.42,4.52,8.42,(4.52 to 8.42)
Female.Sarcoma.III.75-79.1.5.positive,rmst,22,4.05 (2.91 to 5.83),4.05,2.91 to 5.83,2.91,5.83,(2.91 to 5.83)
Male.Sarcoma.III.75-79.1.5.positive,rmst,22,3.97 (2.87 to 5.57),3.97,2.87 to 5.57,2.87,5.57,(2.87 to 5.57)
Female.Sarcoma.IV.75-79.1.5.positive,rmst,22,1.3 (0.96 to 2.33),1.3,0.96 to 2.33,0.96,2.33,(0.96 to 2.33)
Male.Sarcoma.IV.75-79.1.5.positive,rmst,22,1.32 (0.94 to 2.11),1.32,0.94 to 2.11,0.94,2.11,(0.94 to 2.11)
Female.Sarcoma.I.50-54.3.positive,rmst,47,22.56 (14.49 to 27.95),22.56,14.49 to 27.95,14.49,27.95,(14.49 to 27.95)
Male.Sarcoma.I.50-54.3.positive,rmst,47,21.71 (13.86 to 26.21),21.71,13.86 to 26.21,13.86,26.21,(13.86 to 26.21)
Female.Sarcoma.II.50-54.3.positive,rmst,47,9.96 (6.09 to 16.02),9.96,6.09 to 16.02,6.09,16.02,(6.09 to 16.02)
Male.Sarcoma.II.50-54.3.positive,rmst,47,9.76 (6.14 to 15.93),9.76,6.14 to 15.93,6.14,15.93,(6.14 to 15.93)
Female.Sarcoma.III.50-54.3.positive,rmst,47,5.87 (3.46 to 12.51),5.87,3.46 to 12.51,3.46,12.51,(3.46 to 12.51)
Male.Sarcoma.III.50-54.3.positive,rmst,47,5.66 (3.33 to 12.09),5.66,3.33 to 12.09,3.33,12.09,(3.33 to 12.09)
Female.Sarcoma.IV.50-54.3.positive,rmst,47,3.19 (1.63 to 6.28),3.19,1.63 to 6.28,1.63,6.28,(1.63 to 6.28)
Male.Sarcoma.IV.50-54.3.positive,rmst,47,3.1 (1.64 to 5.89),3.1,1.64 to 5.89,1.64,5.89,(1.64 to 5.89)
Female.Sarcoma.I.55-59.3.positive,rmst,42,19.96 (13.51 to 24.16),19.96,13.51 to 24.16,13.51,24.16,(13.51 to 24.16)
Male.Sarcoma.I.55-59.3.positive,rmst,42,18.87 (13.64 to 22.11),18.87,13.64 to 22.11,13.64,22.11,(13.64 to 22.11)
Female.Sarcoma.II.55-59.3.positive,rmst,42,10.69 (7.41 to 17.21),10.69,7.41 to 17.21,7.41,17.21,(7.41 to 17.21)
Male.Sarcoma.II.55-59.3.positive,rmst,42,10.53 (7.27 to 16.67),10.53,7.27 to 16.67,7.27,16.67,(7.27 to 16.67)
Female.Sarcoma.III.55-59.3.positive,rmst,42,8.03 (4.32 to 13.14),8.03,4.32 to 13.14,4.32,13.14,(4.32 to 13.14)
Male.Sarcoma.III.55-59.3.positive,rmst,42,7.76 (4.55 to 12.21),7.76,4.55 to 12.21,4.55,12.21,(4.55 to 12.21)
Female.Sarcoma.IV.55-59.3.positive,rmst,42,1.27 (1.05 to 1.58),1.27,1.05 to 1.58,1.05,1.58,(1.05 to 1.58)
Male.Sarcoma.IV.55-59.3.positive,rmst,42,1.27 (1.04 to 1.59),1.27,1.04 to 1.59,1.04,1.59,(1.04 to 1.59)
Female.Sarcoma.I.60-64.3.positive,rmst,37,12.51 (8.05 to 18.17),12.51,8.05 to 18.17,8.05,18.17,(8.05 to 18.17)
Male.Sarcoma.I.60-64.3.positive,rmst,37,12.13 (8.29 to 16.28),12.13,8.29 to 16.28,8.29,16.28,(8.29 to 16.28)
Female.Sarcoma.II.60-64.3.positive,rmst,37,11.87 (7.48 to 17.63),11.87,7.48 to 17.63,7.48,17.63,(7.48 to 17.63)
Male.Sarcoma.II.60-64.3.positive,rmst,37,11.76 (7.56 to 15.8),11.76,7.56 to 15.8,7.56,15.8,(7.56 to 15.8)
Female.Sarcoma.III.60-64.3.positive,rmst,37,6.41 (4.3 to 10.19),6.41,4.3 to 10.19,4.3,10.19,(4.3 to 10.19)
Male.Sarcoma.III.60-64.3.positive,rmst,37,6.36 (4 to 10.2),6.36,4 to 10.2,4,10.2,(4 to 10.2)
Female.Sarcoma.IV.60-64.3.positive,rmst,37,1.19 (1.01 to 1.4),1.19,1.01 to 1.4,1.01,1.4,(1.01 to 1.4)
Male.Sarcoma.IV.60-64.3.positive,rmst,37,1.18 (1 to 1.41),1.18,1 to 1.41,1,1.41,(1 to 1.41)
Female.Sarcoma.I.65-69.3.positive,rmst,32,11.53 (8.33 to 15.05),11.53,8.33 to 15.05,8.33,15.05,(8.33 to 15.05)
Male.Sarcoma.I.65-69.3.positive,rmst,32,11.39 (8.51 to 14.4),11.39,8.51 to 14.4,8.51,14.4,(8.51 to 14.4)
Female.Sarcoma.II.65-69.3.positive,rmst,32,7.06 (4.86 to 11.57),7.06,4.86 to 11.57,4.86,11.57,(4.86 to 11.57)
Male.Sarcoma.II.65-69.3.positive,rmst,32,6.9 (4.8 to 10.67),6.9,4.8 to 10.67,4.8,10.67,(4.8 to 10.67)
Female.Sarcoma.III.65-69.3.positive,rmst,32,5.27 (3.91 to 7.79),5.27,3.91 to 7.79,3.91,7.79,(3.91 to 7.79)
Male.Sarcoma.III.65-69.3.positive,rmst,32,5.24 (3.95 to 7.33),5.24,3.95 to 7.33,3.95,7.33,(3.95 to 7.33)
Female.Sarcoma.IV.65-69.3.positive,rmst,32,1.19 (0.9 to 2.06),1.19,0.9 to 2.06,0.9,2.06,(0.9 to 2.06)
Male.Sarcoma.IV.65-69.3.positive,rmst,32,1.28 (0.91 to 2.05),1.28,0.91 to 2.05,0.91,2.05,(0.91 to 2.05)
Female.Sarcoma.I.70-74.3.positive,rmst,27,6.26 (4.63 to 8.99),6.26,4.63 to 8.99,4.63,8.99,(4.63 to 8.99)
Male.Sarcoma.I.70-74.3.positive,rmst,27,6.26 (4.66 to 10.03),6.26,4.66 to 10.03,4.66,10.03,(4.66 to 10.03)
Female.Sarcoma.II.70-74.3.positive,rmst,27,9.44 (6.53 to 12.18),9.44,6.53 to 12.18,6.53,12.18,(6.53 to 12.18)
Male.Sarcoma.II.70-74.3.positive,rmst,27,9.53 (6.65 to 11.28),9.53,6.65 to 11.28,6.65,11.28,(6.65 to 11.28)
Female.Sarcoma.III.70-74.3.positive,rmst,27,5.14 (3.6 to 7.34),5.14,3.6 to 7.34,3.6,7.34,(3.6 to 7.34)
Male.Sarcoma.III.70-74.3.positive,rmst,27,5.33 (3.7 to 7.5),5.33,3.7 to 7.5,3.7,7.5,(3.7 to 7.5)
Female.Sarcoma.I.75-79.3.positive,rmst,22,7.06 (4.91 to 9.63),7.06,4.91 to 9.63,4.91,9.63,(4.91 to 9.63)
Male.Sarcoma.I.75-79.3.positive,rmst,22,8.4 (5.21 to 9.59),8.4,5.21 to 9.59,5.21,9.59,(5.21 to 9.59)
Female.Sarcoma.II.75-79.3.positive,rmst,22,6.18 (4.34 to 8.18),6.18,4.34 to 8.18,4.34,8.18,(4.34 to 8.18)
Male.Sarcoma.II.75-79.3.positive,rmst,22,6.3 (4.24 to 7.95),6.3,4.24 to 7.95,4.24,7.95,(4.24 to 7.95)
Female.Sarcoma.III.75-79.3.positive,rmst,22,3 (2.2 to 4.64),3,2.2 to 4.64,2.2,4.64,(2.2 to 4.64)
Male.Sarcoma.III.75-79.3.positive,rmst,22,3.02 (2.3 to 4.32),3.02,2.3 to 4.32,2.3,4.32,(2.3 to 4.32)
