characteristics,variable,t,median_CrI,median,CrI_temp,2.5%,97.5%,CrI
Female.Stomach.II.75-79.1.positive,rmst,22,4.53 (3.75 to 5.5),4.53,3.75 to 5.5,3.75,5.5,(3.75 to 5.5)
Male.Stomach.II.75-79.1.positive,rmst,22,4.53 (3.73 to 5.28),4.53,3.73 to 5.28,3.73,5.28,(3.73 to 5.28)
Female.Stomach.III.75-79.1.positive,rmst,22,3.52 (2.73 to 4.11),3.52,2.73 to 4.11,2.73,4.11,(2.73 to 4.11)
Male.Stomach.III.75-79.1.positive,rmst,22,3.35 (2.75 to 3.8),3.35,2.75 to 3.8,2.75,3.8,(2.75 to 3.8)
Female.Stomach.IV.75-79.1.positive,rmst,22,0.85 (0.73 to 1.03),0.85,0.73 to 1.03,0.73,1.03,(0.73 to 1.03)
Male.Stomach.IV.75-79.1.positive,rmst,22,0.85 (0.73 to 1.01),0.85,0.73 to 1.01,0.73,1.01,(0.73 to 1.01)
Female.Stomach.I.50-54.1.5.positive,rmst,47,17.09 (8.13 to 25.58),17.09,8.13 to 25.58,8.13,25.58,(8.13 to 25.58)
Male.Stomach.I.50-54.1.5.positive,rmst,47,16.44 (7.32 to 23.62),16.44,7.32 to 23.62,7.32,23.62,(7.32 to 23.62)
Female.Stomach.II.50-54.1.5.positive,rmst,47,10.94 (5.91 to 15.62),10.94,5.91 to 15.62,5.91,15.62,(5.91 to 15.62)
Male.Stomach.II.50-54.1.5.positive,rmst,47,10.98 (6.03 to 15.23),10.98,6.03 to 15.23,6.03,15.23,(6.03 to 15.23)
Female.Stomach.III.50-54.1.5.positive,rmst,47,6.14 (3.75 to 11.17),6.14,3.75 to 11.17,3.75,11.17,(3.75 to 11.17)
Male.Stomach.III.50-54.1.5.positive,rmst,47,5.91 (3.8 to 10.71),5.91,3.8 to 10.71,3.8,10.71,(3.8 to 10.71)
Female.Stomach.IV.50-54.1.5.positive,rmst,47,1.18 (0.96 to 1.85),1.18,0.96 to 1.85,0.96,1.85,(0.96 to 1.85)
Male.Stomach.IV.50-54.1.5.positive,rmst,47,1.18 (0.96 to 1.85),1.18,0.96 to 1.85,0.96,1.85,(0.96 to 1.85)
Female.Stomach.I.55-59.1.5.positive,rmst,42,9.64 (6.15 to 15.41),9.64,6.15 to 15.41,6.15,15.41,(6.15 to 15.41)
Male.Stomach.I.55-59.1.5.positive,rmst,42,9.51 (6.16 to 15.01),9.51,6.16 to 15.01,6.16,15.01,(6.16 to 15.01)
Female.Stomach.II.55-59.1.5.positive,rmst,42,7.33 (4.7 to 11.99),7.33,4.7 to 11.99,4.7,11.99,(4.7 to 11.99)
Male.Stomach.II.55-59.1.5.positive,rmst,42,7.16 (4.61 to 10.82),7.16,4.61 to 10.82,4.61,10.82,(4.61 to 10.82)
Female.Stomach.III.55-59.1.5.positive,rmst,42,5.11 (3.33 to 8.9),5.11,3.33 to 8.9,3.33,8.9,(3.33 to 8.9)
Male.Stomach.III.55-59.1.5.positive,rmst,42,5.1 (3.41 to 8.38),5.1,3.41 to 8.38,3.41,8.38,(3.41 to 8.38)
Female.Stomach.IV.55-59.1.5.positive,rmst,42,1.94 (1.19 to 3.23),1.94,1.19 to 3.23,1.19,3.23,(1.19 to 3.23)
Male.Stomach.IV.55-59.1.5.positive,rmst,42,1.83 (1.21 to 2.74),1.83,1.21 to 2.74,1.21,2.74,(1.21 to 2.74)
Female.Stomach.I.60-64.1.5.positive,rmst,37,8.16 (5.79 to 11.07),8.16,5.79 to 11.07,5.79,11.07,(5.79 to 11.07)
Male.Stomach.I.60-64.1.5.positive,rmst,37,8.11 (5.79 to 11.48),8.11,5.79 to 11.48,5.79,11.48,(5.79 to 11.48)
Female.Stomach.II.60-64.1.5.positive,rmst,37,3.75 (3.08 to 5.11),3.75,3.08 to 5.11,3.08,5.11,(3.08 to 5.11)
Male.Stomach.II.60-64.1.5.positive,rmst,37,3.81 (3.05 to 5.07),3.81,3.05 to 5.07,3.05,5.07,(3.05 to 5.07)
Female.Stomach.III.60-64.1.5.positive,rmst,37,4.16 (3.07 to 6.16),4.16,3.07 to 6.16,3.07,6.16,(3.07 to 6.16)
Male.Stomach.III.60-64.1.5.positive,rmst,37,4.12 (3.1 to 6.16),4.12,3.1 to 6.16,3.1,6.16,(3.1 to 6.16)
Female.Stomach.IV.60-64.1.5.positive,rmst,37,1.2 (0.95 to 1.96),1.2,0.95 to 1.96,0.95,1.96,(0.95 to 1.96)
Male.Stomach.IV.60-64.1.5.positive,rmst,37,1.17 (0.94 to 1.84),1.17,0.94 to 1.84,0.94,1.84,(0.94 to 1.84)
Female.Stomach.I.65-69.1.5.positive,rmst,32,11.67 (8.27 to 14.6),11.67,8.27 to 14.6,8.27,14.6,(8.27 to 14.6)
Male.Stomach.I.65-69.1.5.positive,rmst,32,11.36 (8.44 to 13.65),11.36,8.44 to 13.65,8.44,13.65,(8.44 to 13.65)
Female.Stomach.II.65-69.1.5.positive,rmst,32,7.25 (5.33 to 8.88),7.25,5.33 to 8.88,5.33,8.88,(5.33 to 8.88)
Male.Stomach.II.65-69.1.5.positive,rmst,32,6.94 (5.15 to 8.42),6.94,5.15 to 8.42,5.15,8.42,(5.15 to 8.42)
Female.Stomach.III.65-69.1.5.positive,rmst,32,4.31 (3.31 to 5.66),4.31,3.31 to 5.66,3.31,5.66,(3.31 to 5.66)
Male.Stomach.III.65-69.1.5.positive,rmst,32,4.28 (3.33 to 5.5),4.28,3.33 to 5.5,3.33,5.5,(3.33 to 5.5)
Female.Stomach.IV.65-69.1.5.positive,rmst,32,1.12 (0.93 to 1.56),1.12,0.93 to 1.56,0.93,1.56,(0.93 to 1.56)
Male.Stomach.IV.65-69.1.5.positive,rmst,32,1.12 (0.92 to 1.55),1.12,0.92 to 1.55,0.92,1.55,(0.92 to 1.55)
Female.Stomach.I.70-74.1.5.positive,rmst,27,9.62 (7.54 to 11.04),9.62,7.54 to 11.04,7.54,11.04,(7.54 to 11.04)
Male.Stomach.I.70-74.1.5.positive,rmst,27,9.14 (7.35 to 10.12),9.14,7.35 to 10.12,7.35,10.12,(7.35 to 10.12)
Female.Stomach.II.70-74.1.5.positive,rmst,27,4.2 (3.38 to 5.88),4.2,3.38 to 5.88,3.38,5.88,(3.38 to 5.88)
Male.Stomach.II.70-74.1.5.positive,rmst,27,4.18 (3.38 to 5.59),4.18,3.38 to 5.59,3.38,5.59,(3.38 to 5.59)
Female.Stomach.III.70-74.1.5.positive,rmst,27,3.28 (2.72 to 4.24),3.28,2.72 to 4.24,2.72,4.24,(2.72 to 4.24)
Male.Stomach.III.70-74.1.5.positive,rmst,27,3.26 (2.64 to 4.24),3.26,2.64 to 4.24,2.64,4.24,(2.64 to 4.24)
Female.Stomach.IV.70-74.1.5.positive,rmst,27,1.19 (0.92 to 1.44),1.19,0.92 to 1.44,0.92,1.44,(0.92 to 1.44)
Male.Stomach.IV.70-74.1.5.positive,rmst,27,1.15 (0.92 to 1.39),1.15,0.92 to 1.39,0.92,1.39,(0.92 to 1.39)
Female.Stomach.I.75-79.1.5.positive,rmst,22,7.59 (6.33 to 8.53),7.59,6.33 to 8.53,6.33,8.53,(6.33 to 8.53)
Male.Stomach.I.75-79.1.5.positive,rmst,22,7.27 (6.26 to 8.13),7.27,6.26 to 8.13,6.26,8.13,(6.26 to 8.13)
Female.Stomach.II.75-79.1.5.positive,rmst,22,3.64 (3.01 to 4.53),3.64,3.01 to 4.53,3.01,4.53,(3.01 to 4.53)
Male.Stomach.II.75-79.1.5.positive,rmst,22,3.64 (3.02 to 4.43),3.64,3.02 to 4.43,3.02,4.43,(3.02 to 4.43)
Female.Stomach.III.75-79.1.5.positive,rmst,22,3.24 (2.61 to 3.77),3.24,2.61 to 3.77,2.61,3.77,(2.61 to 3.77)
Male.Stomach.III.75-79.1.5.positive,rmst,22,3.09 (2.55 to 3.51),3.09,2.55 to 3.51,2.55,3.51,(2.55 to 3.51)
Female.Stomach.IV.75-79.1.5.positive,rmst,22,0.85 (0.72 to 1.03),0.85,0.72 to 1.03,0.72,1.03,(0.72 to 1.03)
Male.Stomach.IV.75-79.1.5.positive,rmst,22,0.84 (0.73 to 1.01),0.84,0.73 to 1.01,0.73,1.01,(0.73 to 1.01)
Female.Stomach.I.50-54.3.positive,rmst,47,9.61 (5.3 to 18.91),9.61,5.3 to 18.91,5.3,18.91,(5.3 to 18.91)
Male.Stomach.I.50-54.3.positive,rmst,47,9.59 (5.35 to 18.1),9.59,5.35 to 18.1,5.35,18.1,(5.35 to 18.1)
Female.Stomach.II.50-54.3.positive,rmst,47,7.06 (4.14 to 12.11),7.06,4.14 to 12.11,4.14,12.11,(4.14 to 12.11)
Male.Stomach.II.50-54.3.positive,rmst,47,6.92 (4.14 to 11.11),6.92,4.14 to 11.11,4.14,11.11,(4.14 to 11.11)
Female.Stomach.III.50-54.3.positive,rmst,47,4.8 (3.28 to 8.57),4.8,3.28 to 8.57,3.28,8.57,(3.28 to 8.57)
Male.Stomach.III.50-54.3.positive,rmst,47,4.65 (3.24 to 7.97),4.65,3.24 to 7.97,3.24,7.97,(3.24 to 7.97)
Female.Stomach.IV.50-54.3.positive,rmst,47,1.18 (0.96 to 1.87),1.18,0.96 to 1.87,0.96,1.87,(0.96 to 1.87)
Male.Stomach.IV.50-54.3.positive,rmst,47,1.2 (0.96 to 1.85),1.2,0.96 to 1.85,0.96,1.85,(0.96 to 1.85)
Female.Stomach.I.55-59.3.positive,rmst,42,6.39 (4.32 to 10.19),6.39,4.32 to 10.19,4.32,10.19,(4.32 to 10.19)
Male.Stomach.I.55-59.3.positive,rmst,42,6.36 (4.36 to 10.56),6.36,4.36 to 10.56,4.36,10.56,(4.36 to 10.56)
Female.Stomach.II.55-59.3.positive,rmst,42,4.78 (3.31 to 7.61),4.78,3.31 to 7.61,3.31,7.61,(3.31 to 7.61)
Male.Stomach.II.55-59.3.positive,rmst,42,4.69 (3.27 to 7.46),4.69,3.27 to 7.46,3.27,7.46,(3.27 to 7.46)
Female.Stomach.III.55-59.3.positive,rmst,42,4.69 (3.02 to 7.7),4.69,3.02 to 7.7,3.02,7.7,(3.02 to 7.7)
Male.Stomach.III.55-59.3.positive,rmst,42,4.36 (3.1 to 7.38),4.36,3.1 to 7.38,3.1,7.38,(3.1 to 7.38)
Female.Stomach.IV.55-59.3.positive,rmst,42,1.87 (1.21 to 2.89),1.87,1.21 to 2.89,1.21,2.89,(1.21 to 2.89)
Male.Stomach.IV.55-59.3.positive,rmst,42,1.87 (1.22 to 2.71),1.87,1.22 to 2.71,1.22,2.71,(1.22 to 2.71)
Female.Stomach.I.60-64.3.positive,rmst,37,4.97 (3.9 to 6.68),4.97,3.9 to 6.68,3.9,6.68,(3.9 to 6.68)
Male.Stomach.I.60-64.3.positive,rmst,37,4.91 (3.83 to 6.62),4.91,3.83 to 6.62,3.83,6.62,(3.83 to 6.62)
Female.Stomach.II.60-64.3.positive,rmst,37,2.65 (2.29 to 3.3),2.65,2.29 to 3.3,2.29,3.3,(2.29 to 3.3)
Male.Stomach.II.60-64.3.positive,rmst,37,2.69 (2.31 to 3.31),2.69,2.31 to 3.31,2.31,3.31,(2.31 to 3.31)
Female.Stomach.III.60-64.3.positive,rmst,37,3.57 (2.7 to 5.52),3.57,2.7 to 5.52,2.7,5.52,(2.7 to 5.52)
Male.Stomach.III.60-64.3.positive,rmst,37,3.49 (2.65 to 5.13),3.49,2.65 to 5.13,2.65,5.13,(2.65 to 5.13)
Female.Stomach.IV.60-64.3.positive,rmst,37,1.17 (0.95 to 1.94),1.17,0.95 to 1.94,0.95,1.94,(0.95 to 1.94)
Male.Stomach.IV.60-64.3.positive,rmst,37,1.17 (0.93 to 1.94),1.17,0.93 to 1.94,0.93,1.94,(0.93 to 1.94)
Female.Stomach.I.65-69.3.positive,rmst,32,8.17 (5.92 to 11.39),8.17,5.92 to 11.39,5.92,11.39,(5.92 to 11.39)
Male.Stomach.I.65-69.3.positive,rmst,32,8 (5.91 to 10.51),8,5.91 to 10.51,5.91,10.51,(5.91 to 10.51)
Female.Stomach.II.65-69.3.positive,rmst,32,5.15 (3.8 to 6.58),5.15,3.8 to 6.58,3.8,6.58,(3.8 to 6.58)
Male.Stomach.II.65-69.3.positive,rmst,32,5.13 (3.87 to 6.38),5.13,3.87 to 6.38,3.87,6.38,(3.87 to 6.38)
Female.Stomach.III.65-69.3.positive,rmst,32,3.52 (2.79 to 4.56),3.52,2.79 to 4.56,2.79,4.56,(2.79 to 4.56)
Male.Stomach.III.65-69.3.positive,rmst,32,3.45 (2.71 to 4.36),3.45,2.71 to 4.36,2.71,4.36,(2.71 to 4.36)
Female.Stomach.IV.65-69.3.positive,rmst,32,1.08 (0.92 to 1.56),1.08,0.92 to 1.56,0.92,1.56,(0.92 to 1.56)
Male.Stomach.IV.65-69.3.positive,rmst,32,1.14 (0.93 to 1.51),1.14,0.93 to 1.51,0.93,1.51,(0.93 to 1.51)
Female.Stomach.I.70-74.3.positive,rmst,27,6.57 (5.13 to 8.17),6.57,5.13 to 8.17,5.13,8.17,(5.13 to 8.17)
Male.Stomach.I.70-74.3.positive,rmst,27,6.52 (5.03 to 7.95),6.52,5.03 to 7.95,5.03,7.95,(5.03 to 7.95)
Female.Stomach.II.70-74.3.positive,rmst,27,2.83 (2.41 to 3.59),2.83,2.41 to 3.59,2.41,3.59,(2.41 to 3.59)
Male.Stomach.II.70-74.3.positive,rmst,27,2.84 (2.45 to 3.5),2.84,2.45 to 3.5,2.45,3.5,(2.45 to 3.5)
Female.Stomach.III.70-74.3.positive,rmst,27,2.68 (2.27 to 3.29),2.68,2.27 to 3.29,2.27,3.29,(2.27 to 3.29)
Male.Stomach.III.70-74.3.positive,rmst,27,2.68 (2.28 to 3.27),2.68,2.28 to 3.27,2.28,3.27,(2.28 to 3.27)
Female.Stomach.IV.70-74.3.positive,rmst,27,1.18 (0.91 to 1.45),1.18,0.91 to 1.45,0.91,1.45,(0.91 to 1.45)
Male.Stomach.IV.70-74.3.positive,rmst,27,1.15 (0.94 to 1.38),1.15,0.94 to 1.38,0.94,1.38,(0.94 to 1.38)
Female.Stomach.I.75-79.3.positive,rmst,22,5.62 (4.58 to 6.59),5.62,4.58 to 6.59,4.58,6.59,(4.58 to 6.59)
Male.Stomach.I.75-79.3.positive,rmst,22,5.37 (4.5 to 6.13),5.37,4.5 to 6.13,4.5,6.13,(4.5 to 6.13)
Female.Stomach.II.75-79.3.positive,rmst,22,2.36 (2.06 to 2.8),2.36,2.06 to 2.8,2.06,2.8,(2.06 to 2.8)
Male.Stomach.II.75-79.3.positive,rmst,22,2.37 (2.05 to 2.9),2.37,2.05 to 2.9,2.05,2.9,(2.05 to 2.9)
Female.Stomach.III.75-79.3.positive,rmst,22,2.55 (2.04 to 3.06),2.55,2.04 to 3.06,2.04,3.06,(2.04 to 3.06)
Male.Stomach.III.75-79.3.positive,rmst,22,2.52 (2.05 to 2.94),2.52,2.05 to 2.94,2.05,2.94,(2.05 to 2.94)
Female.Stomach.IV.75-79.3.positive,rmst,22,0.86 (0.73 to 1.04),0.86,0.73 to 1.04,0.73,1.04,(0.73 to 1.04)
Male.Stomach.IV.75-79.3.positive,rmst,22,0.85 (0.73 to 1.02),0.85,0.73 to 1.02,0.73,1.02,(0.73 to 1.02)
