characteristics,variable,t,median_CrI,median,CrI_temp,2.5%,97.5%,CrI
Male.Urothelial Tract.I.75-79.1.positive,rmst,22,9.59 (8.53 to 9.59),9.59,8.53 to 9.59,8.53,9.59,(8.53 to 9.59)
Female.Urothelial Tract.II.75-79.1.positive,rmst,22,9 (6.57 to 11),9,6.57 to 11,6.57,11,(6.57 to 11)
Male.Urothelial Tract.II.75-79.1.positive,rmst,22,9.58 (7.92 to 9.59),9.58,7.92 to 9.59,7.92,9.59,(7.92 to 9.59)
Female.Urothelial Tract.III.75-79.1.positive,rmst,22,6.71 (4.83 to 8.1),6.71,4.83 to 8.1,4.83,8.1,(4.83 to 8.1)
Male.Urothelial Tract.III.75-79.1.positive,rmst,22,6.61 (5.01 to 7.71),6.61,5.01 to 7.71,5.01,7.71,(5.01 to 7.71)
Female.Urothelial Tract.IV.75-79.1.positive,rmst,22,1.31 (1.07 to 1.9),1.31,1.07 to 1.9,1.07,1.9,(1.07 to 1.9)
Male.Urothelial Tract.IV.75-79.1.positive,rmst,22,1.32 (1.05 to 1.88),1.32,1.05 to 1.88,1.05,1.88,(1.05 to 1.88)
Female.Urothelial Tract.I.50-54.1.5.positive,rmst,47,10.13 (5.03 to 31.64),10.13,5.03 to 31.64,5.03,31.64,(5.03 to 31.64)
Male.Urothelial Tract.I.50-54.1.5.positive,rmst,47,7.38 (4.84 to 28.8),7.38,4.84 to 28.8,4.84,28.8,(4.84 to 28.8)
Female.Urothelial Tract.II.50-54.1.5.positive,rmst,47,13.39 (5.49 to 30.85),13.39,5.49 to 30.85,5.49,30.85,(5.49 to 30.85)
Male.Urothelial Tract.II.50-54.1.5.positive,rmst,47,13.45 (5.22 to 27.7),13.45,5.22 to 27.7,5.22,27.7,(5.22 to 27.7)
Female.Urothelial Tract.III.50-54.1.5.positive,rmst,47,12.84 (4.83 to 23.18),12.84,4.83 to 23.18,4.83,23.18,(4.83 to 23.18)
Male.Urothelial Tract.III.50-54.1.5.positive,rmst,47,13.06 (4.91 to 21.59),13.06,4.91 to 21.59,4.91,21.59,(4.91 to 21.59)
Female.Urothelial Tract.IV.50-54.1.5.positive,rmst,47,2.12 (1.42 to 4.46),2.12,1.42 to 4.46,1.42,4.46,(1.42 to 4.46)
Male.Urothelial Tract.IV.50-54.1.5.positive,rmst,47,2.09 (1.41 to 4.1),2.09,1.41 to 4.1,1.41,4.1,(1.41 to 4.1)
Female.Urothelial Tract.I.55-59.1.5.positive,rmst,42,18.32 (10.31 to 27.11),18.32,10.31 to 27.11,10.31,27.11,(10.31 to 27.11)
Male.Urothelial Tract.I.55-59.1.5.positive,rmst,42,19.45 (11.09 to 24.46),19.45,11.09 to 24.46,11.09,24.46,(11.09 to 24.46)
Female.Urothelial Tract.III.55-59.1.5.positive,rmst,42,12.43 (6.85 to 20.07),12.43,6.85 to 20.07,6.85,20.07,(6.85 to 20.07)
Male.Urothelial Tract.III.55-59.1.5.positive,rmst,42,12.41 (6.64 to 18.94),12.41,6.64 to 18.94,6.64,18.94,(6.64 to 18.94)
Female.Urothelial Tract.IV.55-59.1.5.positive,rmst,42,4.77 (2.34 to 9.28),4.77,2.34 to 9.28,2.34,9.28,(2.34 to 9.28)
Male.Urothelial Tract.IV.55-59.1.5.positive,rmst,42,4.75 (2.43 to 9.16),4.75,2.43 to 9.16,2.43,9.16,(2.43 to 9.16)
Female.Urothelial Tract.I.60-64.1.5.positive,rmst,37,15.67 (11.1 to 19.94),15.67,11.1 to 19.94,11.1,19.94,(11.1 to 19.94)
Male.Urothelial Tract.I.60-64.1.5.positive,rmst,37,15.26 (10.79 to 18.24),15.26,10.79 to 18.24,10.79,18.24,(10.79 to 18.24)
Female.Urothelial Tract.II.60-64.1.5.positive,rmst,37,7.18 (5 to 15.91),7.18,5 to 15.91,5,15.91,(5 to 15.91)
Male.Urothelial Tract.II.60-64.1.5.positive,rmst,37,7.36 (4.9 to 17.42),7.36,4.9 to 17.42,4.9,17.42,(4.9 to 17.42)
Female.Urothelial Tract.III.60-64.1.5.positive,rmst,37,7 (4.63 to 11.48),7,4.63 to 11.48,4.63,11.48,(4.63 to 11.48)
Male.Urothelial Tract.III.60-64.1.5.positive,rmst,37,6.95 (4.79 to 10.84),6.95,4.79 to 10.84,4.79,10.84,(4.79 to 10.84)
Female.Urothelial Tract.IV.60-64.1.5.positive,rmst,37,1.7 (1.18 to 3.51),1.7,1.18 to 3.51,1.18,3.51,(1.18 to 3.51)
Male.Urothelial Tract.IV.60-64.1.5.positive,rmst,37,1.66 (1.21 to 3.27),1.66,1.21 to 3.27,1.21,3.27,(1.21 to 3.27)
Female.Urothelial Tract.I.65-69.1.5.positive,rmst,32,12.2 (7.64 to 16.57),12.2,7.64 to 16.57,7.64,16.57,(7.64 to 16.57)
Male.Urothelial Tract.I.65-69.1.5.positive,rmst,32,12.53 (7.38 to 15.45),12.53,7.38 to 15.45,7.38,15.45,(7.38 to 15.45)
Female.Urothelial Tract.II.65-69.1.5.positive,rmst,32,7.51 (5.2 to 13.09),7.51,5.2 to 13.09,5.2,13.09,(5.2 to 13.09)
Male.Urothelial Tract.II.65-69.1.5.positive,rmst,32,7.53 (5.06 to 12.63),7.53,5.06 to 12.63,5.06,12.63,(5.06 to 12.63)
Female.Urothelial Tract.III.65-69.1.5.positive,rmst,32,4.59 (3.47 to 6.83),4.59,3.47 to 6.83,3.47,6.83,(3.47 to 6.83)
Male.Urothelial Tract.III.65-69.1.5.positive,rmst,32,4.58 (3.51 to 6.87),4.58,3.51 to 6.87,3.51,6.87,(3.51 to 6.87)
Female.Urothelial Tract.IV.65-69.1.5.positive,rmst,32,2.71 (1.82 to 4.42),2.71,1.82 to 4.42,1.82,4.42,(1.82 to 4.42)
Male.Urothelial Tract.IV.65-69.1.5.positive,rmst,32,2.63 (1.77 to 4.36),2.63,1.77 to 4.36,1.77,4.36,(1.77 to 4.36)
Female.Urothelial Tract.I.70-74.1.5.positive,rmst,27,12.41 (9.75 to 13.75),12.41,9.75 to 13.75,9.75,13.75,(9.75 to 13.75)
Male.Urothelial Tract.I.70-74.1.5.positive,rmst,27,11.56 (9.75 to 12.8),11.56,9.75 to 12.8,9.75,12.8,(9.75 to 12.8)
Female.Urothelial Tract.II.70-74.1.5.positive,rmst,27,7.44 (5.28 to 10.59),7.44,5.28 to 10.59,5.28,10.59,(5.28 to 10.59)
Male.Urothelial Tract.II.70-74.1.5.positive,rmst,27,7.64 (5.32 to 10.45),7.64,5.32 to 10.45,5.32,10.45,(5.32 to 10.45)
Female.Urothelial Tract.III.70-74.1.5.positive,rmst,27,5.51 (3.96 to 7),5.51,3.96 to 7,3.96,7,(3.96 to 7)
Male.Urothelial Tract.III.70-74.1.5.positive,rmst,27,5.36 (3.85 to 6.54),5.36,3.85 to 6.54,3.85,6.54,(3.85 to 6.54)
Female.Urothelial Tract.IV.70-74.1.5.positive,rmst,27,2.25 (1.43 to 3.31),2.25,1.43 to 3.31,1.43,3.31,(1.43 to 3.31)
Male.Urothelial Tract.IV.70-74.1.5.positive,rmst,27,2.19 (1.48 to 2.99),2.19,1.48 to 2.99,1.48,2.99,(1.48 to 2.99)
Female.Urothelial Tract.I.75-79.1.5.positive,rmst,22,8.89 (6.28 to 10.16),8.89,6.28 to 10.16,6.28,10.16,(6.28 to 10.16)
Male.Urothelial Tract.I.75-79.1.5.positive,rmst,22,8.69 (6.71 to 9.59),8.69,6.71 to 9.59,6.71,9.59,(6.71 to 9.59)
Female.Urothelial Tract.II.75-79.1.5.positive,rmst,22,6.6 (4.74 to 8.63),6.6,4.74 to 8.63,4.74,8.63,(4.74 to 8.63)
Male.Urothelial Tract.II.75-79.1.5.positive,rmst,22,6.5 (4.74 to 8.12),6.5,4.74 to 8.12,4.74,8.12,(4.74 to 8.12)
Female.Urothelial Tract.III.75-79.1.5.positive,rmst,22,5.42 (4.19 to 6.52),5.42,4.19 to 6.52,4.19,6.52,(4.19 to 6.52)
Male.Urothelial Tract.III.75-79.1.5.positive,rmst,22,5.15 (4.04 to 6.13),5.15,4.04 to 6.13,4.04,6.13,(4.04 to 6.13)
Female.Urothelial Tract.IV.75-79.1.5.positive,rmst,22,1.3 (1.06 to 1.89),1.3,1.06 to 1.89,1.06,1.89,(1.06 to 1.89)
Male.Urothelial Tract.IV.75-79.1.5.positive,rmst,22,1.33 (1.07 to 1.89),1.33,1.07 to 1.89,1.07,1.89,(1.07 to 1.89)
Female.Urothelial Tract.I.50-54.3.positive,rmst,47,5.5 (4.48 to 12.4),5.5,4.48 to 12.4,4.48,12.4,(4.48 to 12.4)
Male.Urothelial Tract.I.50-54.3.positive,rmst,47,5.5 (4.49 to 10.37),5.5,4.49 to 10.37,4.49,10.37,(4.49 to 10.37)
Female.Urothelial Tract.II.50-54.3.positive,rmst,47,9.24 (3.74 to 23.11),9.24,3.74 to 23.11,3.74,23.11,(3.74 to 23.11)
Male.Urothelial Tract.II.50-54.3.positive,rmst,47,9.68 (3.94 to 21.19),9.68,3.94 to 21.19,3.94,21.19,(3.94 to 21.19)
Female.Urothelial Tract.III.50-54.3.positive,rmst,47,3.97 (2.42 to 8.27),3.97,2.42 to 8.27,2.42,8.27,(2.42 to 8.27)
Male.Urothelial Tract.III.50-54.3.positive,rmst,47,4.06 (2.38 to 8.77),4.06,2.38 to 8.77,2.38,8.77,(2.38 to 8.77)
Female.Urothelial Tract.IV.50-54.3.positive,rmst,47,2.11 (1.44 to 4.12),2.11,1.44 to 4.12,1.44,4.12,(1.44 to 4.12)
Male.Urothelial Tract.IV.50-54.3.positive,rmst,47,2.11 (1.43 to 4.36),2.11,1.43 to 4.36,1.43,4.36,(1.43 to 4.36)
Female.Urothelial Tract.I.55-59.3.positive,rmst,42,12.11 (7 to 19.13),12.11,7 to 19.13,7,19.13,(7 to 19.13)
Male.Urothelial Tract.I.55-59.3.positive,rmst,42,11.78 (6.55 to 19.09),11.78,6.55 to 19.09,6.55,19.09,(6.55 to 19.09)
Female.Urothelial Tract.III.55-59.3.positive,rmst,42,5.84 (3.78 to 10.33),5.84,3.78 to 10.33,3.78,10.33,(3.78 to 10.33)
Male.Urothelial Tract.III.55-59.3.positive,rmst,42,5.97 (3.85 to 11.73),5.97,3.85 to 11.73,3.85,11.73,(3.85 to 11.73)
Female.Urothelial Tract.IV.55-59.3.positive,rmst,42,4.81 (2.3 to 9.46),4.81,2.3 to 9.46,2.3,9.46,(2.3 to 9.46)
Male.Urothelial Tract.IV.55-59.3.positive,rmst,42,4.75 (2.48 to 8.9),4.75,2.48 to 8.9,2.48,8.9,(2.48 to 8.9)
Female.Urothelial Tract.I.60-64.3.positive,rmst,37,9.53 (6.63 to 13.3),9.53,6.63 to 13.3,6.63,13.3,(6.63 to 13.3)
Male.Urothelial Tract.I.60-64.3.positive,rmst,37,9.27 (6.52 to 12.69),9.27,6.52 to 12.69,6.52,12.69,(6.52 to 12.69)
Female.Urothelial Tract.II.60-64.3.positive,rmst,37,4.95 (4.03 to 8.24),4.95,4.03 to 8.24,4.03,8.24,(4.03 to 8.24)
Male.Urothelial Tract.II.60-64.3.positive,rmst,37,4.88 (3.95 to 7.92),4.88,3.95 to 7.92,3.95,7.92,(3.95 to 7.92)
Female.Urothelial Tract.III.60-64.3.positive,rmst,37,3.53 (2.74 to 5.13),3.53,2.74 to 5.13,2.74,5.13,(2.74 to 5.13)
Male.Urothelial Tract.III.60-64.3.positive,rmst,37,3.56 (2.69 to 5.06),3.56,2.69 to 5.06,2.69,5.06,(2.69 to 5.06)
Female.Urothelial Tract.IV.60-64.3.positive,rmst,37,1.69 (1.22 to 3.28),1.69,1.22 to 3.28,1.22,3.28,(1.22 to 3.28)
Male.Urothelial Tract.IV.60-64.3.positive,rmst,37,1.64 (1.2 to 3.22),1.64,1.2 to 3.22,1.2,3.22,(1.2 to 3.22)
Female.Urothelial Tract.I.65-69.3.positive,rmst,32,6.52 (4.74 to 9.39),6.52,4.74 to 9.39,4.74,9.39,(4.74 to 9.39)
Male.Urothelial Tract.I.65-69.3.positive,rmst,32,6.54 (4.93 to 9.54),6.54,4.93 to 9.54,4.93,9.54,(4.93 to 9.54)
Female.Urothelial Tract.II.65-69.3.positive,rmst,32,4.5 (3.64 to 6.39),4.5,3.64 to 6.39,3.64,6.39,(3.64 to 6.39)
Male.Urothelial Tract.II.65-69.3.positive,rmst,32,4.51 (3.71 to 6.43),4.51,3.71 to 6.43,3.71,6.43,(3.71 to 6.43)
Female.Urothelial Tract.III.65-69.3.positive,rmst,32,2.26 (1.99 to 2.73),2.26,1.99 to 2.73,1.99,2.73,(1.99 to 2.73)
Male.Urothelial Tract.III.65-69.3.positive,rmst,32,2.26 (1.97 to 2.69),2.26,1.97 to 2.69,1.97,2.69,(1.97 to 2.69)
Female.Urothelial Tract.IV.65-69.3.positive,rmst,32,2.66 (1.83 to 4.3),2.66,1.83 to 4.3,1.83,4.3,(1.83 to 4.3)
Male.Urothelial Tract.IV.65-69.3.positive,rmst,32,2.64 (1.86 to 4.19),2.64,1.86 to 4.19,1.86,4.19,(1.86 to 4.19)
Female.Urothelial Tract.I.70-74.3.positive,rmst,27,8.75 (6.46 to 10.89),8.75,6.46 to 10.89,6.46,10.89,(6.46 to 10.89)
Male.Urothelial Tract.I.70-74.3.positive,rmst,27,8.6 (6.56 to 10.27),8.6,6.56 to 10.27,6.56,10.27,(6.56 to 10.27)
Female.Urothelial Tract.II.70-74.3.positive,rmst,27,4.35 (3.58 to 5.87),4.35,3.58 to 5.87,3.58,5.87,(3.58 to 5.87)
Male.Urothelial Tract.II.70-74.3.positive,rmst,27,4.37 (3.57 to 5.79),4.37,3.57 to 5.79,3.57,5.79,(3.57 to 5.79)
Female.Urothelial Tract.III.70-74.3.positive,rmst,27,2.73 (2.08 to 3.44),2.73,2.08 to 3.44,2.08,3.44,(2.08 to 3.44)
Male.Urothelial Tract.III.70-74.3.positive,rmst,27,2.65 (2.09 to 3.22),2.65,2.09 to 3.22,2.09,3.22,(2.09 to 3.22)
Female.Urothelial Tract.IV.70-74.3.positive,rmst,27,2.2 (1.51 to 3.24),2.2,1.51 to 3.24,1.51,3.24,(1.51 to 3.24)
Male.Urothelial Tract.IV.70-74.3.positive,rmst,27,2.16 (1.54 to 2.98),2.16,1.54 to 2.98,1.54,2.98,(1.54 to 2.98)
Female.Urothelial Tract.I.75-79.3.positive,rmst,22,6 (4.3 to 7.36),6,4.3 to 7.36,4.3,7.36,(4.3 to 7.36)
Male.Urothelial Tract.I.75-79.3.positive,rmst,22,5.93 (4.43 to 7.01),5.93,4.43 to 7.01,4.43,7.01,(4.43 to 7.01)
Female.Urothelial Tract.II.75-79.3.positive,rmst,22,3.79 (2.96 to 5.09),3.79,2.96 to 5.09,2.96,5.09,(2.96 to 5.09)
Male.Urothelial Tract.II.75-79.3.positive,rmst,22,3.8 (2.93 to 5.12),3.8,2.93 to 5.12,2.93,5.12,(2.93 to 5.12)
Female.Urothelial Tract.III.75-79.3.positive,rmst,22,2.77 (2.23 to 3.47),2.77,2.23 to 3.47,2.23,3.47,(2.23 to 3.47)
Male.Urothelial Tract.III.75-79.3.positive,rmst,22,2.69 (2.16 to 3.33),2.69,2.16 to 3.33,2.16,3.33,(2.16 to 3.33)
Female.Urothelial Tract.IV.75-79.3.positive,rmst,22,1.34 (1.08 to 1.97),1.34,1.08 to 1.97,1.08,1.97,(1.08 to 1.97)
Male.Urothelial Tract.IV.75-79.3.positive,rmst,22,1.32 (1.07 to 1.87),1.32,1.07 to 1.87,1.07,1.87,(1.07 to 1.87)
