characteristics,variable,t,median_CrI,median,CrI_temp,2.5%,97.5%,CrI
Male.Bladder.II.75-79.1.positive,rmst,22,5.69 (5.31 to 5.98),5.69,5.31 to 5.98,5.31,5.98,(5.31 to 5.98)
Female.Bladder.III.75-79.1.positive,rmst,22,5.3 (4.21 to 6.01),5.3,4.21 to 6.01,4.21,6.01,(4.21 to 6.01)
Male.Bladder.III.75-79.1.positive,rmst,22,4.97 (4.2 to 5.63),4.97,4.2 to 5.63,4.2,5.63,(4.2 to 5.63)
Female.Bladder.IV.75-79.1.positive,rmst,22,1.83 (1.44 to 2.18),1.83,1.44 to 2.18,1.44,2.18,(1.44 to 2.18)
Male.Bladder.IV.75-79.1.positive,rmst,22,1.79 (1.45 to 2.1),1.79,1.45 to 2.1,1.45,2.1,(1.45 to 2.1)
Female.Bladder.I.50-54.1.5.positive,rmst,47,19.9 (11.94 to 27.11),19.9,11.94 to 27.11,11.94,27.11,(11.94 to 27.11)
Male.Bladder.I.50-54.1.5.positive,rmst,47,19.34 (12.33 to 25.81),19.34,12.33 to 25.81,12.33,25.81,(12.33 to 25.81)
Female.Bladder.II.50-54.1.5.positive,rmst,47,6.82 (4.91 to 10.88),6.82,4.91 to 10.88,4.91,10.88,(4.91 to 10.88)
Male.Bladder.II.50-54.1.5.positive,rmst,47,6.78 (4.76 to 10.4),6.78,4.76 to 10.4,4.76,10.4,(4.76 to 10.4)
Female.Bladder.III.50-54.1.5.positive,rmst,47,6.16 (4.05 to 13.05),6.16,4.05 to 13.05,4.05,13.05,(4.05 to 13.05)
Male.Bladder.III.50-54.1.5.positive,rmst,47,6.22 (4.16 to 11.23),6.22,4.16 to 11.23,4.16,11.23,(4.16 to 11.23)
Female.Bladder.IV.50-54.1.5.positive,rmst,47,5.84 (3.24 to 9.45),5.84,3.24 to 9.45,3.24,9.45,(3.24 to 9.45)
Male.Bladder.IV.50-54.1.5.positive,rmst,47,5.61 (3.15 to 8.73),5.61,3.15 to 8.73,3.15,8.73,(3.15 to 8.73)
Female.Bladder.I.55-59.1.5.positive,rmst,42,18.4 (14.52 to 21.88),18.4,14.52 to 21.88,14.52,21.88,(14.52 to 21.88)
Male.Bladder.I.55-59.1.5.positive,rmst,42,17.6 (14.14 to 20.33),17.6,14.14 to 20.33,14.14,20.33,(14.14 to 20.33)
Female.Bladder.II.55-59.1.5.positive,rmst,42,8.39 (6.07 to 12.03),8.39,6.07 to 12.03,6.07,12.03,(6.07 to 12.03)
Male.Bladder.II.55-59.1.5.positive,rmst,42,8.46 (6.05 to 11.44),8.46,6.05 to 11.44,6.05,11.44,(6.05 to 11.44)
Female.Bladder.III.55-59.1.5.positive,rmst,42,11.69 (6.88 to 16.76),11.69,6.88 to 16.76,6.88,16.76,(6.88 to 16.76)
Male.Bladder.III.55-59.1.5.positive,rmst,42,11.5 (6.85 to 15.67),11.5,6.85 to 15.67,6.85,15.67,(6.85 to 15.67)
Female.Bladder.IV.55-59.1.5.positive,rmst,42,2.33 (1.7 to 4.17),2.33,1.7 to 4.17,1.7,4.17,(1.7 to 4.17)
Male.Bladder.IV.55-59.1.5.positive,rmst,42,2.35 (1.68 to 4.08),2.35,1.68 to 4.08,1.68,4.08,(1.68 to 4.08)
Female.Bladder.I.60-64.1.5.positive,rmst,37,15.48 (12.36 to 18.46),15.48,12.36 to 18.46,12.36,18.46,(12.36 to 18.46)
Male.Bladder.I.60-64.1.5.positive,rmst,37,15.04 (12.36 to 17.74),15.04,12.36 to 17.74,12.36,17.74,(12.36 to 17.74)
Female.Bladder.II.60-64.1.5.positive,rmst,37,7.72 (6.07 to 9.96),7.72,6.07 to 9.96,6.07,9.96,(6.07 to 9.96)
Male.Bladder.II.60-64.1.5.positive,rmst,37,7.54 (5.86 to 9.39),7.54,5.86 to 9.39,5.86,9.39,(5.86 to 9.39)
Female.Bladder.III.60-64.1.5.positive,rmst,37,5.97 (4.48 to 9.22),5.97,4.48 to 9.22,4.48,9.22,(4.48 to 9.22)
Male.Bladder.III.60-64.1.5.positive,rmst,37,6.04 (4.3 to 9.15),6.04,4.3 to 9.15,4.3,9.15,(4.3 to 9.15)
Female.Bladder.IV.60-64.1.5.positive,rmst,37,2.76 (1.82 to 4.5),2.76,1.82 to 4.5,1.82,4.5,(1.82 to 4.5)
Male.Bladder.IV.60-64.1.5.positive,rmst,37,2.69 (1.8 to 4.2),2.69,1.8 to 4.2,1.8,4.2,(1.8 to 4.2)
Female.Bladder.I.65-69.1.5.positive,rmst,32,15.33 (13.73 to 16.24),15.33,13.73 to 16.24,13.73,16.24,(13.73 to 16.24)
Male.Bladder.I.65-69.1.5.positive,rmst,32,14.4 (13.22 to 14.95),14.4,13.22 to 14.95,13.22,14.95,(13.22 to 14.95)
Female.Bladder.II.65-69.1.5.positive,rmst,32,7.13 (5.9 to 8.88),7.13,5.9 to 8.88,5.9,8.88,(5.9 to 8.88)
Male.Bladder.II.65-69.1.5.positive,rmst,32,7.05 (5.83 to 8.46),7.05,5.83 to 8.46,5.83,8.46,(5.83 to 8.46)
Female.Bladder.III.65-69.1.5.positive,rmst,32,8.14 (5.87 to 10.47),8.14,5.87 to 10.47,5.87,10.47,(5.87 to 10.47)
Male.Bladder.III.65-69.1.5.positive,rmst,32,7.77 (5.81 to 9.8),7.77,5.81 to 9.8,5.81,9.8,(5.81 to 9.8)
Female.Bladder.IV.65-69.1.5.positive,rmst,32,3.14 (2.28 to 4.18),3.14,2.28 to 4.18,2.28,4.18,(2.28 to 4.18)
Male.Bladder.IV.65-69.1.5.positive,rmst,32,3.11 (2.3 to 3.99),3.11,2.3 to 3.99,2.3,3.99,(2.3 to 3.99)
Female.Bladder.I.70-74.1.5.positive,rmst,27,11.62 (10.55 to 12.54),11.62,10.55 to 12.54,10.55,12.54,(10.55 to 12.54)
Male.Bladder.I.70-74.1.5.positive,rmst,27,11.18 (10.27 to 11.71),11.18,10.27 to 11.71,10.27,11.71,(10.27 to 11.71)
Female.Bladder.II.70-74.1.5.positive,rmst,27,6.08 (5.21 to 7.01),6.08,5.21 to 7.01,5.21,7.01,(5.21 to 7.01)
Male.Bladder.II.70-74.1.5.positive,rmst,27,5.97 (5.23 to 6.83),5.97,5.23 to 6.83,5.23,6.83,(5.23 to 6.83)
Female.Bladder.III.70-74.1.5.positive,rmst,27,7.06 (5.65 to 8.08),7.06,5.65 to 8.08,5.65,8.08,(5.65 to 8.08)
Male.Bladder.III.70-74.1.5.positive,rmst,27,6.57 (5.45 to 7.34),6.57,5.45 to 7.34,5.45,7.34,(5.45 to 7.34)
Female.Bladder.IV.70-74.1.5.positive,rmst,27,2.06 (1.67 to 2.71),2.06,1.67 to 2.71,1.67,2.71,(1.67 to 2.71)
Male.Bladder.IV.70-74.1.5.positive,rmst,27,2.07 (1.7 to 2.64),2.07,1.7 to 2.64,1.7,2.64,(1.7 to 2.64)
Female.Bladder.I.75-79.1.5.positive,rmst,22,9.84 (9 to 10.23),9.84,9 to 10.23,9,10.23,(9 to 10.23)
Male.Bladder.I.75-79.1.5.positive,rmst,22,9.25 (8.91 to 9.41),9.25,8.91 to 9.41,8.91,9.41,(8.91 to 9.41)
Female.Bladder.II.75-79.1.5.positive,rmst,22,4.71 (4.3 to 5.03),4.71,4.3 to 5.03,4.3,5.03,(4.3 to 5.03)
Male.Bladder.II.75-79.1.5.positive,rmst,22,4.41 (4.1 to 4.65),4.41,4.1 to 4.65,4.1,4.65,(4.1 to 4.65)
Female.Bladder.III.75-79.1.5.positive,rmst,22,4.85 (3.86 to 5.55),4.85,3.86 to 5.55,3.86,5.55,(3.86 to 5.55)
Male.Bladder.III.75-79.1.5.positive,rmst,22,4.6 (3.83 to 5.22),4.6,3.83 to 5.22,3.83,5.22,(3.83 to 5.22)
Female.Bladder.IV.75-79.1.5.positive,rmst,22,1.83 (1.44 to 2.18),1.83,1.44 to 2.18,1.44,2.18,(1.44 to 2.18)
Male.Bladder.IV.75-79.1.5.positive,rmst,22,1.79 (1.47 to 2.07),1.79,1.47 to 2.07,1.47,2.07,(1.47 to 2.07)
Female.Bladder.I.50-54.3.positive,rmst,47,15.14 (9.6 to 22.9),15.14,9.6 to 22.9,9.6,22.9,(9.6 to 22.9)
Male.Bladder.I.50-54.3.positive,rmst,47,14.81 (9.63 to 22.53),14.81,9.63 to 22.53,9.63,22.53,(9.63 to 22.53)
Female.Bladder.II.50-54.3.positive,rmst,47,3.77 (2.98 to 5.49),3.77,2.98 to 5.49,2.98,5.49,(2.98 to 5.49)
Male.Bladder.II.50-54.3.positive,rmst,47,3.81 (3 to 5.8),3.81,3 to 5.8,3,5.8,(3 to 5.8)
Female.Bladder.III.50-54.3.positive,rmst,47,5.21 (3.45 to 10.62),5.21,3.45 to 10.62,3.45,10.62,(3.45 to 10.62)
Male.Bladder.III.50-54.3.positive,rmst,47,5.27 (3.5 to 10.41),5.27,3.5 to 10.41,3.5,10.41,(3.5 to 10.41)
Female.Bladder.IV.50-54.3.positive,rmst,47,5.85 (3.15 to 9.44),5.85,3.15 to 9.44,3.15,9.44,(3.15 to 9.44)
Male.Bladder.IV.50-54.3.positive,rmst,47,5.72 (3.28 to 9.32),5.72,3.28 to 9.32,3.28,9.32,(3.28 to 9.32)
Female.Bladder.I.55-59.3.positive,rmst,42,14.41 (11.3 to 17.16),14.41,11.3 to 17.16,11.3,17.16,(11.3 to 17.16)
Male.Bladder.I.55-59.3.positive,rmst,42,13.87 (11.17 to 16.3),13.87,11.17 to 16.3,11.17,16.3,(11.17 to 16.3)
Female.Bladder.II.55-59.3.positive,rmst,42,4.49 (3.52 to 5.97),4.49,3.52 to 5.97,3.52,5.97,(3.52 to 5.97)
Male.Bladder.II.55-59.3.positive,rmst,42,4.51 (3.54 to 6.15),4.51,3.54 to 6.15,3.54,6.15,(3.54 to 6.15)
Female.Bladder.III.55-59.3.positive,rmst,42,11.03 (6.26 to 16.13),11.03,6.26 to 16.13,6.26,16.13,(6.26 to 16.13)
Male.Bladder.III.55-59.3.positive,rmst,42,10.54 (6.35 to 14.92),10.54,6.35 to 14.92,6.35,14.92,(6.35 to 14.92)
Female.Bladder.IV.55-59.3.positive,rmst,42,2.36 (1.72 to 4.41),2.36,1.72 to 4.41,1.72,4.41,(1.72 to 4.41)
Male.Bladder.IV.55-59.3.positive,rmst,42,2.37 (1.68 to 4.15),2.37,1.68 to 4.15,1.68,4.15,(1.68 to 4.15)
Female.Bladder.I.60-64.3.positive,rmst,37,11.91 (9.56 to 14.71),11.91,9.56 to 14.71,9.56,14.71,(9.56 to 14.71)
Male.Bladder.I.60-64.3.positive,rmst,37,11.68 (9.49 to 14.21),11.68,9.49 to 14.21,9.49,14.21,(9.49 to 14.21)
Female.Bladder.II.60-64.3.positive,rmst,37,3.83 (3.23 to 4.72),3.83,3.23 to 4.72,3.23,4.72,(3.23 to 4.72)
Male.Bladder.II.60-64.3.positive,rmst,37,3.82 (3.22 to 4.75),3.82,3.22 to 4.75,3.22,4.75,(3.22 to 4.75)
Female.Bladder.III.60-64.3.positive,rmst,37,5.23 (3.71 to 7.93),5.23,3.71 to 7.93,3.71,7.93,(3.71 to 7.93)
Male.Bladder.III.60-64.3.positive,rmst,37,5.18 (3.76 to 7.71),5.18,3.76 to 7.71,3.76,7.71,(3.76 to 7.71)
Female.Bladder.IV.60-64.3.positive,rmst,37,2.68 (1.83 to 4.29),2.68,1.83 to 4.29,1.83,4.29,(1.83 to 4.29)
Male.Bladder.IV.60-64.3.positive,rmst,37,2.79 (1.88 to 4.31),2.79,1.88 to 4.31,1.88,4.31,(1.88 to 4.31)
Female.Bladder.I.65-69.3.positive,rmst,32,12.59 (11.02 to 13.99),12.59,11.02 to 13.99,11.02,13.99,(11.02 to 13.99)
Male.Bladder.I.65-69.3.positive,rmst,32,12.04 (10.69 to 13.14),12.04,10.69 to 13.14,10.69,13.14,(10.69 to 13.14)
Female.Bladder.II.65-69.3.positive,rmst,32,3.76 (3.18 to 4.48),3.76,3.18 to 4.48,3.18,4.48,(3.18 to 4.48)
Male.Bladder.II.65-69.3.positive,rmst,32,3.72 (3.12 to 4.49),3.72,3.12 to 4.49,3.12,4.49,(3.12 to 4.49)
Female.Bladder.III.65-69.3.positive,rmst,32,7.71 (5.23 to 9.8),7.71,5.23 to 9.8,5.23,9.8,(5.23 to 9.8)
Male.Bladder.III.65-69.3.positive,rmst,32,7.34 (5.27 to 8.95),7.34,5.27 to 8.95,5.27,8.95,(5.27 to 8.95)
Female.Bladder.IV.65-69.3.positive,rmst,32,3.19 (2.3 to 4.23),3.19,2.3 to 4.23,2.3,4.23,(2.3 to 4.23)
Male.Bladder.IV.65-69.3.positive,rmst,32,3.18 (2.3 to 3.98),3.18,2.3 to 3.98,2.3,3.98,(2.3 to 3.98)
Female.Bladder.I.70-74.3.positive,rmst,27,8.91 (8.04 to 9.86),8.91,8.04 to 9.86,8.04,9.86,(8.04 to 9.86)
Male.Bladder.I.70-74.3.positive,rmst,27,8.76 (7.9 to 9.61),8.76,7.9 to 9.61,7.9,9.61,(7.9 to 9.61)
Female.Bladder.II.70-74.3.positive,rmst,27,3.13 (2.81 to 3.54),3.13,2.81 to 3.54,2.81,3.54,(2.81 to 3.54)
Male.Bladder.II.70-74.3.positive,rmst,27,3.11 (2.79 to 3.51),3.11,2.79 to 3.51,2.79,3.51,(2.79 to 3.51)
Female.Bladder.III.70-74.3.positive,rmst,27,6.24 (4.76 to 7.28),6.24,4.76 to 7.28,4.76,7.28,(4.76 to 7.28)
Male.Bladder.III.70-74.3.positive,rmst,27,5.93 (4.82 to 6.71),5.93,4.82 to 6.71,4.82,6.71,(4.82 to 6.71)
Female.Bladder.IV.70-74.3.positive,rmst,27,2.06 (1.63 to 2.7),2.06,1.63 to 2.7,1.63,2.7,(1.63 to 2.7)
Male.Bladder.IV.70-74.3.positive,rmst,27,2.05 (1.68 to 2.67),2.05,1.68 to 2.67,1.68,2.67,(1.68 to 2.67)
Female.Bladder.I.75-79.3.positive,rmst,22,7.18 (6.66 to 7.78),7.18,6.66 to 7.78,6.66,7.78,(6.66 to 7.78)
Male.Bladder.I.75-79.3.positive,rmst,22,7.16 (6.65 to 7.84),7.16,6.65 to 7.84,6.65,7.84,(6.65 to 7.84)
Female.Bladder.II.75-79.3.positive,rmst,22,2.31 (2.07 to 2.56),2.31,2.07 to 2.56,2.07,2.56,(2.07 to 2.56)
Male.Bladder.II.75-79.3.positive,rmst,22,2.3 (2.1 to 2.5),2.3,2.1 to 2.5,2.1,2.5,(2.1 to 2.5)
Female.Bladder.III.75-79.3.positive,rmst,22,4.24 (3.46 to 4.87),4.24,3.46 to 4.87,3.46,4.87,(3.46 to 4.87)
Male.Bladder.III.75-79.3.positive,rmst,22,4.01 (3.3 to 4.58),4.01,3.3 to 4.58,3.3,4.58,(3.3 to 4.58)
Female.Bladder.IV.75-79.3.positive,rmst,22,1.82 (1.45 to 2.17),1.82,1.45 to 2.17,1.45,2.17,(1.45 to 2.17)
Male.Bladder.IV.75-79.3.positive,rmst,22,1.79 (1.47 to 2.13),1.79,1.47 to 2.13,1.47,2.13,(1.47 to 2.13)
