characteristics,variable,t,median_CrI,median,CrI_temp,2.5%,97.5%,CrI
Male.Gallbladder.II.75-79.1.positive,rmst,22,5.09 (3.8 to 6.23),5.09,3.8 to 6.23,3.8,6.23,(3.8 to 6.23)
Female.Gallbladder.III.75-79.1.positive,rmst,22,2.23 (1.76 to 3.08),2.23,1.76 to 3.08,1.76,3.08,(1.76 to 3.08)
Male.Gallbladder.III.75-79.1.positive,rmst,22,2.2 (1.75 to 3.08),2.2,1.75 to 3.08,1.75,3.08,(1.75 to 3.08)
Female.Gallbladder.I.50-54.1.5.positive,rmst,47,10.36 (4.67 to 23.21),10.36,4.67 to 23.21,4.67,23.21,(4.67 to 23.21)
Male.Gallbladder.I.50-54.1.5.positive,rmst,47,10.32 (4.34 to 21.93),10.32,4.34 to 21.93,4.34,21.93,(4.34 to 21.93)
Female.Gallbladder.II.50-54.1.5.positive,rmst,47,5.2 (3.1 to 14.51),5.2,3.1 to 14.51,3.1,14.51,(3.1 to 14.51)
Male.Gallbladder.II.50-54.1.5.positive,rmst,47,5.18 (3.11 to 13.1),5.18,3.11 to 13.1,3.11,13.1,(3.11 to 13.1)
Female.Gallbladder.III.50-54.1.5.positive,rmst,47,2.91 (2.06 to 5.32),2.91,2.06 to 5.32,2.06,5.32,(2.06 to 5.32)
Male.Gallbladder.III.50-54.1.5.positive,rmst,47,2.66 (2.11 to 4.8),2.66,2.11 to 4.8,2.11,4.8,(2.11 to 4.8)
Female.Gallbladder.IV.50-54.1.5.positive,rmst,47,1 (0.77 to 1.69),1,0.77 to 1.69,0.77,1.69,(0.77 to 1.69)
Male.Gallbladder.IV.50-54.1.5.positive,rmst,47,1.01 (0.78 to 1.74),1.01,0.78 to 1.74,0.78,1.74,(0.78 to 1.74)
Female.Gallbladder.I.55-59.1.5.positive,rmst,42,7.78 (3.79 to 16.5),7.78,3.79 to 16.5,3.79,16.5,(3.79 to 16.5)
Male.Gallbladder.I.55-59.1.5.positive,rmst,42,7.27 (3.81 to 16.17),7.27,3.81 to 16.17,3.81,16.17,(3.81 to 16.17)
Female.Gallbladder.II.55-59.1.5.positive,rmst,42,4.28 (3.1 to 7),4.28,3.1 to 7,3.1,7,(3.1 to 7)
Male.Gallbladder.II.55-59.1.5.positive,rmst,42,4.23 (3.15 to 6.42),4.23,3.15 to 6.42,3.15,6.42,(3.15 to 6.42)
Female.Gallbladder.III.55-59.1.5.positive,rmst,42,2.84 (1.93 to 5.5),2.84,1.93 to 5.5,1.93,5.5,(1.93 to 5.5)
Male.Gallbladder.III.55-59.1.5.positive,rmst,42,2.77 (1.93 to 5.22),2.77,1.93 to 5.22,1.93,5.22,(1.93 to 5.22)
Female.Gallbladder.IV.55-59.1.5.positive,rmst,42,1.21 (0.86 to 2.32),1.21,0.86 to 2.32,0.86,2.32,(0.86 to 2.32)
Male.Gallbladder.IV.55-59.1.5.positive,rmst,42,1.21 (0.83 to 2.2),1.21,0.83 to 2.2,0.83,2.2,(0.83 to 2.2)
Female.Gallbladder.I.60-64.1.5.positive,rmst,37,12.41 (6.56 to 17.98),12.41,6.56 to 17.98,6.56,17.98,(6.56 to 17.98)
Male.Gallbladder.I.60-64.1.5.positive,rmst,37,12.07 (6.53 to 16.22),12.07,6.53 to 16.22,6.53,16.22,(6.53 to 16.22)
Female.Gallbladder.II.60-64.1.5.positive,rmst,37,4.47 (3.37 to 8.16),4.47,3.37 to 8.16,3.37,8.16,(3.37 to 8.16)
Male.Gallbladder.II.60-64.1.5.positive,rmst,37,4.67 (3.4 to 8.1),4.67,3.4 to 8.1,3.4,8.1,(3.4 to 8.1)
Female.Gallbladder.III.60-64.1.5.positive,rmst,37,4.26 (2.94 to 7.98),4.26,2.94 to 7.98,2.94,7.98,(2.94 to 7.98)
Male.Gallbladder.III.60-64.1.5.positive,rmst,37,4.15 (2.92 to 7.57),4.15,2.92 to 7.57,2.92,7.57,(2.92 to 7.57)
Female.Gallbladder.IV.60-64.1.5.positive,rmst,37,0.97 (0.83 to 1.22),0.97,0.83 to 1.22,0.83,1.22,(0.83 to 1.22)
Male.Gallbladder.IV.60-64.1.5.positive,rmst,37,0.97 (0.83 to 1.22),0.97,0.83 to 1.22,0.83,1.22,(0.83 to 1.22)
Female.Gallbladder.I.65-69.1.5.positive,rmst,32,5.15 (3.77 to 8.49),5.15,3.77 to 8.49,3.77,8.49,(3.77 to 8.49)
Male.Gallbladder.I.65-69.1.5.positive,rmst,32,5.32 (3.91 to 8.6),5.32,3.91 to 8.6,3.91,8.6,(3.91 to 8.6)
Female.Gallbladder.II.65-69.1.5.positive,rmst,32,4.54 (3.39 to 6.49),4.54,3.39 to 6.49,3.39,6.49,(3.39 to 6.49)
Male.Gallbladder.II.65-69.1.5.positive,rmst,32,4.52 (3.41 to 6.4),4.52,3.41 to 6.4,3.41,6.4,(3.41 to 6.4)
Female.Gallbladder.III.65-69.1.5.positive,rmst,32,2.86 (2.13 to 4.62),2.86,2.13 to 4.62,2.13,4.62,(2.13 to 4.62)
Male.Gallbladder.III.65-69.1.5.positive,rmst,32,2.83 (2.17 to 4.59),2.83,2.17 to 4.59,2.17,4.59,(2.17 to 4.59)
Female.Gallbladder.IV.65-69.1.5.positive,rmst,32,0.84 (0.7 to 1.26),0.84,0.7 to 1.26,0.7,1.26,(0.7 to 1.26)
Male.Gallbladder.IV.65-69.1.5.positive,rmst,32,0.84 (0.69 to 1.19),0.84,0.69 to 1.19,0.69,1.19,(0.69 to 1.19)
Female.Gallbladder.I.70-74.1.5.positive,rmst,27,4.94 (3.41 to 7.91),4.94,3.41 to 7.91,3.41,7.91,(3.41 to 7.91)
Male.Gallbladder.I.70-74.1.5.positive,rmst,27,4.94 (3.25 to 7.72),4.94,3.25 to 7.72,3.25,7.72,(3.25 to 7.72)
Female.Gallbladder.II.70-74.1.5.positive,rmst,27,4.63 (3.58 to 6.38),4.63,3.58 to 6.38,3.58,6.38,(3.58 to 6.38)
Male.Gallbladder.II.70-74.1.5.positive,rmst,27,4.58 (3.52 to 6.21),4.58,3.52 to 6.21,3.52,6.21,(3.52 to 6.21)
Female.Gallbladder.III.70-74.1.5.positive,rmst,27,2.06 (1.6 to 3.08),2.06,1.6 to 3.08,1.6,3.08,(1.6 to 3.08)
Male.Gallbladder.III.70-74.1.5.positive,rmst,27,2.02 (1.59 to 3),2.02,1.59 to 3,1.59,3,(1.59 to 3)
Female.Gallbladder.IV.70-74.1.5.positive,rmst,27,0.92 (0.69 to 1.31),0.92,0.69 to 1.31,0.69,1.31,(0.69 to 1.31)
Male.Gallbladder.IV.70-74.1.5.positive,rmst,27,0.88 (0.67 to 1.17),0.88,0.67 to 1.17,0.67,1.17,(0.67 to 1.17)
Female.Gallbladder.I.75-79.1.5.positive,rmst,22,2.38 (1.86 to 3.19),2.38,1.86 to 3.19,1.86,3.19,(1.86 to 3.19)
Male.Gallbladder.I.75-79.1.5.positive,rmst,22,2.36 (1.82 to 3.29),2.36,1.82 to 3.29,1.82,3.29,(1.82 to 3.29)
Female.Gallbladder.II.75-79.1.5.positive,rmst,22,4.19 (3.01 to 5.51),4.19,3.01 to 5.51,3.01,5.51,(3.01 to 5.51)
Male.Gallbladder.II.75-79.1.5.positive,rmst,22,4 (2.94 to 5.15),4,2.94 to 5.15,2.94,5.15,(2.94 to 5.15)
Female.Gallbladder.III.75-79.1.5.positive,rmst,22,1.97 (1.58 to 2.68),1.97,1.58 to 2.68,1.58,2.68,(1.58 to 2.68)
Male.Gallbladder.III.75-79.1.5.positive,rmst,22,2 (1.59 to 2.71),2,1.59 to 2.71,1.59,2.71,(1.59 to 2.71)
Female.Gallbladder.I.50-54.3.positive,rmst,47,4.89 (2.68 to 11.18),4.89,2.68 to 11.18,2.68,11.18,(2.68 to 11.18)
Male.Gallbladder.I.50-54.3.positive,rmst,47,4.79 (2.65 to 11.33),4.79,2.65 to 11.33,2.65,11.33,(2.65 to 11.33)
Female.Gallbladder.II.50-54.3.positive,rmst,47,2.72 (2.17 to 5.9),2.72,2.17 to 5.9,2.17,5.9,(2.17 to 5.9)
Male.Gallbladder.II.50-54.3.positive,rmst,47,2.71 (2.18 to 7.08),2.71,2.18 to 7.08,2.18,7.08,(2.18 to 7.08)
Female.Gallbladder.III.50-54.3.positive,rmst,47,2.72 (1.85 to 4.62),2.72,1.85 to 4.62,1.85,4.62,(1.85 to 4.62)
Male.Gallbladder.III.50-54.3.positive,rmst,47,2.63 (1.87 to 4.6),2.63,1.87 to 4.6,1.87,4.6,(1.87 to 4.6)
Female.Gallbladder.IV.50-54.3.positive,rmst,47,1 (0.78 to 1.57),1,0.78 to 1.57,0.78,1.57,(0.78 to 1.57)
Male.Gallbladder.IV.50-54.3.positive,rmst,47,1.01 (0.78 to 1.62),1.01,0.78 to 1.62,0.78,1.62,(0.78 to 1.62)
Female.Gallbladder.I.55-59.3.positive,rmst,42,3.42 (1.95 to 8.4),3.42,1.95 to 8.4,1.95,8.4,(1.95 to 8.4)
Male.Gallbladder.I.55-59.3.positive,rmst,42,3.45 (1.89 to 7.15),3.45,1.89 to 7.15,1.89,7.15,(1.89 to 7.15)
Female.Gallbladder.II.55-59.3.positive,rmst,42,2.73 (2.21 to 3.73),2.73,2.21 to 3.73,2.21,3.73,(2.21 to 3.73)
Male.Gallbladder.II.55-59.3.positive,rmst,42,2.7 (2.21 to 3.57),2.7,2.21 to 3.57,2.21,3.57,(2.21 to 3.57)
Female.Gallbladder.III.55-59.3.positive,rmst,42,2.5 (1.75 to 4.83),2.5,1.75 to 4.83,1.75,4.83,(1.75 to 4.83)
Male.Gallbladder.III.55-59.3.positive,rmst,42,2.52 (1.76 to 4.58),2.52,1.76 to 4.58,1.76,4.58,(1.76 to 4.58)
Female.Gallbladder.IV.55-59.3.positive,rmst,42,1.22 (0.85 to 2.2),1.22,0.85 to 2.2,0.85,2.2,(0.85 to 2.2)
Male.Gallbladder.IV.55-59.3.positive,rmst,42,1.22 (0.82 to 2.24),1.22,0.82 to 2.24,0.82,2.24,(0.82 to 2.24)
Female.Gallbladder.I.60-64.3.positive,rmst,37,6.77 (3.83 to 11.63),6.77,3.83 to 11.63,3.83,11.63,(3.83 to 11.63)
Male.Gallbladder.I.60-64.3.positive,rmst,37,6.69 (3.91 to 10.75),6.69,3.91 to 10.75,3.91,10.75,(3.91 to 10.75)
Female.Gallbladder.II.60-64.3.positive,rmst,37,2.87 (2.33 to 4.34),2.87,2.33 to 4.34,2.33,4.34,(2.33 to 4.34)
Male.Gallbladder.II.60-64.3.positive,rmst,37,2.86 (2.3 to 4.19),2.86,2.3 to 4.19,2.3,4.19,(2.3 to 4.19)
Female.Gallbladder.III.60-64.3.positive,rmst,37,3.39 (2.57 to 5.17),3.39,2.57 to 5.17,2.57,5.17,(2.57 to 5.17)
Male.Gallbladder.III.60-64.3.positive,rmst,37,3.39 (2.5 to 5.62),3.39,2.5 to 5.62,2.5,5.62,(2.5 to 5.62)
Female.Gallbladder.IV.60-64.3.positive,rmst,37,0.96 (0.81 to 1.19),0.96,0.81 to 1.19,0.81,1.19,(0.81 to 1.19)
Male.Gallbladder.IV.60-64.3.positive,rmst,37,0.97 (0.82 to 1.2),0.97,0.82 to 1.2,0.82,1.2,(0.82 to 1.2)
Female.Gallbladder.I.65-69.3.positive,rmst,32,3.05 (2.52 to 4.17),3.05,2.52 to 4.17,2.52,4.17,(2.52 to 4.17)
Male.Gallbladder.I.65-69.3.positive,rmst,32,3.04 (2.54 to 4.2),3.04,2.54 to 4.2,2.54,4.2,(2.54 to 4.2)
Female.Gallbladder.II.65-69.3.positive,rmst,32,2.83 (2.35 to 3.7),2.83,2.35 to 3.7,2.35,3.7,(2.35 to 3.7)
Male.Gallbladder.II.65-69.3.positive,rmst,32,2.8 (2.29 to 3.59),2.8,2.29 to 3.59,2.29,3.59,(2.29 to 3.59)
Female.Gallbladder.III.65-69.3.positive,rmst,32,2.4 (1.86 to 3.47),2.4,1.86 to 3.47,1.86,3.47,(1.86 to 3.47)
Male.Gallbladder.III.65-69.3.positive,rmst,32,2.39 (1.84 to 3.72),2.39,1.84 to 3.72,1.84,3.72,(1.84 to 3.72)
Female.Gallbladder.IV.65-69.3.positive,rmst,32,0.84 (0.71 to 1.2),0.84,0.71 to 1.2,0.71,1.2,(0.71 to 1.2)
Male.Gallbladder.IV.65-69.3.positive,rmst,32,0.85 (0.7 to 1.23),0.85,0.7 to 1.23,0.7,1.23,(0.7 to 1.23)
Female.Gallbladder.I.70-74.3.positive,rmst,27,2.43 (1.83 to 3.72),2.43,1.83 to 3.72,1.83,3.72,(1.83 to 3.72)
Male.Gallbladder.I.70-74.3.positive,rmst,27,2.41 (1.84 to 3.51),2.41,1.84 to 3.51,1.84,3.51,(1.84 to 3.51)
Female.Gallbladder.II.70-74.3.positive,rmst,27,2.75 (2.34 to 3.6),2.75,2.34 to 3.6,2.34,3.6,(2.34 to 3.6)
Male.Gallbladder.II.70-74.3.positive,rmst,27,2.82 (2.42 to 3.64),2.82,2.42 to 3.64,2.42,3.64,(2.42 to 3.64)
Female.Gallbladder.III.70-74.3.positive,rmst,27,1.66 (1.35 to 2.27),1.66,1.35 to 2.27,1.35,2.27,(1.35 to 2.27)
Male.Gallbladder.III.70-74.3.positive,rmst,27,1.66 (1.3 to 2.21),1.66,1.3 to 2.21,1.3,2.21,(1.3 to 2.21)
Female.Gallbladder.IV.70-74.3.positive,rmst,27,0.9 (0.68 to 1.32),0.9,0.68 to 1.32,0.68,1.32,(0.68 to 1.32)
Male.Gallbladder.IV.70-74.3.positive,rmst,27,0.89 (0.67 to 1.21),0.89,0.67 to 1.21,0.67,1.21,(0.67 to 1.21)
Female.Gallbladder.I.75-79.3.positive,rmst,22,1.18 (0.93 to 1.51),1.18,0.93 to 1.51,0.93,1.51,(0.93 to 1.51)
Male.Gallbladder.I.75-79.3.positive,rmst,22,1.18 (0.94 to 1.55),1.18,0.94 to 1.55,0.94,1.55,(0.94 to 1.55)
Female.Gallbladder.II.75-79.3.positive,rmst,22,2.57 (1.93 to 3.43),2.57,1.93 to 3.43,1.93,3.43,(1.93 to 3.43)
Male.Gallbladder.II.75-79.3.positive,rmst,22,2.54 (1.94 to 3.26),2.54,1.94 to 3.26,1.94,3.26,(1.94 to 3.26)
Female.Gallbladder.III.75-79.3.positive,rmst,22,1.67 (1.37 to 2.12),1.67,1.37 to 2.12,1.37,2.12,(1.37 to 2.12)
Male.Gallbladder.III.75-79.3.positive,rmst,22,1.65 (1.37 to 2.11),1.65,1.37 to 2.11,1.37,2.11,(1.37 to 2.11)
