characteristics,variable,t,median_CrI,median,CrI_temp,2.5%,97.5%,CrI
Female.Anus.I.50-54.1.5.positive,rmst,47,31.62 (19.17 to 31.64),31.62,19.17 to 31.64,19.17,31.64,(19.17 to 31.64)
Male.Anus.I.50-54.1.5.positive,rmst,47,28.8 (24.15 to 28.8),28.8,24.15 to 28.8,24.15,28.8,(24.15 to 28.8)
Female.Anus.II.50-54.1.5.positive,rmst,47,21.01 (12.6 to 28.16),21.01,12.6 to 28.16,12.6,28.16,(12.6 to 28.16)
Male.Anus.II.50-54.1.5.positive,rmst,47,20.51 (12.47 to 26.66),20.51,12.47 to 26.66,12.47,26.66,(12.47 to 26.66)
Female.Anus.III.50-54.1.5.positive,rmst,47,17.4 (10.87 to 25.39),17.4,10.87 to 25.39,10.87,25.39,(10.87 to 25.39)
Male.Anus.III.50-54.1.5.positive,rmst,47,17.34 (11.33 to 23.79),17.34,11.33 to 23.79,11.33,23.79,(11.33 to 23.79)
Female.Anus.IV.50-54.1.5.positive,rmst,47,3.23 (2.22 to 5.74),3.23,2.22 to 5.74,2.22,5.74,(2.22 to 5.74)
Male.Anus.IV.50-54.1.5.positive,rmst,47,3.22 (2.19 to 5.43),3.22,2.19 to 5.43,2.19,5.43,(2.19 to 5.43)
Female.Anus.I.55-59.1.5.positive,rmst,42,27.11 (17.42 to 27.11),27.11,17.42 to 27.11,17.42,27.11,(17.42 to 27.11)
Male.Anus.I.55-59.1.5.positive,rmst,42,24.46 (21.03 to 24.46),24.46,21.03 to 24.46,21.03,24.46,(21.03 to 24.46)
Female.Anus.II.55-59.1.5.positive,rmst,42,22.44 (16.23 to 25),22.44,16.23 to 25,16.23,25,(16.23 to 25)
Male.Anus.II.55-59.1.5.positive,rmst,42,21.13 (15.76 to 22.95),21.13,15.76 to 22.95,15.76,22.95,(15.76 to 22.95)
Female.Anus.III.55-59.1.5.positive,rmst,42,15.11 (9.97 to 20.47),15.11,9.97 to 20.47,9.97,20.47,(9.97 to 20.47)
Male.Anus.III.55-59.1.5.positive,rmst,42,14.92 (9.95 to 19.43),14.92,9.95 to 19.43,9.95,19.43,(9.95 to 19.43)
Female.Anus.IV.55-59.1.5.positive,rmst,42,2.35 (1.52 to 5.21),2.35,1.52 to 5.21,1.52,5.21,(1.52 to 5.21)
Male.Anus.IV.55-59.1.5.positive,rmst,42,2.29 (1.54 to 4.31),2.29,1.54 to 4.31,1.54,4.31,(1.54 to 4.31)
Female.Anus.I.60-64.1.5.positive,rmst,37,22.74 (20.78 to 22.74),22.74,20.78 to 22.74,20.78,22.74,(20.78 to 22.74)
Male.Anus.I.60-64.1.5.positive,rmst,37,20.32 (19.3 to 20.32),20.32,19.3 to 20.32,19.3,20.32,(19.3 to 20.32)
Female.Anus.II.60-64.1.5.positive,rmst,37,19.52 (15.21 to 22.11),19.52,15.21 to 22.11,15.21,22.11,(15.21 to 22.11)
Male.Anus.II.60-64.1.5.positive,rmst,37,19.1 (15.1 to 20.32),19.1,15.1 to 20.32,15.1,20.32,(15.1 to 20.32)
Female.Anus.III.60-64.1.5.positive,rmst,37,15.9 (11.66 to 18.52),15.9,11.66 to 18.52,11.66,18.52,(11.66 to 18.52)
Male.Anus.III.60-64.1.5.positive,rmst,37,15.27 (11.16 to 17.03),15.27,11.16 to 17.03,11.16,17.03,(11.16 to 17.03)
Female.Anus.IV.60-64.1.5.positive,rmst,37,2.73 (1.89 to 5.27),2.73,1.89 to 5.27,1.89,5.27,(1.89 to 5.27)
Male.Anus.IV.60-64.1.5.positive,rmst,37,2.75 (1.93 to 5.59),2.75,1.93 to 5.59,1.93,5.59,(1.93 to 5.59)
Female.Anus.I.65-69.1.5.positive,rmst,32,18.57 (17.95 to 18.57),18.57,17.95 to 18.57,17.95,18.57,(17.95 to 18.57)
Male.Anus.I.65-69.1.5.positive,rmst,32,16.43 (15.93 to 16.43),16.43,15.93 to 16.43,15.93,16.43,(15.93 to 16.43)
Female.Anus.II.65-69.1.5.positive,rmst,32,14.71 (10.74 to 16.93),14.71,10.74 to 16.93,10.74,16.93,(10.74 to 16.93)
Male.Anus.II.65-69.1.5.positive,rmst,32,14.17 (10.6 to 15.64),14.17,10.6 to 15.64,10.6,15.64,(10.6 to 15.64)
Female.Anus.III.65-69.1.5.positive,rmst,32,12.95 (9.79 to 15.36),12.95,9.79 to 15.36,9.79,15.36,(9.79 to 15.36)
Male.Anus.III.65-69.1.5.positive,rmst,32,12.56 (9.79 to 13.98),12.56,9.79 to 13.98,9.79,13.98,(9.79 to 13.98)
Female.Anus.IV.65-69.1.5.positive,rmst,32,4.32 (2.37 to 8.07),4.32,2.37 to 8.07,2.37,8.07,(2.37 to 8.07)
Male.Anus.IV.65-69.1.5.positive,rmst,32,4.16 (2.39 to 7.37),4.16,2.39 to 7.37,2.39,7.37,(2.39 to 7.37)
Female.Anus.I.70-74.1.5.positive,rmst,27,14.6 (12 to 14.6),14.6,12 to 14.6,12,14.6,(12 to 14.6)
Male.Anus.I.70-74.1.5.positive,rmst,27,12.8 (9.4 to 12.8),12.8,9.4 to 12.8,9.4,12.8,(9.4 to 12.8)
Female.Anus.II.70-74.1.5.positive,rmst,27,11.75 (8.11 to 13.92),11.75,8.11 to 13.92,8.11,13.92,(8.11 to 13.92)
Male.Anus.II.70-74.1.5.positive,rmst,27,12.35 (8.82 to 12.8),12.35,8.82 to 12.8,8.82,12.8,(8.82 to 12.8)
Female.Anus.III.70-74.1.5.positive,rmst,27,7.08 (5.12 to 10.42),7.08,5.12 to 10.42,5.12,10.42,(5.12 to 10.42)
Male.Anus.III.70-74.1.5.positive,rmst,27,7.16 (5.26 to 10.5),7.16,5.26 to 10.5,5.26,10.5,(5.26 to 10.5)
Female.Anus.IV.70-74.1.5.positive,rmst,27,2.19 (1.37 to 4.37),2.19,1.37 to 4.37,1.37,4.37,(1.37 to 4.37)
Male.Anus.IV.70-74.1.5.positive,rmst,27,2.14 (1.42 to 4.14),2.14,1.42 to 4.14,1.42,4.14,(1.42 to 4.14)
Female.Anus.I.75-79.1.5.positive,rmst,22,11 (10.3 to 11),11,10.3 to 11,10.3,11,(10.3 to 11)
Male.Anus.I.75-79.1.5.positive,rmst,22,9.59 (9.25 to 9.59),9.59,9.25 to 9.59,9.25,9.59,(9.25 to 9.59)
Female.Anus.II.75-79.1.5.positive,rmst,22,10.7 (7.97 to 11),10.7,7.97 to 11,7.97,11,(7.97 to 11)
Male.Anus.II.75-79.1.5.positive,rmst,22,9.59 (8.68 to 9.59),9.59,8.68 to 9.59,8.68,9.59,(8.68 to 9.59)
Female.Anus.III.75-79.1.5.positive,rmst,22,7.38 (5.75 to 9.07),7.38,5.75 to 9.07,5.75,9.07,(5.75 to 9.07)
Male.Anus.III.75-79.1.5.positive,rmst,22,7.29 (5.75 to 8.61),7.29,5.75 to 8.61,5.75,8.61,(5.75 to 8.61)
Female.Anus.IV.75-79.1.5.positive,rmst,22,1.76 (1.26 to 3.13),1.76,1.26 to 3.13,1.26,3.13,(1.26 to 3.13)
Male.Anus.IV.75-79.1.5.positive,rmst,22,1.77 (1.28 to 3.02),1.77,1.28 to 3.02,1.28,3.02,(1.28 to 3.02)
Female.Anus.I.50-54.3.positive,rmst,47,29.63 (15.83 to 31.64),29.63,15.83 to 31.64,15.83,31.64,(15.83 to 31.64)
Male.Anus.I.50-54.3.positive,rmst,47,28.5 (17.46 to 28.8),28.5,17.46 to 28.8,17.46,28.8,(17.46 to 28.8)
Female.Anus.II.50-54.3.positive,rmst,47,21.13 (12.76 to 29.05),21.13,12.76 to 29.05,12.76,29.05,(12.76 to 29.05)
Male.Anus.II.50-54.3.positive,rmst,47,20.32 (12.06 to 26.96),20.32,12.06 to 26.96,12.06,26.96,(12.06 to 26.96)
Female.Anus.III.50-54.3.positive,rmst,47,17.71 (8.73 to 25.05),17.71,8.73 to 25.05,8.73,25.05,(8.73 to 25.05)
Male.Anus.III.50-54.3.positive,rmst,47,17.33 (10.68 to 23.97),17.33,10.68 to 23.97,10.68,23.97,(10.68 to 23.97)
Female.Anus.IV.50-54.3.positive,rmst,47,3.21 (2.23 to 5.71),3.21,2.23 to 5.71,2.23,5.71,(2.23 to 5.71)
Male.Anus.IV.50-54.3.positive,rmst,47,3.28 (2.28 to 5.57),3.28,2.28 to 5.57,2.28,5.57,(2.28 to 5.57)
Female.Anus.I.55-59.3.positive,rmst,42,14.38 (7.65 to 26.2),14.38,7.65 to 26.2,7.65,26.2,(7.65 to 26.2)
Male.Anus.I.55-59.3.positive,rmst,42,19.05 (7.66 to 24.46),19.05,7.66 to 24.46,7.66,24.46,(7.66 to 24.46)
Female.Anus.II.55-59.3.positive,rmst,42,22.28 (16.55 to 24.78),22.28,16.55 to 24.78,16.55,24.78,(16.55 to 24.78)
Male.Anus.II.55-59.3.positive,rmst,42,20.69 (16.21 to 22.58),20.69,16.21 to 22.58,16.21,22.58,(16.21 to 22.58)
Female.Anus.III.55-59.3.positive,rmst,42,15.21 (9.96 to 20.76),15.21,9.96 to 20.76,9.96,20.76,(9.96 to 20.76)
Male.Anus.III.55-59.3.positive,rmst,42,14.81 (9.54 to 19.57),14.81,9.54 to 19.57,9.54,19.57,(9.54 to 19.57)
Female.Anus.IV.55-59.3.positive,rmst,42,2.24 (1.39 to 4.78),2.24,1.39 to 4.78,1.39,4.78,(1.39 to 4.78)
Male.Anus.IV.55-59.3.positive,rmst,42,2.36 (1.48 to 5.09),2.36,1.48 to 5.09,1.48,5.09,(1.48 to 5.09)
Female.Anus.I.60-64.3.positive,rmst,37,21.43 (17.42 to 22.44),21.43,17.42 to 22.44,17.42,22.44,(17.42 to 22.44)
Male.Anus.I.60-64.3.positive,rmst,37,19.36 (16.49 to 20.32),19.36,16.49 to 20.32,16.49,20.32,(16.49 to 20.32)
Female.Anus.II.60-64.3.positive,rmst,37,18.66 (14.44 to 21.49),18.66,14.44 to 21.49,14.44,21.49,(14.44 to 21.49)
Male.Anus.II.60-64.3.positive,rmst,37,18.01 (14.16 to 19.92),18.01,14.16 to 19.92,14.16,19.92,(14.16 to 19.92)
Female.Anus.III.60-64.3.positive,rmst,37,16.02 (11.47 to 18.47),16.02,11.47 to 18.47,11.47,18.47,(11.47 to 18.47)
Male.Anus.III.60-64.3.positive,rmst,37,15.13 (11.14 to 17.03),15.13,11.14 to 17.03,11.14,17.03,(11.14 to 17.03)
Female.Anus.IV.60-64.3.positive,rmst,37,2.79 (1.98 to 6),2.79,1.98 to 6,1.98,6,(1.98 to 6)
Male.Anus.IV.60-64.3.positive,rmst,37,2.75 (1.96 to 4.94),2.75,1.96 to 4.94,1.96,4.94,(1.96 to 4.94)
Female.Anus.I.65-69.3.positive,rmst,32,18.57 (16.49 to 18.57),18.57,16.49 to 18.57,16.49,18.57,(16.49 to 18.57)
Male.Anus.I.65-69.3.positive,rmst,32,16.43 (15.62 to 16.43),16.43,15.62 to 16.43,15.62,16.43,(15.62 to 16.43)
Female.Anus.II.65-69.3.positive,rmst,32,14.47 (10.58 to 16.8),14.47,10.58 to 16.8,10.58,16.8,(10.58 to 16.8)
Male.Anus.II.65-69.3.positive,rmst,32,13.78 (10.33 to 15.35),13.78,10.33 to 15.35,10.33,15.35,(10.33 to 15.35)
Female.Anus.III.65-69.3.positive,rmst,32,12.9 (9.79 to 15.45),12.9,9.79 to 15.45,9.79,15.45,(9.79 to 15.45)
Male.Anus.III.65-69.3.positive,rmst,32,12.59 (9.51 to 14.08),12.59,9.51 to 14.08,9.51,14.08,(9.51 to 14.08)
Female.Anus.IV.65-69.3.positive,rmst,32,4.21 (2.46 to 8.16),4.21,2.46 to 8.16,2.46,8.16,(2.46 to 8.16)
Male.Anus.IV.65-69.3.positive,rmst,32,4.33 (2.48 to 7.8),4.33,2.48 to 7.8,2.48,7.8,(2.48 to 7.8)
Female.Anus.I.70-74.3.positive,rmst,27,14.58 (5.49 to 14.6),14.58,5.49 to 14.6,5.49,14.6,(5.49 to 14.6)
Male.Anus.I.70-74.3.positive,rmst,27,12.8 (5.12 to 12.8),12.8,5.12 to 12.8,5.12,12.8,(5.12 to 12.8)
Female.Anus.II.70-74.3.positive,rmst,27,11.05 (7.48 to 13.36),11.05,7.48 to 13.36,7.48,13.36,(7.48 to 13.36)
Male.Anus.II.70-74.3.positive,rmst,27,10.97 (7.5 to 12.8),10.97,7.5 to 12.8,7.5,12.8,(7.5 to 12.8)
Female.Anus.III.70-74.3.positive,rmst,27,7.04 (5.03 to 10.5),7.04,5.03 to 10.5,5.03,10.5,(5.03 to 10.5)
Male.Anus.III.70-74.3.positive,rmst,27,7.29 (5.16 to 10.37),7.29,5.16 to 10.37,5.16,10.37,(5.16 to 10.37)
Female.Anus.IV.70-74.3.positive,rmst,27,2.19 (1.43 to 4.09),2.19,1.43 to 4.09,1.43,4.09,(1.43 to 4.09)
Male.Anus.IV.70-74.3.positive,rmst,27,2.21 (1.43 to 3.97),2.21,1.43 to 3.97,1.43,3.97,(1.43 to 3.97)
Female.Anus.I.75-79.3.positive,rmst,22,11 (9.5 to 11),11,9.5 to 11,9.5,11,(9.5 to 11)
Male.Anus.I.75-79.3.positive,rmst,22,9.59 (8.93 to 9.59),9.59,8.93 to 9.59,8.93,9.59,(8.93 to 9.59)
Female.Anus.II.75-79.3.positive,rmst,22,9.84 (8.22 to 11),9.84,8.22 to 11,8.22,11,(8.22 to 11)
Male.Anus.II.75-79.3.positive,rmst,22,9.59 (8.41 to 9.59),9.59,8.41 to 9.59,8.41,9.59,(8.41 to 9.59)
Female.Anus.III.75-79.3.positive,rmst,22,7.41 (5.73 to 9.05),7.41,5.73 to 9.05,5.73,9.05,(5.73 to 9.05)
Male.Anus.III.75-79.3.positive,rmst,22,7.2 (5.77 to 8.62),7.2,5.77 to 8.62,5.77,8.62,(5.77 to 8.62)
Female.Anus.IV.75-79.3.positive,rmst,22,1.76 (1.26 to 3.14),1.76,1.26 to 3.14,1.26,3.14,(1.26 to 3.14)
Male.Anus.IV.75-79.3.positive,rmst,22,1.77 (1.27 to 2.87),1.77,1.27 to 2.87,1.27,2.87,(1.27 to 2.87)
