characteristics,variable,t,median_CrI,median,CrI_temp,2.5%,97.5%,CrI
Male.Lymphoma.III.70-74.1.positive,rmst,27,10.36 (9.23 to 10.75),10.36,9.23 to 10.75,9.23,10.75,(9.23 to 10.75)
Female.Lymphoma.IV.70-74.1.positive,rmst,27,9.66 (8.61 to 10.52),9.66,8.61 to 10.52,8.61,10.52,(8.61 to 10.52)
Male.Lymphoma.IV.70-74.1.positive,rmst,27,9.36 (8.49 to 9.73),9.36,8.49 to 9.73,8.49,9.73,(8.49 to 9.73)
Female.Lymphoma.I.75-79.1.positive,rmst,22,10.04 (9.72 to 10.28),10.04,9.72 to 10.28,9.72,10.28,(9.72 to 10.28)
Male.Lymphoma.I.75-79.1.positive,rmst,22,8.94 (8.74 to 9.1),8.94,8.74 to 9.1,8.74,9.1,(8.74 to 9.1)
Female.Lymphoma.II.75-79.1.positive,rmst,22,8.69 (7.54 to 9.13),8.69,7.54 to 9.13,7.54,9.13,(7.54 to 9.13)
Male.Lymphoma.II.75-79.1.positive,rmst,22,7.87 (7.24 to 8.18),7.87,7.24 to 8.18,7.24,8.18,(7.24 to 8.18)
Female.Lymphoma.III.75-79.1.positive,rmst,22,6.68 (5.67 to 7.75),6.68,5.67 to 7.75,5.67,7.75,(5.67 to 7.75)
Male.Lymphoma.III.75-79.1.positive,rmst,22,6.77 (5.79 to 7.4),6.77,5.79 to 7.4,5.79,7.4,(5.79 to 7.4)
Female.Lymphoma.IV.75-79.1.positive,rmst,22,7.27 (6.5 to 7.79),7.27,6.5 to 7.79,6.5,7.79,(6.5 to 7.79)
Male.Lymphoma.IV.75-79.1.positive,rmst,22,6.9 (6.45 to 7.08),6.9,6.45 to 7.08,6.45,7.08,(6.45 to 7.08)
Female.Lymphoma.I.50-54.1.5.positive,rmst,47,28.7 (26.13 to 29.71),28.7,26.13 to 29.71,26.13,29.71,(26.13 to 29.71)
Male.Lymphoma.I.50-54.1.5.positive,rmst,47,26.42 (24.57 to 27.24),26.42,24.57 to 27.24,24.57,27.24,(24.57 to 27.24)
Female.Lymphoma.II.50-54.1.5.positive,rmst,47,25.55 (20.36 to 29.07),25.55,20.36 to 29.07,20.36,29.07,(20.36 to 29.07)
Male.Lymphoma.II.50-54.1.5.positive,rmst,47,24.41 (20.01 to 27.08),24.41,20.01 to 27.08,20.01,27.08,(20.01 to 27.08)
Female.Lymphoma.III.50-54.1.5.positive,rmst,47,24.98 (20.21 to 27.98),24.98,20.21 to 27.98,20.21,27.98,(20.21 to 27.98)
Male.Lymphoma.III.50-54.1.5.positive,rmst,47,23.45 (18.78 to 25.6),23.45,18.78 to 25.6,18.78,25.6,(18.78 to 25.6)
Female.Lymphoma.IV.50-54.1.5.positive,rmst,47,21.09 (17.18 to 24.32),21.09,17.18 to 24.32,17.18,24.32,(17.18 to 24.32)
Male.Lymphoma.IV.50-54.1.5.positive,rmst,47,20.16 (16.51 to 22.47),20.16,16.51 to 22.47,16.51,22.47,(16.51 to 22.47)
Female.Lymphoma.I.55-59.1.5.positive,rmst,42,22.04 (18.54 to 24.55),22.04,18.54 to 24.55,18.54,24.55,(18.54 to 24.55)
Male.Lymphoma.I.55-59.1.5.positive,rmst,42,20.78 (17.85 to 22.67),20.78,17.85 to 22.67,17.85,22.67,(17.85 to 22.67)
Female.Lymphoma.II.55-59.1.5.positive,rmst,42,23.86 (20.04 to 25.52),23.86,20.04 to 25.52,20.04,25.52,(20.04 to 25.52)
Male.Lymphoma.II.55-59.1.5.positive,rmst,42,22.24 (19.4 to 23.3),22.24,19.4 to 23.3,19.4,23.3,(19.4 to 23.3)
Female.Lymphoma.III.55-59.1.5.positive,rmst,42,19.3 (15.92 to 22.54),19.3,15.92 to 22.54,15.92,22.54,(15.92 to 22.54)
Male.Lymphoma.III.55-59.1.5.positive,rmst,42,18.51 (15.37 to 21.31),18.51,15.37 to 21.31,15.37,21.31,(15.37 to 21.31)
Female.Lymphoma.IV.55-59.1.5.positive,rmst,42,16.51 (14.05 to 18.85),16.51,14.05 to 18.85,14.05,18.85,(14.05 to 18.85)
Male.Lymphoma.IV.55-59.1.5.positive,rmst,42,15.93 (13.63 to 17.86),15.93,13.63 to 17.86,13.63,17.86,(13.63 to 17.86)
Female.Lymphoma.I.60-64.1.5.positive,rmst,37,18.75 (15.95 to 20.84),18.75,15.95 to 20.84,15.95,20.84,(15.95 to 20.84)
Male.Lymphoma.I.60-64.1.5.positive,rmst,37,18.3 (15.85 to 19.11),18.3,15.85 to 19.11,15.85,19.11,(15.85 to 19.11)
Female.Lymphoma.II.60-64.1.5.positive,rmst,37,18.82 (16.32 to 20.51),18.82,16.32 to 20.51,16.32,20.51,(16.32 to 20.51)
Male.Lymphoma.II.60-64.1.5.positive,rmst,37,17.69 (15.59 to 18.53),17.69,15.59 to 18.53,15.59,18.53,(15.59 to 18.53)
Female.Lymphoma.III.60-64.1.5.positive,rmst,37,12.84 (10.14 to 15.74),12.84,10.14 to 15.74,10.14,15.74,(10.14 to 15.74)
Male.Lymphoma.III.60-64.1.5.positive,rmst,37,12.47 (9.74 to 15.24),12.47,9.74 to 15.24,9.74,15.24,(9.74 to 15.24)
Female.Lymphoma.IV.60-64.1.5.positive,rmst,37,13.36 (11.36 to 15.35),13.36,11.36 to 15.35,11.36,15.35,(11.36 to 15.35)
Male.Lymphoma.IV.60-64.1.5.positive,rmst,37,12.87 (11.13 to 14.69),12.87,11.13 to 14.69,11.13,14.69,(11.13 to 14.69)
Female.Lymphoma.I.65-69.1.5.positive,rmst,32,16.27 (14.28 to 16.98),16.27,14.28 to 16.98,14.28,16.98,(14.28 to 16.98)
Male.Lymphoma.I.65-69.1.5.positive,rmst,32,14.97 (13.75 to 15.38),14.97,13.75 to 15.38,13.75,15.38,(13.75 to 15.38)
Female.Lymphoma.II.65-69.1.5.positive,rmst,32,15.31 (12.34 to 16.65),15.31,12.34 to 16.65,12.34,16.65,(12.34 to 16.65)
Male.Lymphoma.II.65-69.1.5.positive,rmst,32,14.53 (12.43 to 15.08),14.53,12.43 to 15.08,12.43,15.08,(12.43 to 15.08)
Female.Lymphoma.III.65-69.1.5.positive,rmst,32,11.6 (9.91 to 13.3),11.6,9.91 to 13.3,9.91,13.3,(9.91 to 13.3)
Male.Lymphoma.III.65-69.1.5.positive,rmst,32,11.36 (9.66 to 12.82),11.36,9.66 to 12.82,9.66,12.82,(9.66 to 12.82)
Female.Lymphoma.IV.65-69.1.5.positive,rmst,32,11.01 (9.78 to 12.29),11.01,9.78 to 12.29,9.78,12.29,(9.78 to 12.29)
Male.Lymphoma.IV.65-69.1.5.positive,rmst,32,10.67 (9.48 to 11.82),10.67,9.48 to 11.82,9.48,11.82,(9.48 to 11.82)
Female.Lymphoma.I.70-74.1.5.positive,rmst,27,10.51 (8.87 to 12.33),10.51,8.87 to 12.33,8.87,12.33,(8.87 to 12.33)
Male.Lymphoma.I.70-74.1.5.positive,rmst,27,10.68 (8.94 to 11.86),10.68,8.94 to 11.86,8.94,11.86,(8.94 to 11.86)
Female.Lymphoma.II.70-74.1.5.positive,rmst,27,12.12 (10.9 to 12.64),12.12,10.9 to 12.64,10.9,12.64,(10.9 to 12.64)
Male.Lymphoma.II.70-74.1.5.positive,rmst,27,10.95 (10.26 to 11.3),10.95,10.26 to 11.3,10.26,11.3,(10.26 to 11.3)
Female.Lymphoma.III.70-74.1.5.positive,rmst,27,10.08 (8.52 to 11.32),10.08,8.52 to 11.32,8.52,11.32,(8.52 to 11.32)
Male.Lymphoma.III.70-74.1.5.positive,rmst,27,9.9 (8.65 to 10.4),9.9,8.65 to 10.4,8.65,10.4,(8.65 to 10.4)
Female.Lymphoma.IV.70-74.1.5.positive,rmst,27,8.78 (7.76 to 9.86),8.78,7.76 to 9.86,7.76,9.86,(7.76 to 9.86)
Male.Lymphoma.IV.70-74.1.5.positive,rmst,27,8.62 (7.68 to 9.2),8.62,7.68 to 9.2,7.68,9.2,(7.68 to 9.2)
Female.Lymphoma.I.75-79.1.5.positive,rmst,22,9.52 (9.11 to 9.8),9.52,9.11 to 9.8,9.11,9.8,(9.11 to 9.8)
Male.Lymphoma.I.75-79.1.5.positive,rmst,22,8.53 (8.24 to 8.78),8.53,8.24 to 8.78,8.24,8.78,(8.24 to 8.78)
Female.Lymphoma.II.75-79.1.5.positive,rmst,22,8.08 (6.77 to 8.73),8.08,6.77 to 8.73,6.77,8.73,(6.77 to 8.73)
Male.Lymphoma.II.75-79.1.5.positive,rmst,22,7.51 (6.79 to 7.82),7.51,6.79 to 7.82,6.79,7.82,(6.79 to 7.82)
Female.Lymphoma.III.75-79.1.5.positive,rmst,22,6.03 (5.16 to 7.05),6.03,5.16 to 7.05,5.16,7.05,(5.16 to 7.05)
Male.Lymphoma.III.75-79.1.5.positive,rmst,22,6.08 (5.2 to 6.91),6.08,5.2 to 6.91,5.2,6.91,(5.2 to 6.91)
Female.Lymphoma.IV.75-79.1.5.positive,rmst,22,6.43 (5.82 to 7.2),6.43,5.82 to 7.2,5.82,7.2,(5.82 to 7.2)
Male.Lymphoma.IV.75-79.1.5.positive,rmst,22,6.49 (5.83 to 6.71),6.49,5.83 to 6.71,5.83,6.71,(5.83 to 6.71)
Female.Lymphoma.I.50-54.3.positive,rmst,47,27.33 (24.36 to 28.48),27.33,24.36 to 28.48,24.36,28.48,(24.36 to 28.48)
Male.Lymphoma.I.50-54.3.positive,rmst,47,25.25 (22.82 to 26.15),25.25,22.82 to 26.15,22.82,26.15,(22.82 to 26.15)
Female.Lymphoma.II.50-54.3.positive,rmst,47,24.31 (18.64 to 28.44),24.31,18.64 to 28.44,18.64,28.44,(18.64 to 28.44)
Male.Lymphoma.II.50-54.3.positive,rmst,47,22.98 (18.81 to 26.29),22.98,18.81 to 26.29,18.81,26.29,(18.81 to 26.29)
Female.Lymphoma.III.50-54.3.positive,rmst,47,24.46 (19.83 to 27.18),24.46,19.83 to 27.18,19.83,27.18,(19.83 to 27.18)
Male.Lymphoma.III.50-54.3.positive,rmst,47,23.24 (19.33 to 25.15),23.24,19.33 to 25.15,19.33,25.15,(19.33 to 25.15)
Female.Lymphoma.IV.50-54.3.positive,rmst,47,19.29 (15.27 to 22.87),19.29,15.27 to 22.87,15.27,22.87,(15.27 to 22.87)
Male.Lymphoma.IV.50-54.3.positive,rmst,47,18.59 (14.82 to 21.17),18.59,14.82 to 21.17,14.82,21.17,(14.82 to 21.17)
Female.Lymphoma.I.55-59.3.positive,rmst,42,19.46 (16.5 to 22.14),19.46,16.5 to 22.14,16.5,22.14,(16.5 to 22.14)
Male.Lymphoma.I.55-59.3.positive,rmst,42,18.55 (15.78 to 20.92),18.55,15.78 to 20.92,15.78,20.92,(15.78 to 20.92)
Female.Lymphoma.II.55-59.3.positive,rmst,42,22.93 (19 to 25.19),22.93,19 to 25.19,19,25.19,(19 to 25.19)
Male.Lymphoma.II.55-59.3.positive,rmst,42,21.67 (18.19 to 22.89),21.67,18.19 to 22.89,18.19,22.89,(18.19 to 22.89)
Female.Lymphoma.III.55-59.3.positive,rmst,42,18.26 (14.71 to 21.51),18.26,14.71 to 21.51,14.71,21.51,(14.71 to 21.51)
Male.Lymphoma.III.55-59.3.positive,rmst,42,17.52 (14.35 to 20.16),17.52,14.35 to 20.16,14.35,20.16,(14.35 to 20.16)
Female.Lymphoma.IV.55-59.3.positive,rmst,42,15.16 (12.63 to 17.1),15.16,12.63 to 17.1,12.63,17.1,(12.63 to 17.1)
Male.Lymphoma.IV.55-59.3.positive,rmst,42,14.42 (12.39 to 16.51),14.42,12.39 to 16.51,12.39,16.51,(12.39 to 16.51)
Female.Lymphoma.I.60-64.3.positive,rmst,37,15.77 (13.39 to 18),15.77,13.39 to 18,13.39,18,(13.39 to 18)
Male.Lymphoma.I.60-64.3.positive,rmst,37,15.5 (13.17 to 17.73),15.5,13.17 to 17.73,13.17,17.73,(13.17 to 17.73)
Female.Lymphoma.II.60-64.3.positive,rmst,37,17.7 (14.64 to 19.72),17.7,14.64 to 19.72,14.64,19.72,(14.64 to 19.72)
Male.Lymphoma.II.60-64.3.positive,rmst,37,16.9 (14.62 to 17.98),16.9,14.62 to 17.98,14.62,17.98,(14.62 to 17.98)
Female.Lymphoma.III.60-64.3.positive,rmst,37,11.25 (8.89 to 13.88),11.25,8.89 to 13.88,8.89,13.88,(8.89 to 13.88)
Male.Lymphoma.III.60-64.3.positive,rmst,37,11.21 (9.02 to 13.95),11.21,9.02 to 13.95,9.02,13.95,(9.02 to 13.95)
Female.Lymphoma.IV.60-64.3.positive,rmst,37,12.21 (10.41 to 14.15),12.21,10.41 to 14.15,10.41,14.15,(10.41 to 14.15)
Male.Lymphoma.IV.60-64.3.positive,rmst,37,11.85 (10.13 to 13.62),11.85,10.13 to 13.62,10.13,13.62,(10.13 to 13.62)
Female.Lymphoma.I.65-69.3.positive,rmst,32,13.57 (11.72 to 15.38),13.57,11.72 to 15.38,11.72,15.38,(11.72 to 15.38)
Male.Lymphoma.I.65-69.3.positive,rmst,32,13.47 (11.69 to 14.29),13.47,11.69 to 14.29,11.69,14.29,(11.69 to 14.29)
Female.Lymphoma.II.65-69.3.positive,rmst,32,13.74 (11.11 to 15.8),13.74,11.11 to 15.8,11.11,15.8,(11.11 to 15.8)
Male.Lymphoma.II.65-69.3.positive,rmst,32,13.82 (11.39 to 14.55),13.82,11.39 to 14.55,11.39,14.55,(11.39 to 14.55)
Female.Lymphoma.III.65-69.3.positive,rmst,32,10.54 (8.93 to 12.33),10.54,8.93 to 12.33,8.93,12.33,(8.93 to 12.33)
Male.Lymphoma.III.65-69.3.positive,rmst,32,10.3 (8.95 to 11.94),10.3,8.95 to 11.94,8.95,11.94,(8.95 to 11.94)
Female.Lymphoma.IV.65-69.3.positive,rmst,32,9.86 (8.63 to 10.97),9.86,8.63 to 10.97,8.63,10.97,(8.63 to 10.97)
Male.Lymphoma.IV.65-69.3.positive,rmst,32,9.53 (8.37 to 10.61),9.53,8.37 to 10.61,8.37,10.61,(8.37 to 10.61)
Female.Lymphoma.I.70-74.3.positive,rmst,27,8.07 (7 to 9.4),8.07,7 to 9.4,7,9.4,(7 to 9.4)
Male.Lymphoma.I.70-74.3.positive,rmst,27,7.96 (6.87 to 9.23),7.96,6.87 to 9.23,6.87,9.23,(6.87 to 9.23)
Female.Lymphoma.II.70-74.3.positive,rmst,27,11.34 (9.66 to 12.04),11.34,9.66 to 12.04,9.66,12.04,(9.66 to 12.04)
Male.Lymphoma.II.70-74.3.positive,rmst,27,10.42 (9.29 to 10.83),10.42,9.29 to 10.83,9.29,10.83,(9.29 to 10.83)
Female.Lymphoma.III.70-74.3.positive,rmst,27,8.91 (7.61 to 10.38),8.91,7.61 to 10.38,7.61,10.38,(7.61 to 10.38)
Male.Lymphoma.III.70-74.3.positive,rmst,27,8.98 (7.61 to 9.73),8.98,7.61 to 9.73,7.61,9.73,(7.61 to 9.73)
Female.Lymphoma.IV.70-74.3.positive,rmst,27,7.63 (6.77 to 8.6),7.63,6.77 to 8.6,6.77,8.6,(6.77 to 8.6)
Male.Lymphoma.IV.70-74.3.positive,rmst,27,7.5 (6.75 to 8.25),7.5,6.75 to 8.25,6.75,8.25,(6.75 to 8.25)
Female.Lymphoma.I.75-79.3.positive,rmst,22,8.43 (7.76 to 8.77),8.43,7.76 to 8.77,7.76,8.77,(7.76 to 8.77)
Male.Lymphoma.I.75-79.3.positive,rmst,22,7.67 (7.32 to 7.94),7.67,7.32 to 7.94,7.32,7.94,(7.32 to 7.94)
Female.Lymphoma.II.75-79.3.positive,rmst,22,6.64 (5.65 to 7.83),6.64,5.65 to 7.83,5.65,7.83,(5.65 to 7.83)
Male.Lymphoma.II.75-79.3.positive,rmst,22,6.82 (5.67 to 7.35),6.82,5.67 to 7.35,5.67,7.35,(5.67 to 7.35)
Female.Lymphoma.III.75-79.3.positive,rmst,22,5.05 (4.37 to 5.91),5.05,4.37 to 5.91,4.37,5.91,(4.37 to 5.91)
Male.Lymphoma.III.75-79.3.positive,rmst,22,5.06 (4.42 to 5.89),5.06,4.42 to 5.89,4.42,5.89,(4.42 to 5.89)
Female.Lymphoma.IV.75-79.3.positive,rmst,22,5.43 (4.92 to 6.06),5.43,4.92 to 6.06,4.92,6.06,(4.92 to 6.06)
Male.Lymphoma.IV.75-79.3.positive,rmst,22,5.42 (4.91 to 6.04),5.42,4.91 to 6.04,4.91,6.04,(4.91 to 6.04)
