characteristics,variable,t,median_CrI,median,CrI_temp,2.5%,97.5%,CrI
Male.Thyroid.I.75-79.1.5.positive,rmst,22,9.59 (9.46 to 9.59),9.59,9.46 to 9.59,9.46,9.59,(9.46 to 9.59)
Female.Thyroid.II.75-79.1.5.positive,rmst,22,11 (9.07 to 11),11,9.07 to 11,9.07,11,(9.07 to 11)
Male.Thyroid.II.75-79.1.5.positive,rmst,22,9.59 (8.78 to 9.59),9.59,8.78 to 9.59,8.78,9.59,(8.78 to 9.59)
Female.Thyroid.III.75-79.1.5.positive,rmst,22,11 (10.79 to 11),11,10.79 to 11,10.79,11,(10.79 to 11)
Male.Thyroid.III.75-79.1.5.positive,rmst,22,9.59 (9.44 to 9.59),9.59,9.44 to 9.59,9.44,9.59,(9.44 to 9.59)
Female.Thyroid.IV.75-79.1.5.positive,rmst,22,3.32 (2.3 to 4.36),3.32,2.3 to 4.36,2.3,4.36,(2.3 to 4.36)
Male.Thyroid.IV.75-79.1.5.positive,rmst,22,3.16 (2.34 to 3.97),3.16,2.34 to 3.97,2.34,3.97,(2.34 to 3.97)
Female.Thyroid.I.50-54.3.positive,rmst,47,31.64 (31.48 to 31.64),31.64,31.48 to 31.64,31.48,31.64,(31.48 to 31.64)
Male.Thyroid.I.50-54.3.positive,rmst,47,28.8 (28.62 to 28.8),28.8,28.62 to 28.8,28.62,28.8,(28.62 to 28.8)
Female.Thyroid.IV.50-54.3.positive,rmst,47,9.61 (5.87 to 15.47),9.61,5.87 to 15.47,5.87,15.47,(5.87 to 15.47)
Male.Thyroid.IV.50-54.3.positive,rmst,47,9.51 (5.82 to 15.22),9.51,5.82 to 15.22,5.82,15.22,(5.82 to 15.22)
Female.Thyroid.I.55-59.3.positive,rmst,42,25.65 (17.83 to 27.08),25.65,17.83 to 27.08,17.83,27.08,(17.83 to 27.08)
Male.Thyroid.I.55-59.3.positive,rmst,42,24.3 (21.06 to 24.46),24.3,21.06 to 24.46,21.06,24.46,(21.06 to 24.46)
Female.Thyroid.II.55-59.3.positive,rmst,42,27.11 (23.17 to 27.11),27.11,23.17 to 27.11,23.17,27.11,(23.17 to 27.11)
Male.Thyroid.II.55-59.3.positive,rmst,42,24.46 (23.68 to 24.46),24.46,23.68 to 24.46,23.68,24.46,(23.68 to 24.46)
Female.Thyroid.III.55-59.3.positive,rmst,42,13.39 (8.75 to 20.34),13.39,8.75 to 20.34,8.75,20.34,(8.75 to 20.34)
Male.Thyroid.III.55-59.3.positive,rmst,42,13.48 (8.43 to 20.98),13.48,8.43 to 20.98,8.43,20.98,(8.43 to 20.98)
Female.Thyroid.IV.55-59.3.positive,rmst,42,5.91 (3.87 to 9.02),5.91,3.87 to 9.02,3.87,9.02,(3.87 to 9.02)
Male.Thyroid.IV.55-59.3.positive,rmst,42,5.75 (3.98 to 8.61),5.75,3.98 to 8.61,3.98,8.61,(3.98 to 8.61)
Female.Thyroid.I.60-64.3.positive,rmst,37,22.74 (22.51 to 22.74),22.74,22.51 to 22.74,22.51,22.74,(22.51 to 22.74)
Male.Thyroid.I.60-64.3.positive,rmst,37,20.32 (20.09 to 20.32),20.32,20.09 to 20.32,20.09,20.32,(20.09 to 20.32)
Female.Thyroid.II.60-64.3.positive,rmst,37,22.74 (22.35 to 22.74),22.74,22.35 to 22.74,22.35,22.74,(22.35 to 22.74)
Male.Thyroid.II.60-64.3.positive,rmst,37,20.32 (20.11 to 20.32),20.32,20.11 to 20.32,20.11,20.32,(20.11 to 20.32)
Female.Thyroid.III.60-64.3.positive,rmst,37,22.74 (20.64 to 22.74),22.74,20.64 to 22.74,20.64,22.74,(20.64 to 22.74)
Male.Thyroid.III.60-64.3.positive,rmst,37,20.32 (19.59 to 20.32),20.32,19.59 to 20.32,19.59,20.32,(19.59 to 20.32)
Female.Thyroid.IV.60-64.3.positive,rmst,37,2.13 (1.71 to 2.89),2.13,1.71 to 2.89,1.71,2.89,(1.71 to 2.89)
Male.Thyroid.IV.60-64.3.positive,rmst,37,2.13 (1.7 to 2.88),2.13,1.7 to 2.88,1.7,2.88,(1.7 to 2.88)
Female.Thyroid.II.65-69.3.positive,rmst,32,18.57 (18.11 to 18.57),18.57,18.11 to 18.57,18.11,18.57,(18.11 to 18.57)
Male.Thyroid.II.65-69.3.positive,rmst,32,16.43 (16.2 to 16.43),16.43,16.2 to 16.43,16.2,16.43,(16.2 to 16.43)
Female.Thyroid.III.65-69.3.positive,rmst,32,17.72 (15.2 to 18.57),17.72,15.2 to 18.57,15.2,18.57,(15.2 to 18.57)
Male.Thyroid.III.65-69.3.positive,rmst,32,16.22 (14.42 to 16.43),16.22,14.42 to 16.43,14.42,16.43,(14.42 to 16.43)
Female.Thyroid.IV.65-69.3.positive,rmst,32,2.05 (1.59 to 2.97),2.05,1.59 to 2.97,1.59,2.97,(1.59 to 2.97)
Male.Thyroid.IV.65-69.3.positive,rmst,32,2.07 (1.59 to 2.97),2.07,1.59 to 2.97,1.59,2.97,(1.59 to 2.97)
Female.Thyroid.I.70-74.3.positive,rmst,27,14.6 (12.63 to 14.6),14.6,12.63 to 14.6,12.63,14.6,(12.63 to 14.6)
Male.Thyroid.I.70-74.3.positive,rmst,27,12.8 (11.33 to 12.8),12.8,11.33 to 12.8,11.33,12.8,(11.33 to 12.8)
Female.Thyroid.II.70-74.3.positive,rmst,27,14.6 (14.38 to 14.6),14.6,14.38 to 14.6,14.38,14.6,(14.38 to 14.6)
Male.Thyroid.II.70-74.3.positive,rmst,27,12.8 (12.63 to 12.8),12.8,12.63 to 12.8,12.63,12.8,(12.63 to 12.8)
Female.Thyroid.III.70-74.3.positive,rmst,27,14.6 (13.5 to 14.6),14.6,13.5 to 14.6,13.5,14.6,(13.5 to 14.6)
Male.Thyroid.III.70-74.3.positive,rmst,27,12.8 (12.37 to 12.8),12.8,12.37 to 12.8,12.37,12.8,(12.37 to 12.8)
Female.Thyroid.IV.70-74.3.positive,rmst,27,0.88 (0.67 to 1.19),0.88,0.67 to 1.19,0.67,1.19,(0.67 to 1.19)
Male.Thyroid.IV.70-74.3.positive,rmst,27,0.89 (0.69 to 1.19),0.89,0.69 to 1.19,0.69,1.19,(0.69 to 1.19)
Female.Thyroid.I.75-79.3.positive,rmst,22,11 (10.81 to 11),11,10.81 to 11,10.81,11,(10.81 to 11)
Male.Thyroid.I.75-79.3.positive,rmst,22,9.59 (9.48 to 9.59),9.59,9.48 to 9.59,9.48,9.59,(9.48 to 9.59)
Female.Thyroid.II.75-79.3.positive,rmst,22,11 (4.62 to 11),11,4.62 to 11,4.62,11,(4.62 to 11)
Male.Thyroid.II.75-79.3.positive,rmst,22,9.59 (5.68 to 9.59),9.59,5.68 to 9.59,5.68,9.59,(5.68 to 9.59)
Female.Thyroid.III.75-79.3.positive,rmst,22,11 (10.24 to 11),11,10.24 to 11,10.24,11,(10.24 to 11)
Male.Thyroid.III.75-79.3.positive,rmst,22,9.59 (9.2 to 9.59),9.59,9.2 to 9.59,9.2,9.59,(9.2 to 9.59)
Female.Thyroid.IV.75-79.3.positive,rmst,22,1.05 (0.72 to 1.54),1.05,0.72 to 1.54,0.72,1.54,(0.72 to 1.54)
Male.Thyroid.IV.75-79.3.positive,rmst,22,1.02 (0.7 to 1.46),1.02,0.7 to 1.46,0.7,1.46,(0.7 to 1.46)
