characteristics,variable,t,median_CrI,median,CrI_temp,2.5%,97.5%,CrI
Male.Lung.III.75-79.1.positive,rmst,22,1.89 (1.69 to 2.19),1.89,1.69 to 2.19,1.69,2.19,(1.69 to 2.19)
Female.Lung.IV.75-79.1.positive,rmst,22,0.7 (0.65 to 0.79),0.7,0.65 to 0.79,0.65,0.79,(0.65 to 0.79)
Male.Lung.IV.75-79.1.positive,rmst,22,0.72 (0.65 to 0.77),0.72,0.65 to 0.77,0.65,0.77,(0.65 to 0.77)
Female.Lung.I.50-54.1.5.positive,rmst,47,13.46 (10.2 to 17.79),13.46,10.2 to 17.79,10.2,17.79,(10.2 to 17.79)
Male.Lung.I.50-54.1.5.positive,rmst,47,13.2 (9.69 to 17.12),13.2,9.69 to 17.12,9.69,17.12,(9.69 to 17.12)
Female.Lung.II.50-54.1.5.positive,rmst,47,6.69 (5.01 to 9.77),6.69,5.01 to 9.77,5.01,9.77,(5.01 to 9.77)
Male.Lung.II.50-54.1.5.positive,rmst,47,6.65 (4.93 to 9.96),6.65,4.93 to 9.96,4.93,9.96,(4.93 to 9.96)
Female.Lung.III.50-54.1.5.positive,rmst,47,3.58 (2.87 to 4.81),3.58,2.87 to 4.81,2.87,4.81,(2.87 to 4.81)
Male.Lung.III.50-54.1.5.positive,rmst,47,3.53 (2.85 to 4.77),3.53,2.85 to 4.77,2.85,4.77,(2.85 to 4.77)
Female.Lung.IV.50-54.1.5.positive,rmst,47,1.41 (1.16 to 2),1.41,1.16 to 2,1.16,2,(1.16 to 2)
Male.Lung.IV.50-54.1.5.positive,rmst,47,1.41 (1.16 to 1.92),1.41,1.16 to 1.92,1.16,1.92,(1.16 to 1.92)
Female.Lung.I.55-59.1.5.positive,rmst,42,9.43 (7.86 to 11.18),9.43,7.86 to 11.18,7.86,11.18,(7.86 to 11.18)
Male.Lung.I.55-59.1.5.positive,rmst,42,9.26 (7.76 to 10.8),9.26,7.76 to 10.8,7.76,10.8,(7.76 to 10.8)
Female.Lung.II.55-59.1.5.positive,rmst,42,8.63 (6.16 to 12.35),8.63,6.16 to 12.35,6.16,12.35,(6.16 to 12.35)
Male.Lung.II.55-59.1.5.positive,rmst,42,8.62 (6.4 to 11.89),8.62,6.4 to 11.89,6.4,11.89,(6.4 to 11.89)
Female.Lung.III.55-59.1.5.positive,rmst,42,2.76 (2.46 to 3.31),2.76,2.46 to 3.31,2.46,3.31,(2.46 to 3.31)
Male.Lung.III.55-59.1.5.positive,rmst,42,2.76 (2.43 to 3.2),2.76,2.43 to 3.2,2.43,3.2,(2.43 to 3.2)
Female.Lung.IV.55-59.1.5.positive,rmst,42,1.04 (0.96 to 1.23),1.04,0.96 to 1.23,0.96,1.23,(0.96 to 1.23)
Male.Lung.IV.55-59.1.5.positive,rmst,42,1.04 (0.97 to 1.24),1.04,0.97 to 1.24,0.97,1.24,(0.97 to 1.24)
Female.Lung.I.60-64.1.5.positive,rmst,37,9.16 (7.97 to 10.75),9.16,7.97 to 10.75,7.97,10.75,(7.97 to 10.75)
Male.Lung.I.60-64.1.5.positive,rmst,37,9.02 (7.79 to 10.71),9.02,7.79 to 10.71,7.79,10.71,(7.79 to 10.71)
Female.Lung.II.60-64.1.5.positive,rmst,37,6.98 (5.75 to 8.76),6.98,5.75 to 8.76,5.75,8.76,(5.75 to 8.76)
Male.Lung.II.60-64.1.5.positive,rmst,37,6.91 (5.71 to 8.48),6.91,5.71 to 8.48,5.71,8.48,(5.71 to 8.48)
Female.Lung.III.60-64.1.5.positive,rmst,37,2.85 (2.52 to 3.32),2.85,2.52 to 3.32,2.52,3.32,(2.52 to 3.32)
Male.Lung.III.60-64.1.5.positive,rmst,37,2.82 (2.53 to 3.21),2.82,2.53 to 3.21,2.53,3.21,(2.53 to 3.21)
Female.Lung.IV.60-64.1.5.positive,rmst,37,1.01 (0.91 to 1.22),1.01,0.91 to 1.22,0.91,1.22,(0.91 to 1.22)
Male.Lung.IV.60-64.1.5.positive,rmst,37,1.01 (0.91 to 1.17),1.01,0.91 to 1.17,0.91,1.17,(0.91 to 1.17)
Female.Lung.I.65-69.1.5.positive,rmst,32,8.39 (7.44 to 9.33),8.39,7.44 to 9.33,7.44,9.33,(7.44 to 9.33)
Male.Lung.I.65-69.1.5.positive,rmst,32,8.12 (7.28 to 9.02),8.12,7.28 to 9.02,7.28,9.02,(7.28 to 9.02)
Female.Lung.II.65-69.1.5.positive,rmst,32,4.95 (4.34 to 5.68),4.95,4.34 to 5.68,4.34,5.68,(4.34 to 5.68)
Male.Lung.II.65-69.1.5.positive,rmst,32,4.92 (4.3 to 5.76),4.92,4.3 to 5.76,4.3,5.76,(4.3 to 5.76)
Female.Lung.III.65-69.1.5.positive,rmst,32,2.37 (2.15 to 2.66),2.37,2.15 to 2.66,2.15,2.66,(2.15 to 2.66)
Male.Lung.III.65-69.1.5.positive,rmst,32,2.33 (2.13 to 2.64),2.33,2.13 to 2.64,2.13,2.64,(2.13 to 2.64)
Female.Lung.IV.65-69.1.5.positive,rmst,32,0.85 (0.8 to 0.93),0.85,0.8 to 0.93,0.8,0.93,(0.8 to 0.93)
Male.Lung.IV.65-69.1.5.positive,rmst,32,0.85 (0.8 to 0.93),0.85,0.8 to 0.93,0.8,0.93,(0.8 to 0.93)
Female.Lung.I.70-74.1.5.positive,rmst,27,6.5 (5.91 to 7.14),6.5,5.91 to 7.14,5.91,7.14,(5.91 to 7.14)
Male.Lung.I.70-74.1.5.positive,rmst,27,6.36 (5.77 to 7.05),6.36,5.77 to 7.05,5.77,7.05,(5.77 to 7.05)
Female.Lung.II.70-74.1.5.positive,rmst,27,4.26 (3.71 to 4.99),4.26,3.71 to 4.99,3.71,4.99,(3.71 to 4.99)
Male.Lung.II.70-74.1.5.positive,rmst,27,4.21 (3.66 to 4.92),4.21,3.66 to 4.92,3.66,4.92,(3.66 to 4.92)
Female.Lung.III.70-74.1.5.positive,rmst,27,2 (1.85 to 2.23),2,1.85 to 2.23,1.85,2.23,(1.85 to 2.23)
Male.Lung.III.70-74.1.5.positive,rmst,27,1.97 (1.85 to 2.22),1.97,1.85 to 2.22,1.85,2.22,(1.85 to 2.22)
Female.Lung.IV.70-74.1.5.positive,rmst,27,0.77 (0.72 to 0.84),0.77,0.72 to 0.84,0.72,0.84,(0.72 to 0.84)
Male.Lung.IV.70-74.1.5.positive,rmst,27,0.77 (0.72 to 0.84),0.77,0.72 to 0.84,0.72,0.84,(0.72 to 0.84)
Female.Lung.I.75-79.1.5.positive,rmst,22,4.96 (4.53 to 5.42),4.96,4.53 to 5.42,4.53,5.42,(4.53 to 5.42)
Male.Lung.I.75-79.1.5.positive,rmst,22,4.93 (4.57 to 5.44),4.93,4.57 to 5.44,4.57,5.44,(4.57 to 5.44)
Female.Lung.II.75-79.1.5.positive,rmst,22,3.44 (3.05 to 3.84),3.44,3.05 to 3.84,3.05,3.84,(3.05 to 3.84)
Male.Lung.II.75-79.1.5.positive,rmst,22,3.41 (3.05 to 3.93),3.41,3.05 to 3.93,3.05,3.93,(3.05 to 3.93)
Female.Lung.III.75-79.1.5.positive,rmst,22,1.76 (1.59 to 2),1.76,1.59 to 2,1.59,2,(1.59 to 2)
Male.Lung.III.75-79.1.5.positive,rmst,22,1.77 (1.59 to 2.01),1.77,1.59 to 2.01,1.59,2.01,(1.59 to 2.01)
Female.Lung.IV.75-79.1.5.positive,rmst,22,0.69 (0.63 to 0.75),0.69,0.63 to 0.75,0.63,0.75,(0.63 to 0.75)
Male.Lung.IV.75-79.1.5.positive,rmst,22,0.68 (0.63 to 0.73),0.68,0.63 to 0.73,0.63,0.73,(0.63 to 0.73)
Female.Lung.I.50-54.3.positive,rmst,47,8.83 (6.99 to 11.62),8.83,6.99 to 11.62,6.99,11.62,(6.99 to 11.62)
Male.Lung.I.50-54.3.positive,rmst,47,8.72 (6.88 to 11.56),8.72,6.88 to 11.56,6.88,11.56,(6.88 to 11.56)
Female.Lung.II.50-54.3.positive,rmst,47,8.33 (6.49 to 9.5),8.33,6.49 to 9.5,6.49,9.5,(6.49 to 9.5)
Male.Lung.II.50-54.3.positive,rmst,47,5.95 (4.6 to 8.3),5.95,4.6 to 8.3,4.6,8.3,(4.6 to 8.3)
Female.Lung.III.50-54.3.positive,rmst,47,3.25 (2.66 to 4.26),3.25,2.66 to 4.26,2.66,4.26,(2.66 to 4.26)
Male.Lung.III.50-54.3.positive,rmst,47,3.24 (2.69 to 4.3),3.24,2.69 to 4.3,2.69,4.3,(2.69 to 4.3)
Female.Lung.IV.50-54.3.positive,rmst,47,1.24 (1.06 to 1.6),1.24,1.06 to 1.6,1.06,1.6,(1.06 to 1.6)
Male.Lung.IV.50-54.3.positive,rmst,47,1.23 (1.05 to 1.6),1.23,1.05 to 1.6,1.05,1.6,(1.05 to 1.6)
Female.Lung.I.55-59.3.positive,rmst,42,6.01 (5.2 to 7.03),6.01,5.2 to 7.03,5.2,7.03,(5.2 to 7.03)
Male.Lung.I.55-59.3.positive,rmst,42,6.01 (5.2 to 7.07),6.01,5.2 to 7.07,5.2,7.07,(5.2 to 7.07)
Female.Lung.II.55-59.3.positive,rmst,42,8.04 (5.89 to 11.68),8.04,5.89 to 11.68,5.89,11.68,(5.89 to 11.68)
Male.Lung.II.55-59.3.positive,rmst,42,7.94 (5.85 to 11.35),7.94,5.85 to 11.35,5.85,11.35,(5.85 to 11.35)
Female.Lung.III.55-59.3.positive,rmst,42,2.5 (2.26 to 2.88),2.5,2.26 to 2.88,2.26,2.88,(2.26 to 2.88)
Male.Lung.III.55-59.3.positive,rmst,42,2.51 (2.26 to 2.91),2.51,2.26 to 2.91,2.26,2.91,(2.26 to 2.91)
Female.Lung.IV.55-59.3.positive,rmst,42,0.94 (0.88 to 1.05),0.94,0.88 to 1.05,0.88,1.05,(0.88 to 1.05)
Male.Lung.IV.55-59.3.positive,rmst,42,0.95 (0.89 to 1.05),0.95,0.89 to 1.05,0.89,1.05,(0.89 to 1.05)
Female.Lung.I.60-64.3.positive,rmst,37,5.86 (5.16 to 6.75),5.86,5.16 to 6.75,5.16,6.75,(5.16 to 6.75)
Male.Lung.I.60-64.3.positive,rmst,37,5.91 (5.19 to 6.63),5.91,5.19 to 6.63,5.19,6.63,(5.19 to 6.63)
Female.Lung.II.60-64.3.positive,rmst,37,6.11 (5.2 to 7.71),6.11,5.2 to 7.71,5.2,7.71,(5.2 to 7.71)
Male.Lung.II.60-64.3.positive,rmst,37,6.11 (5.15 to 7.49),6.11,5.15 to 7.49,5.15,7.49,(5.15 to 7.49)
Female.Lung.III.60-64.3.positive,rmst,37,2.51 (2.3 to 2.86),2.51,2.3 to 2.86,2.3,2.86,(2.3 to 2.86)
Male.Lung.III.60-64.3.positive,rmst,37,2.53 (2.23 to 2.86),2.53,2.23 to 2.86,2.23,2.86,(2.23 to 2.86)
Female.Lung.IV.60-64.3.positive,rmst,37,0.88 (0.82 to 0.98),0.88,0.82 to 0.98,0.82,0.98,(0.82 to 0.98)
Male.Lung.IV.60-64.3.positive,rmst,37,0.88 (0.82 to 1),0.88,0.82 to 1,0.82,1,(0.82 to 1)
Female.Lung.I.65-69.3.positive,rmst,32,5.35 (4.87 to 5.97),5.35,4.87 to 5.97,4.87,5.97,(4.87 to 5.97)
Male.Lung.I.65-69.3.positive,rmst,32,5.31 (4.85 to 5.91),5.31,4.85 to 5.91,4.85,5.91,(4.85 to 5.91)
Female.Lung.II.65-69.3.positive,rmst,32,4.31 (3.8 to 4.94),4.31,3.8 to 4.94,3.8,4.94,(3.8 to 4.94)
Male.Lung.II.65-69.3.positive,rmst,32,4.31 (3.87 to 4.8),4.31,3.87 to 4.8,3.87,4.8,(3.87 to 4.8)
Female.Lung.III.65-69.3.positive,rmst,32,2.09 (1.94 to 2.32),2.09,1.94 to 2.32,1.94,2.32,(1.94 to 2.32)
Male.Lung.III.65-69.3.positive,rmst,32,2.09 (1.94 to 2.29),2.09,1.94 to 2.29,1.94,2.29,(1.94 to 2.29)
Female.Lung.IV.65-69.3.positive,rmst,32,0.75 (0.72 to 0.8),0.75,0.72 to 0.8,0.72,0.8,(0.72 to 0.8)
Male.Lung.IV.65-69.3.positive,rmst,32,0.75 (0.72 to 0.8),0.75,0.72 to 0.8,0.72,0.8,(0.72 to 0.8)
Female.Lung.I.70-74.3.positive,rmst,27,3.88 (3.65 to 4.2),3.88,3.65 to 4.2,3.65,4.2,(3.65 to 4.2)
Male.Lung.I.70-74.3.positive,rmst,27,3.87 (3.62 to 4.17),3.87,3.62 to 4.17,3.62,4.17,(3.62 to 4.17)
Female.Lung.II.70-74.3.positive,rmst,27,3.62 (3.18 to 4.16),3.62,3.18 to 4.16,3.18,4.16,(3.18 to 4.16)
Male.Lung.II.70-74.3.positive,rmst,27,3.58 (3.16 to 4.11),3.58,3.16 to 4.11,3.16,4.11,(3.16 to 4.11)
Female.Lung.III.70-74.3.positive,rmst,27,1.76 (1.66 to 1.9),1.76,1.66 to 1.9,1.66,1.9,(1.66 to 1.9)
Male.Lung.III.70-74.3.positive,rmst,27,1.76 (1.65 to 1.91),1.76,1.65 to 1.91,1.65,1.91,(1.65 to 1.91)
Female.Lung.IV.70-74.3.positive,rmst,27,0.67 (0.65 to 0.71),0.67,0.65 to 0.71,0.65,0.71,(0.65 to 0.71)
Male.Lung.IV.70-74.3.positive,rmst,27,0.67 (0.65 to 0.71),0.67,0.65 to 0.71,0.65,0.71,(0.65 to 0.71)
Female.Lung.I.75-79.3.positive,rmst,22,2.93 (2.79 to 3.1),2.93,2.79 to 3.1,2.79,3.1,(2.79 to 3.1)
Male.Lung.I.75-79.3.positive,rmst,22,2.93 (2.79 to 3.09),2.93,2.79 to 3.09,2.79,3.09,(2.79 to 3.09)
Female.Lung.II.75-79.3.positive,rmst,22,2.91 (2.65 to 3.25),2.91,2.65 to 3.25,2.65,3.25,(2.65 to 3.25)
Male.Lung.II.75-79.3.positive,rmst,22,2.88 (2.61 to 3.27),2.88,2.61 to 3.27,2.61,3.27,(2.61 to 3.27)
Female.Lung.III.75-79.3.positive,rmst,22,1.53 (1.42 to 1.68),1.53,1.42 to 1.68,1.42,1.68,(1.42 to 1.68)
Male.Lung.III.75-79.3.positive,rmst,22,1.52 (1.42 to 1.68),1.52,1.42 to 1.68,1.42,1.68,(1.42 to 1.68)
Female.Lung.IV.75-79.3.positive,rmst,22,0.57 (0.55 to 0.61),0.57,0.55 to 0.61,0.55,0.61,(0.55 to 0.61)
Male.Lung.IV.75-79.3.positive,rmst,22,0.58 (0.55 to 0.62),0.58,0.55 to 0.62,0.55,0.62,(0.55 to 0.62)
