characteristics,variable,t,median_CrI,median,CrI_temp,2.5%,97.5%,CrI
Male.Pancreas.IV.70-74.1.positive,rmst,27,0.51 (0.44 to 0.63),0.51,0.44 to 0.63,0.44,0.63,(0.44 to 0.63)
Female.Pancreas.I.75-79.1.positive,rmst,22,2.77 (2.06 to 3.57),2.77,2.06 to 3.57,2.06,3.57,(2.06 to 3.57)
Male.Pancreas.I.75-79.1.positive,rmst,22,2.64 (2.01 to 3.3),2.64,2.01 to 3.3,2.01,3.3,(2.01 to 3.3)
Female.Pancreas.II.75-79.1.positive,rmst,22,2.68 (2.11 to 3.4),2.68,2.11 to 3.4,2.11,3.4,(2.11 to 3.4)
Male.Pancreas.II.75-79.1.positive,rmst,22,2.69 (2.15 to 3.2),2.69,2.15 to 3.2,2.15,3.2,(2.15 to 3.2)
Female.Pancreas.III.75-79.1.positive,rmst,22,1.28 (1.03 to 1.78),1.28,1.03 to 1.78,1.03,1.78,(1.03 to 1.78)
Male.Pancreas.III.75-79.1.positive,rmst,22,1.27 (1.02 to 1.72),1.27,1.02 to 1.72,1.02,1.72,(1.02 to 1.72)
Female.Pancreas.IV.75-79.1.positive,rmst,22,0.46 (0.44 to 0.48),0.46,0.44 to 0.48,0.44,0.48,(0.44 to 0.48)
Male.Pancreas.IV.75-79.1.positive,rmst,22,0.45 (0.39 to 0.51),0.45,0.39 to 0.51,0.39,0.51,(0.39 to 0.51)
Female.Pancreas.I.50-54.1.5.positive,rmst,47,11.58 (6.5 to 19.29),11.58,6.5 to 19.29,6.5,19.29,(6.5 to 19.29)
Male.Pancreas.I.50-54.1.5.positive,rmst,47,11.18 (6.36 to 18.91),11.18,6.36 to 18.91,6.36,18.91,(6.36 to 18.91)
Female.Pancreas.II.50-54.1.5.positive,rmst,47,3.12 (2.45 to 4.8),3.12,2.45 to 4.8,2.45,4.8,(2.45 to 4.8)
Male.Pancreas.II.50-54.1.5.positive,rmst,47,3.14 (2.43 to 4.62),3.14,2.43 to 4.62,2.43,4.62,(2.43 to 4.62)
Female.Pancreas.III.50-54.1.5.positive,rmst,47,2.05 (1.62 to 3.83),2.05,1.62 to 3.83,1.62,3.83,(1.62 to 3.83)
Male.Pancreas.III.50-54.1.5.positive,rmst,47,2.02 (1.59 to 3.6),2.02,1.59 to 3.6,1.59,3.6,(1.59 to 3.6)
Female.Pancreas.IV.50-54.1.5.positive,rmst,47,1.02 (0.8 to 1.69),1.02,0.8 to 1.69,0.8,1.69,(0.8 to 1.69)
Male.Pancreas.IV.50-54.1.5.positive,rmst,47,1.02 (0.81 to 1.71),1.02,0.81 to 1.71,0.81,1.71,(0.81 to 1.71)
Female.Pancreas.I.55-59.1.5.positive,rmst,42,7.92 (4.15 to 14.17),7.92,4.15 to 14.17,4.15,14.17,(4.15 to 14.17)
Male.Pancreas.I.55-59.1.5.positive,rmst,42,8.24 (4.31 to 13.77),8.24,4.31 to 13.77,4.31,13.77,(4.31 to 13.77)
Female.Pancreas.II.55-59.1.5.positive,rmst,42,2.72 (2.19 to 3.95),2.72,2.19 to 3.95,2.19,3.95,(2.19 to 3.95)
Male.Pancreas.II.55-59.1.5.positive,rmst,42,2.7 (2.2 to 3.95),2.7,2.2 to 3.95,2.2,3.95,(2.2 to 3.95)
Female.Pancreas.III.55-59.1.5.positive,rmst,42,1.97 (1.54 to 3.18),1.97,1.54 to 3.18,1.54,3.18,(1.54 to 3.18)
Male.Pancreas.III.55-59.1.5.positive,rmst,42,1.95 (1.56 to 3.11),1.95,1.56 to 3.11,1.56,3.11,(1.56 to 3.11)
Female.Pancreas.IV.55-59.1.5.positive,rmst,42,1.02 (0.74 to 1.69),1.02,0.74 to 1.69,0.74,1.69,(0.74 to 1.69)
Male.Pancreas.IV.55-59.1.5.positive,rmst,42,1.05 (0.76 to 1.58),1.05,0.76 to 1.58,0.76,1.58,(0.76 to 1.58)
Female.Pancreas.I.60-64.1.5.positive,rmst,37,4.85 (3.15 to 7.75),4.85,3.15 to 7.75,3.15,7.75,(3.15 to 7.75)
Male.Pancreas.I.60-64.1.5.positive,rmst,37,4.77 (3.18 to 7.7),4.77,3.18 to 7.7,3.18,7.7,(3.18 to 7.7)
Female.Pancreas.II.60-64.1.5.positive,rmst,37,2.74 (2.23 to 3.67),2.74,2.23 to 3.67,2.23,3.67,(2.23 to 3.67)
Male.Pancreas.II.60-64.1.5.positive,rmst,37,2.77 (2.25 to 3.91),2.77,2.25 to 3.91,2.25,3.91,(2.25 to 3.91)
Female.Pancreas.III.60-64.1.5.positive,rmst,37,1.38 (1.2 to 2.02),1.38,1.2 to 2.02,1.2,2.02,(1.2 to 2.02)
Male.Pancreas.III.60-64.1.5.positive,rmst,37,1.4 (1.2 to 2.06),1.4,1.2 to 2.06,1.2,2.06,(1.2 to 2.06)
Female.Pancreas.IV.60-64.1.5.positive,rmst,37,0.66 (0.58 to 0.95),0.66,0.58 to 0.95,0.58,0.95,(0.58 to 0.95)
Male.Pancreas.IV.60-64.1.5.positive,rmst,37,0.67 (0.59 to 0.86),0.67,0.59 to 0.86,0.59,0.86,(0.59 to 0.86)
Female.Pancreas.I.65-69.1.5.positive,rmst,32,5.27 (3.54 to 7.15),5.27,3.54 to 7.15,3.54,7.15,(3.54 to 7.15)
Male.Pancreas.I.65-69.1.5.positive,rmst,32,5.07 (3.41 to 6.72),5.07,3.41 to 6.72,3.41,6.72,(3.41 to 6.72)
Female.Pancreas.II.65-69.1.5.positive,rmst,32,2.81 (2.29 to 3.88),2.81,2.29 to 3.88,2.29,3.88,(2.29 to 3.88)
Male.Pancreas.II.65-69.1.5.positive,rmst,32,2.81 (2.28 to 3.78),2.81,2.28 to 3.78,2.28,3.78,(2.28 to 3.78)
Female.Pancreas.III.65-69.1.5.positive,rmst,32,1.45 (1.21 to 2.08),1.45,1.21 to 2.08,1.21,2.08,(1.21 to 2.08)
Male.Pancreas.III.65-69.1.5.positive,rmst,32,1.44 (1.2 to 2.1),1.44,1.2 to 2.1,1.2,2.1,(1.2 to 2.1)
Female.Pancreas.IV.65-69.1.5.positive,rmst,32,0.57 (0.52 to 0.69),0.57,0.52 to 0.69,0.52,0.69,(0.52 to 0.69)
Male.Pancreas.IV.65-69.1.5.positive,rmst,32,0.57 (0.51 to 0.68),0.57,0.51 to 0.68,0.51,0.68,(0.51 to 0.68)
Female.Pancreas.I.70-74.1.5.positive,rmst,27,3.39 (2.33 to 4.55),3.39,2.33 to 4.55,2.33,4.55,(2.33 to 4.55)
Male.Pancreas.I.70-74.1.5.positive,rmst,27,3.22 (2.29 to 4.29),3.22,2.29 to 4.29,2.29,4.29,(2.29 to 4.29)
Female.Pancreas.II.70-74.1.5.positive,rmst,27,2.12 (1.83 to 2.55),2.12,1.83 to 2.55,1.83,2.55,(1.83 to 2.55)
Male.Pancreas.II.70-74.1.5.positive,rmst,27,2.12 (1.86 to 2.46),2.12,1.86 to 2.46,1.86,2.46,(1.86 to 2.46)
Female.Pancreas.III.70-74.1.5.positive,rmst,27,1.33 (1.1 to 1.8),1.33,1.1 to 1.8,1.1,1.8,(1.1 to 1.8)
Male.Pancreas.III.70-74.1.5.positive,rmst,27,1.35 (1.1 to 1.79),1.35,1.1 to 1.79,1.1,1.79,(1.1 to 1.79)
Female.Pancreas.IV.70-74.1.5.positive,rmst,27,0.48 (0.43 to 0.62),0.48,0.43 to 0.62,0.43,0.62,(0.43 to 0.62)
Male.Pancreas.IV.70-74.1.5.positive,rmst,27,0.49 (0.42 to 0.6),0.49,0.42 to 0.6,0.42,0.6,(0.42 to 0.6)
Female.Pancreas.I.75-79.1.5.positive,rmst,22,2.31 (1.75 to 2.89),2.31,1.75 to 2.89,1.75,2.89,(1.75 to 2.89)
Male.Pancreas.I.75-79.1.5.positive,rmst,22,2.22 (1.69 to 2.68),2.22,1.69 to 2.68,1.69,2.68,(1.69 to 2.68)
Female.Pancreas.II.75-79.1.5.positive,rmst,22,2.2 (1.78 to 2.73),2.2,1.78 to 2.73,1.78,2.73,(1.78 to 2.73)
Male.Pancreas.II.75-79.1.5.positive,rmst,22,2.18 (1.78 to 2.64),2.18,1.78 to 2.64,1.78,2.64,(1.78 to 2.64)
Female.Pancreas.III.75-79.1.5.positive,rmst,22,1.14 (0.93 to 1.59),1.14,0.93 to 1.59,0.93,1.59,(0.93 to 1.59)
Male.Pancreas.III.75-79.1.5.positive,rmst,22,1.13 (0.92 to 1.5),1.13,0.92 to 1.5,0.92,1.5,(0.92 to 1.5)
Female.Pancreas.IV.75-79.1.5.positive,rmst,22,0.44 (0.38 to 0.51),0.44,0.38 to 0.51,0.38,0.51,(0.38 to 0.51)
Male.Pancreas.IV.75-79.1.5.positive,rmst,22,0.43 (0.38 to 0.49),0.43,0.38 to 0.49,0.38,0.49,(0.38 to 0.49)
Female.Pancreas.I.50-54.3.positive,rmst,47,9.48 (5.28 to 16.67),9.48,5.28 to 16.67,5.28,16.67,(5.28 to 16.67)
Male.Pancreas.I.50-54.3.positive,rmst,47,9.2 (5.28 to 17.24),9.2,5.28 to 17.24,5.28,17.24,(5.28 to 17.24)
Female.Pancreas.II.50-54.3.positive,rmst,47,2.22 (1.85 to 2.94),2.22,1.85 to 2.94,1.85,2.94,(1.85 to 2.94)
Male.Pancreas.II.50-54.3.positive,rmst,47,2.21 (1.86 to 2.85),2.21,1.86 to 2.85,1.86,2.85,(1.86 to 2.85)
Female.Pancreas.III.50-54.3.positive,rmst,47,1.72 (1.45 to 2.36),1.72,1.45 to 2.36,1.45,2.36,(1.45 to 2.36)
Male.Pancreas.III.50-54.3.positive,rmst,47,1.71 (1.46 to 2.46),1.71,1.46 to 2.46,1.46,2.46,(1.46 to 2.46)
Female.Pancreas.IV.50-54.3.positive,rmst,47,0.89 (0.73 to 1.48),0.89,0.73 to 1.48,0.73,1.48,(0.73 to 1.48)
Male.Pancreas.IV.50-54.3.positive,rmst,47,0.9 (0.74 to 1.44),0.9,0.74 to 1.44,0.74,1.44,(0.74 to 1.44)
Female.Pancreas.I.55-59.3.positive,rmst,42,5.68 (3.51 to 11.09),5.68,3.51 to 11.09,3.51,11.09,(3.51 to 11.09)
Male.Pancreas.I.55-59.3.positive,rmst,42,5.85 (3.26 to 10.96),5.85,3.26 to 10.96,3.26,10.96,(3.26 to 10.96)
Female.Pancreas.II.55-59.3.positive,rmst,42,1.93 (1.67 to 2.49),1.93,1.67 to 2.49,1.67,2.49,(1.67 to 2.49)
Male.Pancreas.II.55-59.3.positive,rmst,42,1.94 (1.68 to 2.56),1.94,1.68 to 2.56,1.68,2.56,(1.68 to 2.56)
Female.Pancreas.III.55-59.3.positive,rmst,42,1.6 (1.35 to 2.25),1.6,1.35 to 2.25,1.35,2.25,(1.35 to 2.25)
Male.Pancreas.III.55-59.3.positive,rmst,42,1.6 (1.36 to 2.15),1.6,1.36 to 2.15,1.36,2.15,(1.36 to 2.15)
Female.Pancreas.IV.55-59.3.positive,rmst,42,0.94 (0.68 to 1.42),0.94,0.68 to 1.42,0.68,1.42,(0.68 to 1.42)
Male.Pancreas.IV.55-59.3.positive,rmst,42,0.95 (0.69 to 1.36),0.95,0.69 to 1.36,0.69,1.36,(0.69 to 1.36)
Female.Pancreas.I.60-64.3.positive,rmst,37,3.32 (2.34 to 5.45),3.32,2.34 to 5.45,2.34,5.45,(2.34 to 5.45)
Male.Pancreas.I.60-64.3.positive,rmst,37,3.25 (2.33 to 5.06),3.25,2.33 to 5.06,2.33,5.06,(2.33 to 5.06)
Female.Pancreas.II.60-64.3.positive,rmst,37,1.89 (1.68 to 2.25),1.89,1.68 to 2.25,1.68,2.25,(1.68 to 2.25)
Male.Pancreas.II.60-64.3.positive,rmst,37,1.88 (1.67 to 2.26),1.88,1.67 to 2.26,1.67,2.26,(1.67 to 2.26)
Female.Pancreas.III.60-64.3.positive,rmst,37,1.2 (1.09 to 1.42),1.2,1.09 to 1.42,1.09,1.42,(1.09 to 1.42)
Male.Pancreas.III.60-64.3.positive,rmst,37,1.2 (1.1 to 1.43),1.2,1.1 to 1.43,1.1,1.43,(1.1 to 1.43)
Female.Pancreas.IV.60-64.3.positive,rmst,37,0.58 (0.53 to 0.66),0.58,0.53 to 0.66,0.53,0.66,(0.53 to 0.66)
Male.Pancreas.IV.60-64.3.positive,rmst,37,0.58 (0.53 to 0.66),0.58,0.53 to 0.66,0.53,0.66,(0.53 to 0.66)
Female.Pancreas.I.65-69.3.positive,rmst,32,3.5 (2.43 to 4.97),3.5,2.43 to 4.97,2.43,4.97,(2.43 to 4.97)
Male.Pancreas.I.65-69.3.positive,rmst,32,3.47 (2.39 to 4.78),3.47,2.39 to 4.78,2.39,4.78,(2.39 to 4.78)
Female.Pancreas.II.65-69.3.positive,rmst,32,1.87 (1.66 to 2.19),1.87,1.66 to 2.19,1.66,2.19,(1.66 to 2.19)
Male.Pancreas.II.65-69.3.positive,rmst,32,1.86 (1.66 to 2.24),1.86,1.66 to 2.24,1.66,2.24,(1.66 to 2.24)
Female.Pancreas.III.65-69.3.positive,rmst,32,1.2 (1.07 to 1.58),1.2,1.07 to 1.58,1.07,1.58,(1.07 to 1.58)
Male.Pancreas.III.65-69.3.positive,rmst,32,1.2 (1.07 to 1.55),1.2,1.07 to 1.55,1.07,1.55,(1.07 to 1.55)
Female.Pancreas.IV.65-69.3.positive,rmst,32,0.5 (0.47 to 0.55),0.5,0.47 to 0.55,0.47,0.55,(0.47 to 0.55)
Male.Pancreas.IV.65-69.3.positive,rmst,32,0.5 (0.47 to 0.54),0.5,0.47 to 0.54,0.47,0.54,(0.47 to 0.54)
Female.Pancreas.I.70-74.3.positive,rmst,27,2.27 (1.63 to 3.01),2.27,1.63 to 3.01,1.63,3.01,(1.63 to 3.01)
Male.Pancreas.I.70-74.3.positive,rmst,27,2.19 (1.63 to 2.86),2.19,1.63 to 2.86,1.63,2.86,(1.63 to 2.86)
Female.Pancreas.II.70-74.3.positive,rmst,27,1.47 (1.36 to 1.6),1.47,1.36 to 1.6,1.36,1.6,(1.36 to 1.6)
Male.Pancreas.II.70-74.3.positive,rmst,27,1.47 (1.36 to 1.61),1.47,1.36 to 1.61,1.36,1.61,(1.36 to 1.61)
Female.Pancreas.III.70-74.3.positive,rmst,27,1.05 (0.94 to 1.28),1.05,0.94 to 1.28,0.94,1.28,(0.94 to 1.28)
Male.Pancreas.III.70-74.3.positive,rmst,27,1.05 (0.94 to 1.26),1.05,0.94 to 1.26,0.94,1.26,(0.94 to 1.26)
Female.Pancreas.IV.70-74.3.positive,rmst,27,0.41 (0.38 to 0.46),0.41,0.38 to 0.46,0.38,0.46,(0.38 to 0.46)
Male.Pancreas.IV.70-74.3.positive,rmst,27,0.41 (0.38 to 0.46),0.41,0.38 to 0.46,0.38,0.46,(0.38 to 0.46)
Female.Pancreas.I.75-79.3.positive,rmst,22,1.41 (1.14 to 1.79),1.41,1.14 to 1.79,1.14,1.79,(1.14 to 1.79)
Male.Pancreas.I.75-79.3.positive,rmst,22,1.38 (1.12 to 1.7),1.38,1.12 to 1.7,1.12,1.7,(1.12 to 1.7)
Female.Pancreas.II.75-79.3.positive,rmst,22,1.35 (1.2 to 1.6),1.35,1.2 to 1.6,1.2,1.6,(1.2 to 1.6)
Male.Pancreas.II.75-79.3.positive,rmst,22,1.36 (1.2 to 1.61),1.36,1.2 to 1.61,1.2,1.61,(1.2 to 1.61)
Female.Pancreas.III.75-79.3.positive,rmst,22,0.88 (0.79 to 1.06),0.88,0.79 to 1.06,0.79,1.06,(0.79 to 1.06)
Male.Pancreas.III.75-79.3.positive,rmst,22,0.87 (0.78 to 1.05),0.87,0.78 to 1.05,0.78,1.05,(0.78 to 1.05)
Female.Pancreas.IV.75-79.3.positive,rmst,22,0.36 (0.34 to 0.4),0.36,0.34 to 0.4,0.34,0.4,(0.34 to 0.4)
Male.Pancreas.IV.75-79.3.positive,rmst,22,0.36 (0.34 to 0.4),0.36,0.34 to 0.4,0.34,0.4,(0.34 to 0.4)
