characteristics,variable,t,median_CrI,median,CrI_temp,2.5%,97.5%,CrI
Female.Melanoma.I.75-79.1.positive,rmst,22,11 (10.99 to 11),11,10.99 to 11,10.99,11,(10.99 to 11)
Male.Melanoma.I.75-79.1.positive,rmst,22,9.59 (9.58 to 9.59),9.59,9.58 to 9.59,9.58,9.59,(9.58 to 9.59)
Female.Melanoma.II.75-79.1.positive,rmst,22,10.53 (10.21 to 10.81),10.53,10.21 to 10.81,10.21,10.81,(10.21 to 10.81)
Male.Melanoma.II.75-79.1.positive,rmst,22,9.59 (9.36 to 9.59),9.59,9.36 to 9.59,9.36,9.59,(9.36 to 9.59)
Female.Melanoma.III.75-79.1.positive,rmst,22,8.95 (8.19 to 9.5),8.95,8.19 to 9.5,8.19,9.5,(8.19 to 9.5)
Male.Melanoma.III.75-79.1.positive,rmst,22,8.1 (7.5 to 8.57),8.1,7.5 to 8.57,7.5,8.57,(7.5 to 8.57)
Female.Melanoma.IV.75-79.1.positive,rmst,22,3.77 (2.44 to 5.18),3.77,2.44 to 5.18,2.44,5.18,(2.44 to 5.18)
Male.Melanoma.IV.75-79.1.positive,rmst,22,3.71 (2.62 to 4.86),3.71,2.62 to 4.86,2.62,4.86,(2.62 to 4.86)
Female.Melanoma.I.50-54.1.5.positive,rmst,47,31.64 (31.61 to 31.64),31.64,31.61 to 31.64,31.61,31.64,(31.61 to 31.64)
Male.Melanoma.I.50-54.1.5.positive,rmst,47,28.8 (28.76 to 28.8),28.8,28.76 to 28.8,28.76,28.8,(28.76 to 28.8)
Female.Melanoma.II.50-54.1.5.positive,rmst,47,14.02 (9.86 to 20.49),14.02,9.86 to 20.49,9.86,20.49,(9.86 to 20.49)
Male.Melanoma.II.50-54.1.5.positive,rmst,47,13.78 (10.05 to 20.21),13.78,10.05 to 20.21,10.05,20.21,(10.05 to 20.21)
Female.Melanoma.III.50-54.1.5.positive,rmst,47,13.28 (8.85 to 18.82),13.28,8.85 to 18.82,8.85,18.82,(8.85 to 18.82)
Male.Melanoma.III.50-54.1.5.positive,rmst,47,12.99 (8.92 to 18.74),12.99,8.92 to 18.74,8.92,18.74,(8.92 to 18.74)
Female.Melanoma.IV.50-54.1.5.positive,rmst,47,8.33 (4.2 to 15.48),8.33,4.2 to 15.48,4.2,15.48,(4.2 to 15.48)
Male.Melanoma.IV.50-54.1.5.positive,rmst,47,8.21 (3.99 to 14.89),8.21,3.99 to 14.89,3.99,14.89,(3.99 to 14.89)
Female.Melanoma.I.55-59.1.5.positive,rmst,42,27.11 (27.08 to 27.11),27.11,27.08 to 27.11,27.08,27.11,(27.08 to 27.11)
Male.Melanoma.I.55-59.1.5.positive,rmst,42,24.46 (24.43 to 24.46),24.46,24.43 to 24.46,24.43,24.46,(24.43 to 24.46)
Female.Melanoma.II.55-59.1.5.positive,rmst,42,10.92 (8.16 to 15.61),10.92,8.16 to 15.61,8.16,15.61,(8.16 to 15.61)
Male.Melanoma.II.55-59.1.5.positive,rmst,42,10.75 (7.93 to 15.26),10.75,7.93 to 15.26,7.93,15.26,(7.93 to 15.26)
Female.Melanoma.III.55-59.1.5.positive,rmst,42,10.43 (7 to 15.91),10.43,7 to 15.91,7,15.91,(7 to 15.91)
Male.Melanoma.III.55-59.1.5.positive,rmst,42,10.33 (6.97 to 15.52),10.33,6.97 to 15.52,6.97,15.52,(6.97 to 15.52)
Female.Melanoma.IV.55-59.1.5.positive,rmst,42,4.1 (2.42 to 7.84),4.1,2.42 to 7.84,2.42,7.84,(2.42 to 7.84)
Male.Melanoma.IV.55-59.1.5.positive,rmst,42,3.94 (2.36 to 7.47),3.94,2.36 to 7.47,2.36,7.47,(2.36 to 7.47)
Female.Melanoma.I.60-64.1.5.positive,rmst,37,22.74 (22.74 to 22.74),22.74,22.74 to 22.74,22.74,22.74,(22.74 to 22.74)
Male.Melanoma.I.60-64.1.5.positive,rmst,37,20.32 (20.31 to 20.32),20.32,20.31 to 20.32,20.31,20.32,(20.31 to 20.32)
Female.Melanoma.II.60-64.1.5.positive,rmst,37,13.43 (10.39 to 17.12),13.43,10.39 to 17.12,10.39,17.12,(10.39 to 17.12)
Male.Melanoma.II.60-64.1.5.positive,rmst,37,13.54 (10.32 to 16.42),13.54,10.32 to 16.42,10.32,16.42,(10.32 to 16.42)
Female.Melanoma.III.60-64.1.5.positive,rmst,37,9.15 (6.6 to 12.54),9.15,6.6 to 12.54,6.6,12.54,(6.6 to 12.54)
Male.Melanoma.III.60-64.1.5.positive,rmst,37,8.89 (6.7 to 11.88),8.89,6.7 to 11.88,6.7,11.88,(6.7 to 11.88)
Female.Melanoma.IV.60-64.1.5.positive,rmst,37,4.52 (2.95 to 7.53),4.52,2.95 to 7.53,2.95,7.53,(2.95 to 7.53)
Male.Melanoma.IV.60-64.1.5.positive,rmst,37,4.44 (2.85 to 7.39),4.44,2.85 to 7.39,2.85,7.39,(2.85 to 7.39)
Female.Melanoma.II.65-69.1.5.positive,rmst,32,10.11 (8.38 to 12.29),10.11,8.38 to 12.29,8.38,12.29,(8.38 to 12.29)
Male.Melanoma.II.65-69.1.5.positive,rmst,32,9.89 (8.4 to 11.88),9.89,8.4 to 11.88,8.4,11.88,(8.4 to 11.88)
Female.Melanoma.III.65-69.1.5.positive,rmst,32,8.59 (6.49 to 11.62),8.59,6.49 to 11.62,6.49,11.62,(6.49 to 11.62)
Male.Melanoma.III.65-69.1.5.positive,rmst,32,8.7 (6.45 to 11.52),8.7,6.45 to 11.52,6.45,11.52,(6.45 to 11.52)
Female.Melanoma.IV.65-69.1.5.positive,rmst,32,3.91 (2.59 to 6.14),3.91,2.59 to 6.14,2.59,6.14,(2.59 to 6.14)
Male.Melanoma.IV.65-69.1.5.positive,rmst,32,3.88 (2.61 to 5.81),3.88,2.61 to 5.81,2.61,5.81,(2.61 to 5.81)
Female.Melanoma.I.70-74.1.5.positive,rmst,27,14.6 (14.59 to 14.6),14.6,14.59 to 14.6,14.59,14.6,(14.59 to 14.6)
Male.Melanoma.I.70-74.1.5.positive,rmst,27,12.8 (12.8 to 12.8),12.8,12.8 to 12.8,12.8,12.8,(12.8 to 12.8)
Female.Melanoma.II.70-74.1.5.positive,rmst,27,11.8 (9.47 to 12.64),11.8,9.47 to 12.64,9.47,12.64,(9.47 to 12.64)
Male.Melanoma.II.70-74.1.5.positive,rmst,27,11.08 (8.95 to 11.57),11.08,8.95 to 11.57,8.95,11.57,(8.95 to 11.57)
Female.Melanoma.III.70-74.1.5.positive,rmst,27,6.91 (5.27 to 9.15),6.91,5.27 to 9.15,5.27,9.15,(5.27 to 9.15)
Male.Melanoma.III.70-74.1.5.positive,rmst,27,7.01 (5.33 to 9.5),7.01,5.33 to 9.5,5.33,9.5,(5.33 to 9.5)
Female.Melanoma.IV.70-74.1.5.positive,rmst,27,4.38 (2.87 to 5.56),4.38,2.87 to 5.56,2.87,5.56,(2.87 to 5.56)
Male.Melanoma.IV.70-74.1.5.positive,rmst,27,4.1 (2.73 to 5.23),4.1,2.73 to 5.23,2.73,5.23,(2.73 to 5.23)
Female.Melanoma.I.75-79.1.5.positive,rmst,22,11 (10.99 to 11),11,10.99 to 11,10.99,11,(10.99 to 11)
Male.Melanoma.I.75-79.1.5.positive,rmst,22,9.59 (9.58 to 9.59),9.59,9.58 to 9.59,9.58,9.59,(9.58 to 9.59)
Female.Melanoma.II.75-79.1.5.positive,rmst,22,9.88 (9.1 to 10.15),9.88,9.1 to 10.15,9.1,10.15,(9.1 to 10.15)
Male.Melanoma.II.75-79.1.5.positive,rmst,22,8.92 (8.56 to 9.15),8.92,8.56 to 9.15,8.56,9.15,(8.56 to 9.15)
Female.Melanoma.III.75-79.1.5.positive,rmst,22,7.78 (6.86 to 8.36),7.78,6.86 to 8.36,6.86,8.36,(6.86 to 8.36)
Male.Melanoma.III.75-79.1.5.positive,rmst,22,7.08 (6.41 to 7.65),7.08,6.41 to 7.65,6.41,7.65,(6.41 to 7.65)
Female.Melanoma.IV.75-79.1.5.positive,rmst,22,3.73 (2.47 to 5.15),3.73,2.47 to 5.15,2.47,5.15,(2.47 to 5.15)
Male.Melanoma.IV.75-79.1.5.positive,rmst,22,3.65 (2.56 to 4.77),3.65,2.56 to 4.77,2.56,4.77,(2.56 to 4.77)
Female.Melanoma.I.50-54.3.positive,rmst,47,31.62 (31.42 to 31.64),31.62,31.42 to 31.64,31.42,31.64,(31.42 to 31.64)
Male.Melanoma.I.50-54.3.positive,rmst,47,28.8 (28.72 to 28.8),28.8,28.72 to 28.8,28.72,28.8,(28.72 to 28.8)
Female.Melanoma.II.50-54.3.positive,rmst,47,8.03 (6.59 to 10.94),8.03,6.59 to 10.94,6.59,10.94,(6.59 to 10.94)
Male.Melanoma.II.50-54.3.positive,rmst,47,8.04 (6.61 to 10.7),8.04,6.61 to 10.7,6.61,10.7,(6.61 to 10.7)
Female.Melanoma.III.50-54.3.positive,rmst,47,6.69 (5.01 to 9.29),6.69,5.01 to 9.29,5.01,9.29,(5.01 to 9.29)
Male.Melanoma.III.50-54.3.positive,rmst,47,6.64 (5.16 to 9.41),6.64,5.16 to 9.41,5.16,9.41,(5.16 to 9.41)
Female.Melanoma.IV.50-54.3.positive,rmst,47,8.4 (4.26 to 15.1),8.4,4.26 to 15.1,4.26,15.1,(4.26 to 15.1)
Male.Melanoma.IV.50-54.3.positive,rmst,47,8.22 (4.12 to 15.14),8.22,4.12 to 15.14,4.12,15.14,(4.12 to 15.14)
Female.Melanoma.I.55-59.3.positive,rmst,42,27.11 (27.07 to 27.11),27.11,27.07 to 27.11,27.07,27.11,(27.07 to 27.11)
Male.Melanoma.I.55-59.3.positive,rmst,42,24.46 (24.44 to 24.46),24.46,24.44 to 24.46,24.44,24.46,(24.44 to 24.46)
Female.Melanoma.II.55-59.3.positive,rmst,42,6.37 (5.33 to 8.2),6.37,5.33 to 8.2,5.33,8.2,(5.33 to 8.2)
Male.Melanoma.II.55-59.3.positive,rmst,42,6.4 (5.35 to 8.1),6.4,5.35 to 8.1,5.35,8.1,(5.35 to 8.1)
Female.Melanoma.III.55-59.3.positive,rmst,42,4.99 (4 to 7.64),4.99,4 to 7.64,4,7.64,(4 to 7.64)
Male.Melanoma.III.55-59.3.positive,rmst,42,4.97 (3.99 to 7.55),4.97,3.99 to 7.55,3.99,7.55,(3.99 to 7.55)
Female.Melanoma.IV.55-59.3.positive,rmst,42,3.82 (2.48 to 7.74),3.82,2.48 to 7.74,2.48,7.74,(2.48 to 7.74)
Male.Melanoma.IV.55-59.3.positive,rmst,42,3.92 (2.4 to 7.19),3.92,2.4 to 7.19,2.4,7.19,(2.4 to 7.19)
Female.Melanoma.II.60-64.3.positive,rmst,37,8.35 (6.74 to 10.49),8.35,6.74 to 10.49,6.74,10.49,(6.74 to 10.49)
Male.Melanoma.II.60-64.3.positive,rmst,37,8.2 (6.7 to 10.34),8.2,6.7 to 10.34,6.7,10.34,(6.7 to 10.34)
Female.Melanoma.III.60-64.3.positive,rmst,37,4.74 (3.92 to 6.16),4.74,3.92 to 6.16,3.92,6.16,(3.92 to 6.16)
Male.Melanoma.III.60-64.3.positive,rmst,37,4.75 (3.96 to 5.9),4.75,3.96 to 5.9,3.96,5.9,(3.96 to 5.9)
Female.Melanoma.IV.60-64.3.positive,rmst,37,4.48 (2.87 to 7.82),4.48,2.87 to 7.82,2.87,7.82,(2.87 to 7.82)
Male.Melanoma.IV.60-64.3.positive,rmst,37,4.48 (2.94 to 7.4),4.48,2.94 to 7.4,2.94,7.4,(2.94 to 7.4)
Female.Melanoma.II.65-69.3.positive,rmst,32,6.2 (5.54 to 7.15),6.2,5.54 to 7.15,5.54,7.15,(5.54 to 7.15)
Male.Melanoma.II.65-69.3.positive,rmst,32,6.14 (5.5 to 7.06),6.14,5.5 to 7.06,5.5,7.06,(5.5 to 7.06)
Female.Melanoma.III.65-69.3.positive,rmst,32,4.5 (3.87 to 5.57),4.5,3.87 to 5.57,3.87,5.57,(3.87 to 5.57)
Male.Melanoma.III.65-69.3.positive,rmst,32,4.51 (3.86 to 5.53),4.51,3.86 to 5.53,3.86,5.53,(3.86 to 5.53)
Female.Melanoma.IV.65-69.3.positive,rmst,32,3.82 (2.57 to 6.12),3.82,2.57 to 6.12,2.57,6.12,(2.57 to 6.12)
Male.Melanoma.IV.65-69.3.positive,rmst,32,3.94 (2.54 to 5.83),3.94,2.54 to 5.83,2.54,5.83,(2.54 to 5.83)
Female.Melanoma.II.70-74.3.positive,rmst,27,6.99 (6.02 to 8.2),6.99,6.02 to 8.2,6.02,8.2,(6.02 to 8.2)
Male.Melanoma.II.70-74.3.positive,rmst,27,6.98 (6.02 to 8.27),6.98,6.02 to 8.27,6.02,8.27,(6.02 to 8.27)
Female.Melanoma.III.70-74.3.positive,rmst,27,3.94 (3.45 to 4.84),3.94,3.45 to 4.84,3.45,4.84,(3.45 to 4.84)
Male.Melanoma.III.70-74.3.positive,rmst,27,3.9 (3.36 to 4.76),3.9,3.36 to 4.76,3.36,4.76,(3.36 to 4.76)
Female.Melanoma.IV.70-74.3.positive,rmst,27,4.2 (2.71 to 5.68),4.2,2.71 to 5.68,2.71,5.68,(2.71 to 5.68)
Male.Melanoma.IV.70-74.3.positive,rmst,27,4.07 (2.7 to 5.21),4.07,2.7 to 5.21,2.7,5.21,(2.7 to 5.21)
Female.Melanoma.II.75-79.3.positive,rmst,22,6.59 (5.77 to 7.96),6.59,5.77 to 7.96,5.77,7.96,(5.77 to 7.96)
Male.Melanoma.II.75-79.3.positive,rmst,22,6.89 (5.83 to 7.57),6.89,5.83 to 7.57,5.83,7.57,(5.83 to 7.57)
Female.Melanoma.III.75-79.3.positive,rmst,22,4.92 (3.94 to 5.58),4.92,3.94 to 5.58,3.94,5.58,(3.94 to 5.58)
Male.Melanoma.III.75-79.3.positive,rmst,22,4.87 (4.23 to 5.08),4.87,4.23 to 5.08,4.23,5.08,(4.23 to 5.08)
Female.Melanoma.IV.75-79.3.positive,rmst,22,3.77 (2.57 to 5.04),3.77,2.57 to 5.04,2.57,5.04,(2.57 to 5.04)
Male.Melanoma.IV.75-79.3.positive,rmst,22,3.65 (2.63 to 4.81),3.65,2.63 to 4.81,2.63,4.81,(2.63 to 4.81)
